JENKINS_SPGRPCD,p05_a,p05_b,p50_a,p50_b,p95_a,p95_b,ols_a,ols_b,DIVISION,model
1,7.289556618752711,0.6001470791910248,10.77064493891923,0.6467484268558007,15.981156002621205,0.6739892445500006,10.73140882636049,0.6450418133803286,,11
2,6.178966673913197,0.7581840004122242,9.627626514468057,0.7697150843935271,16.03641043752269,0.7139708477788893,9.647498922632847,0.7612907879688433,,11
3,5.447417064777758,0.7762324733754625,9.4814367630996,0.7426009774397229,12.530096898819252,0.7802665203337925,8.815050301462605,0.7646377478367602,,11
4,6.68317529452,0.7340510137373337,11.757492785407514,0.6948778774396597,19.40347823075501,0.6111637445245729,11.309373475108709,0.6994526834000029,,11
5,6.1990901630659625,0.7610240642533688,9.887412702972378,0.7399826788186293,13.511399442157703,0.7392166487392571,9.396295016830097,0.7539811180603785,,11
6,9.642676364042153,0.6188158163516854,14.314038704353255,0.6520770722718412,21.731011542209295,0.5954543765587055,14.998437480372717,0.6174923516383862,,11
7,12.233059755526277,0.5317697211844286,16.62209453388194,0.5665582306697144,23.593918405978297,0.5326138073973733,16.816114954976126,0.552505786055391,,11
8,9.902238603223752,0.5766471251354165,14.421855468037643,0.6268687285892488,20.456738120786532,0.6088384711377269,14.426535748159107,0.609721414582694,,11
9,9.265802192031103,0.5928108682493275,15.014360350603054,0.5948917959570695,21.93174615983293,0.5598530147580844,14.77438462175953,0.5873872889395836,,11
