CN,SPCD,COMMON_NAME,SHARED_COMMON_NAME_IND,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,WOODLAND,SFTWD_HRDWD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,CORE,EAST,WEST,CARIBBEAN,PACIFIC,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,DRYWT_TO_GREENWT_CONVERSION,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CARBON_RATIO_LIVE,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
397174141732862,8432.0,omechidel,Y,Rauvolfia,insularis,,,RAIN8,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.46315,,0.46315,,,,,,0.46315,,,,,,,,,,,,,,,,,,0.477,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174142732862,8433.0,palo amargo,N,Rauvolfia,nitida,,,RANI2,54,54,54,,N,H,3,37,227,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862
397174143732862,8434.0,devils-pepper,Y,Rauvolfia,sandwicensis,,,RASA3,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.46315,,0.46315,,,,,,0.46315,,,,,,,,,,,,,,,,,,0.477,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174144732862,8435.0,devils-pepper,Y,Rauvolfia,spp.,,,RAUVO,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.46315,26,0.46315,26,75.13,26,80.49,26,0.46315,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.477,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174145732862,8436.0,traveler's tree,N,Ravenala,madagascariensis,,,RAMA7,54,54,54,53,N,H,3,37,227,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862
397174146732862,8437.0,European turkey oak,N,Quercus,cerris,,,QUCE,55,55,,,N,H,3,37,,N,X,,,,X,X,X,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174147732862,8438.0,Texas live oak,N,Quercus,fusiformis,,,QUFU,55,55,,,N,H,3,37,,N,X,,,,X,X,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.7622,1.76,0.6,25,0.58,25,75.3,25,82.95,25,0.66,25,19.12,25,0.12798,0.92267,0.12506,,,,,,,1.01815,0.84574,0.70051,0.61066,0.61066,0.472,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174148732862,8439.0,tortugo prieto,N,Ravenia,urbanii,,,RAUR,54,54,54,,N,H,3,37,227,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862
397174149732862,8440.0,vi vao,N,Reynoldsia,lanutoensis,,,RELA,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.41,26,0.41,26,75.13,26,80.49,26,0.41,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.479,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174150732862,8441.0,sand live oak,N,Quercus,geminata,,,QUGE2,55,55,,,N,H,3,37,89,N,X,,,,X,X,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,2.0,0.59,25,,,,,,,,,,,,,,,,,,,,,,,,,0.472,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174151732862,8442.0,ohe makai,N,Reynoldsia,sandwicensis,,,RESA,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.41,,0.41,,,,,,0.41,,,,,,,,,,,,,,,,,,0.479,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174152732862,8443.0,reynoldsia,N,Reynoldsia,spp.,,,REYNO,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.41,,0.41,,,,,,0.41,,,,,,,,,,,,,,,,,,0.479,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174153732862,8444.0,guama,N,Reynosia,guama,,,REGU,53,53,53,,N,H,3,37,227,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862
397174154732862,8445.0,Krug's darlingplum,N,Reynosia,krugii,,,REKR,53,53,53,,N,H,3,37,227,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862
397174155732862,8447.0,sloe,N,Reynosia,uncinata,,,REUN,53,53,53,,N,H,3,37,227,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862
397174156732862,8449.0,Darlington oak,N,Quercus,hemisphaerica,,,QUHE2,55,55,,,N,H,3,37,221,N,X,,,,X,X,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,2.0,0.59,25,0.5,25,83.0,25,121.0,25,0.63,25,16.0,25,,,,,,,,,,1.02,0.841,0.705,0.591,0.591,0.48,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862
397174157732862,8450.0,holly oak,N,Quercus,ilex,,,QUIL2,55,55,,,N,H,3,37,,N,,,,,,,X,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174158732862,8453.0,pungent oak,N,Quercus,pungens,,,QUPU,55,55,,,N,H,3,37,,N,,,,,,,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174159732862,8455.0,lateleaf oak,N,Quercus,tardifolia,,,QUTA,55,55,,,N,H,3,37,,N,,,,,,,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174160732862,8456.0,Rheeda,N,Rheedia,edulis,,,RHED4,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.64,,0.64,,,,,,0.64,,,,,,,,,,,,,,,,,,0.471,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174161732862,8457.0,Toumey oak,N,Quercus,toumeyi,,,QUTO2,55,55,,,N,H,3,37,,N,,,,,,,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174162732862,8459.0,Sonoran scrub oak,N,Quercus,turbinella,,,QUTU2,55,55,,,N,H,3,37,,N,X,,,,X,X,X,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174163732862,8460.0,Rhizophora lamarckii,N,Rhizophora,lamarckii,,,RHLA12,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.85,26,0.85,26,75.13,26,80.49,26,0.85,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.463,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174164732862,8461.0,sandpaper oak,N,Quercus,vaseyana,,,QUVA5,55,55,,,N,H,3,37,,N,X,,,,X,X,,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174165732862,8463.0,mangrove,Y,Rhizophora,spp.,,,RHIZO,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.85,26,0.85,26,75.13,26,80.49,26,0.85,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.463,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174166732862,8464.0,Rhizophora stylosa,N,Rhizophora,stylosa,,,RHST8,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.84,26,0.84,26,75.13,26,80.49,26,0.84,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.464,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174167732862,8465.0,rose myrtle,N,Rhodomyrtus,spp.,,,RHODO2,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.77921,,0.77921,,,,,,0.77921,,,,,,,,,,,,,,,,,,0.466,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174168732862,8466.0,Rhodomyrtus tomentosus,N,Rhodomyrtus,tomentosa,,,RHTO10,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.77921,26,0.77921,26,75.13,26,80.49,26,0.77921,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.466,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174169732862,8467.0,neneleau,N,Rhus,sandwicensis,,,RHSA2,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.46666,,0.46666,,,,,,0.46666,,,,,,,,,,,,,,,,,,0.477,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174170732862,8468.0,sumac,N,Rhus,spp.,,,RHUS,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.46666,,0.46666,,,,,,0.46666,,,,,,,,,,,,,,,,,,0.477,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174171732862,8469.0,tavai,N,Rhus,taitensis,,,RHTA,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.76,0.37,26,0.37,26,75.13,26,80.49,26,0.37,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.48,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174172732862,8470.0,African sumac,N,Rhus,lancea,,,RHLA11,55,55,,,N,H,3,37,146,N,,,,,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.456,7.0,,FS_NIMS_PNWRS,2023-03-06 13:26:10,798795,FS_NIMS,2023-05-25 22:32:46,732862
397174173732862,8471.0,Catawba rosebay,N,Rhododendron,catawbiense,,,RHCA8,55,55,,,N,H,3,37,,N,X,,,,X,X,X,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174174732862,8472.0,castorbean,N,Ricinus,communis,,,RICO3,54,54,54,54,N,H,3,37,227,N,,,C,P,,,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862
397174175732862,8473.0,ricinus,N,Ricinus,spp.,,,RICIN,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.48216,,0.48216,,,,,,0.48216,,,,,,,,,,,,,,,,,,0.476,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174176732862,5965.0,burningbush,N,Euonymus,alatus,,,EUAL13,55,55,,,N,H,3,37,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862
397174177732862,5983.0,European beech,N,Fagus,sylvatica,,,FASY,55,55,,,N,H,3,37,,N,X,,,,X,X,X,,X,,,,,,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,1.76,0.52,24,0.53,24,75.12,24,80.64,24,0.58,24,15.32,24,,,,,,,,,,,,,,,0.471,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_NRS,2023-05-25 22:32:46,981125
397174178732862,6001.0,blackbrush wattle,N,Acacia,anegadensis,,,ACAN4,54,54,54,,N,H,3,37,227,N,,,C,,,,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.475,5.0,,NIMS_TROP_4_0,2023-03-06 13:26:10,10854,FS_NIMS,2023-05-25 22:32:46,732862
397174179732862,6002.0,mulga,N,Acacia,aneura,,,ACAN10,54,54,,54,N,H,3,37,,N,,,,P,,,X,,,,,,,,,8,,,,,,,,,,,,1.76,0.98154,,0.98154,,,,,,0.98154,,,,,,,,,,,,,,,,,,0.411,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174180732862,6003.0,auri,N,Acacia,auriculiformis,,,ACAU,54,54,,54,N,H,3,37,146,N,,,,P,,,X,,,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,2.0,0.68,26,0.68,26,75.13,26,80.49,26,0.68,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,0.446,5.0,,FS_NIMS_SRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174252732862,998.0,unknown dead hardwood,N,Tree,broadleaf,,,2TB,43,47,54,54,N,H,3,37,221,Y,E,W,C,P,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.991,0.822,0.647,0.541,0.541,0.475,2.0,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174253732862,999.0,other or unknown live tree,N,Tree,unknown,,,2TREE,43,47,54,52,N,H,3,37,221,Y,E,W,C,P,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.506,0.987,0.837,0.685,0.539,0.539,0.475,2.0,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174254732862,5091.0,Washington hawthorn,N,Crataegus,phaenopyrum,,,CRPH,43,47,,,N,H,4,29,101,N,E,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.982,0.793,0.618,0.525,0.525,0.475,2.0,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174255732862,5092.0,fleshy hawthorn,N,Crataegus,succulenta,,,CRSU5,43,47,,,N,H,4,29,101,N,E,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.982,0.793,0.618,0.525,0.525,0.475,2.0,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174256732862,5093.0,dwarf hawthorn,N,Crataegus,uniflora,,,CRUN,43,47,,,N,H,4,29,101,N,E,,,,X,X,,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,1.758473593982157,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.982,0.793,0.618,0.525,0.525,0.475,2.0,,NIMS_2_1,2023-03-06 13:26:10,333,FS_NIMS_PNWRS,2023-05-25 22:32:46,798795
397174257732862,5145.0,hedge maple,N,Acer,campestre,,,ACCA5,55,55,,,N,H,3,37,,N,X,,,,X,X,X,,X,,,,,,,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,1.76,0.47,24,0.53,24,70.16,24,90.54,24,0.52,24,10.81,24,,,,,,,,,,,,,,,0.476,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_NRS,2023-05-25 22:32:46,981125
397174258732862,5146.0,vine maple,N,Acer,circinatum,,,ACCI,55,55,,,N,H,3,37,221,N,X,,,,X,X,X,,X,,,,,,,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,2.0,0.47,25,0.53,25,70.16,25,90.54,25,0.52,25,10.81,25,,,,,,,,,,,,,,,0.477,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS,2023-05-25 22:32:46,732862
397174259732862,5147.0,Amur maple,N,Acer,ginnala,,,ACGI,55,55,,,N,H,3,37,221,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,1.76,0.47,24,0.53,24,70.16,24,90.54,24,0.52,24,10.81,24,,,,,,,,,,0.979,0.766,0.565,0.45,0.45,0.476,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_PNWRS,2023-05-25 22:32:46,67572
397174260732862,5148.0,paperbark maple,N,Acer,griseum,,,ACGR14,55,55,,,N,H,3,37,,N,X,,,,X,X,X,,X,,,,,,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,1.76,0.47,24,0.53,24,70.16,24,90.54,24,0.52,24,10.81,24,,,,,,,,,,,,,,,0.476,6.0,,FS_NIMS_NRS,2023-03-06 13:26:10,440,FS_NIMS_NRS,2023-05-25 22:32:46,981125
