"VAR2","VAR3","SPCD","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Merch Stem Bark Volume","ST_BK_CV_MER","746",4967,9.55834507751158,5,33.3,0.880851043150325,37.8060242439773,0.0326548011597646,10.8069601129808,0.502266771078104,24.1234640776058,0.0654194388647468,0.881367508792511,0.873740146694406
"Merch Stem Wood Volume","ST_WD_CV_MER","746",5181,9.5735572283343,5,33.3,2.22142749441627,14.7153415465216,-0.195693146737586,-0.182617208717929,1.29278768803348,8.98824480108054,0.166573276049376,2.22981690996625,0.97296123810255
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","746",5008,9.55808706070288,5,33.3,2.49699241130855,11.4673529864678,-0.204805746111764,-0.128585532928407,1.41938238918618,8.31143853155713,0.183774503666557,2.50512903730646,0.975401004333943
"Stump Bark Volume","SP_BK_CV","746",6184,8.36759379042691,1,33.3,0.0529460546103527,NA,-0.0207030442616538,Inf,0.0308924193749342,Inf,0.00455165452481607,0.0568458215524263,0.688044514134906
"Stump Wood Volume","SP_WD_CV","746",8403,9.38041175770558,1,53.9,0.368285268823067,16.5091071839305,-0.0618515369675845,0.138652796444136,0.107996005619426,12.566682685879,0.0148809626839759,0.373421358136614,0.861008814718017
"Stump Wood+Bark Volume","SP_WDBK_CV","746",6235,8.36840417000802,1,33.3,0.185016947330392,15.0107261952622,-0.0582736009265128,-2.5899041167322,0.0883774883154795,11.6607337478891,0.0140322718653796,0.193962865478524,0.891492907904646
"Total Stem Bark Volume","ST_BK_CV_TOT","746",6185,8.36879547291835,1,33.3,0.823739575783427,34.9741541332615,-0.0068672395047878,6.08846505070007,0.431316991600612,21.8263547350859,0.0620036660721054,0.823701608120314,0.891899290516613
"Total Stem Wood Volume","ST_WD_CV_TOT","746",8432,9.37441888045541,1,53.9,3.87598596883827,10.8633090047986,0.000275719773637296,1.05866946568888,1.52309226874372,7.89544273923207,0.188460297463522,3.87575613395306,0.986393119617013
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","746",6236,8.36959589480436,1,33.3,2.26362647454351,9.22639420178183,-0.192220035659869,-0.345654580842827,1.14474487345759,6.85916941582289,0.164367945795146,2.27159232192455,0.980730135907112
"Sawlog Bark Volume","ST_BK_CV_SAW","746",1494,13.4637884872825,11,33.3,1.37904232358812,136.523931014886,0.0218455541703679,14.0581310202607,0.913740285289519,29.6234053578152,0.0872855431125919,1.3787537953807,0.787124745668282
