"VAR2","VAR3","SPCD","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Total Stem Wood Weight","ST_WD_DW_TOT","832",123,10.4780487804878,1.2,26.5,132.377118777649,13.7325731014107,-39.5096914158481,-5.98302322814287,80.5443833826022,11.9393197071279,8.83351475692666,137.630840196317,0.980286491297644
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","832",124,10.5564516129032,1.2,26.5,141.55364889101,12.5017390005548,-33.6104829537917,-4.70035440668511,87.8189629612581,10.2597669386155,9.3703947133139,144.932770127589,0.984785427688092
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","970",55,3.80727272727273,1,11.2,83.1867202737816,24.6588130844319,-0.451064205058899,4.54788752527631,27.7562161618102,17.1672391248643,7.95662237648176,82.4282424520639,0.850644233102687
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","970",55,3.80727272727273,1,11.2,81.1599778024647,25.165780162738,-0.562122301518239,6.13308925545712,26.9693671806073,17.431514494931,7.74987645286423,80.4207398412665,0.849046214513712
"Foliage","FOL_DW","970",55,3.80727272727273,1,11.2,2.94716618647946,92.1387970619732,0.111058096459344,24.6769185130706,1.44832316146615,66.1559221394401,0.395824346577255,2.9223618878718,0.80598584705499
"Top and Branches","BRT_WDBK_DW_MER","970",19,7.17894736842105,5.3,11.2,76.2356688987093,32.1186778987684,-16.529429740926,-2.16735592321484,38.1046522127433,25.9216524069527,7.4465830598406,76.0211219705105,0.586271638616242
"Merch Stem Bark Weight","ST_BK_DW_MER","970",19,7.17894736842105,5.3,11.2,9.28336136522174,96.3509654060818,-0.135933689151119,30.3288492311097,5.23396643312542,44.0517131466611,0.934531214217115,9.03678287439533,0.627289444920953
"Merch Stem Wood Weight","ST_WD_DW_MER","970",19,7.17894736842105,5.3,11.2,65.7760497875795,44.8235198571333,11.2683574943004,12.8438915641039,33.9188655324984,22.2953165885509,6.60805364455991,65.0058049203924,0.716075182610595
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","970",19,7.17894736842105,5.3,11.2,72.7402518274166,46.4344823553864,11.1324238051493,13.68564613603,38.1979680670046,22.8654059270191,7.28750487487266,71.6700343248063,0.723933253314186
"Stump Wood+Bark Weight","SP_WDBK_DW","970",55,3.80727272727273,1,11.2,2.9369752500685,34.9126289759548,1.89690873110979,51.5959011034394,1.9709646885755,51.81384094295,0.482675785809453,3.47379521517275,0.723495160142111
"Branches","BRT_WDBK_DW_TOT","970",55,3.80727272727273,1,11.2,45.0921838175354,71.2454020675878,-5.91159255031348,-37.2432426695299,14.7148283464909,65.0267701401865,4.41895642273292,45.0697546625649,0.703281581118711
"Total Stem Bark Weight","ST_BK_DW_TOT","970",55,3.80727272727273,1,11.2,5.65756727685284,59.5653679739592,-0.529871681038125,39.2258956339629,2.20651929639023,48.9189731505889,0.620488656533208,5.63088506604328,0.829597794469101
"Total Stem Wood Weight","ST_WD_DW_TOT","970",55,3.80727272727273,1,11.2,39.1314466778107,29.6047318181997,5.87934192983337,21.3382414091246,13.6682243931101,25.5254742904999,3.99996329259471,39.2172858027368,0.888427288614887
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","970",55,3.80727272727273,1,11.2,42.7999459316658,32.3524130972769,5.34947024879524,24.030789159598,15.2566133993716,27.9952964098315,4.35714351123277,42.7451296176303,0.893281486662755
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","740",128,2.559375,1,20,35.4302422139408,14.2498134304285,-0.471434020423598,-12.5824486515703,6.97142296575727,15.3354913346481,2.37440878413302,35.294720086782,0.992459250180095
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","740",132,2.64393939393939,1,20,36.4787877883277,14.7381254671426,-1.73826453088649,-12.6822048006097,8.14069463558869,15.9970198437473,2.67693033549076,36.3818972380765,0.991698238735805
"Foliage","FOL_DW","740",132,2.57575757575758,1,20,1.24327207227501,70.0124746213083,-0.215133916440597,11.4787739025514,0.472033498286272,42.7272619682776,0.22879693715688,1.25709904400838,0.856177355673869
"Stump Wood+Bark Weight","SP_WDBK_DW","740",137,2.7963503649635,1,20,3.67906097704261,14.8487233884608,-0.956029188320219,-17.7849935612508,1.01880977156315,20.8096860287938,0.25807263274438,3.78822943959655,0.90723869568997
"Branches","BRT_WDBK_DW_TOT","740",132,2.64393939393939,1,20,9.39161495238202,29.5515070914292,0.822634879256067,-65.5833377786027,2.70837620780264,68.7890979954729,0.865155044967853,9.39206895845589,0.987277991569228
"Total Stem Bark Weight","ST_BK_DW_TOT","740",117,2.73247863247863,1,20,6.97360987773194,24.9089116120788,0.799393239982614,-2.02474399554186,1.73689399796347,16.9612383420317,0.567737215993103,6.98960747825433,0.982648010894113
"Total Stem Wood Weight","ST_WD_DW_TOT","740",117,2.73247863247863,1,20,37.2702764739977,12.9102750224103,-4.55461408267128,-7.47216643763901,6.67455786972695,12.296645777439,2.62541569965707,37.3891106438915,0.982737236743931
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","740",137,2.7963503649635,1,20,34.3811228731245,16.8530406548673,-4.21909821841406,-5.57026280348298,8.47428053508523,14.3012346694919,2.87960623514439,34.5142610069965,0.987902409151085
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","802",363,9.36831955922865,1,34.5,262.201134659291,16.9348523593062,2.06139502770181,-1.05769441046888,114.007121733567,12.51748652909,13.2514161038784,261.847841280225,0.982366456337378
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","802",423,9.97919621749409,1,42,248.177465972552,15.9408416227585,-0.353009216441921,-0.69038661590938,120.364447597415,11.8499990316663,12.8249775476215,247.884189770012,0.985508729042867
"Stump Wood+Bark Weight","SP_WDBK_DW","802",377,9.82917771883289,1,42,12.670359972128,20.5351697320108,4.93212326366281,3.55481955964159,7.41814957677735,16.1028704650353,0.779341872975878,13.5807964204848,0.932312880583908
"Branches","BRT_WDBK_DW_TOT","802",430,10.1009302325581,1,42,198.053996461871,85.0776089693069,-18.5151532366302,10.8940962769374,95.4235774026198,49.4576064834988,10.4024993973189,198.6881339867,0.94845403987318
"Total Stem Bark Weight","ST_BK_DW_TOT","802",418,9.63373205741627,1,42,37.8100379953606,26.9603835272531,-2.01079074072018,3.56650854958789,17.5567077799664,20.101113325776,1.96327911290226,37.8182781122599,0.94053741303826
"Total Stem Wood Weight","ST_WD_DW_TOT","802",418,9.63373205741627,1,42,133.933505628392,17.0097665744805,8.63286360506937,2.77638387983616,63.4048932796834,12.3222792677673,6.71417253867121,134.051467535095,0.984675425653468
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","802",439,9.7744874715262,1,42,148.591317113195,16.761486773804,10.0593632065439,1.97490549137818,70.9082134976715,11.8547394577923,7.72808357000849,148.762480469315,0.984988107636134
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","920",7,4.07142857142857,1.3,10.1,12.5487014227911,9.17120981723809,1.77309318866929,5.75529593136122,6.71847890588979,9.60099144342463,1.38637580888521,11.7523642641452,0.993418398843845
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","920",7,4.07142857142857,1.3,10.1,11.7911245790434,8.38797325465732,1.74890864353959,4.96862238753628,6.17941429769128,8.35393354308676,1.28946794500323,11.0556674744241,0.993818617064029
"Foliage","FOL_DW","920",7,4.07142857142857,1.3,10.1,0.857253009046515,82.6324632649655,0.0241845451297007,47.5164430276785,0.600958092645415,66.6621108363125,0.161335278669317,0.794030457735159,0.965448661258031
"Stump Bark Volume","SP_BK_CV","920",7,4.07142857142857,1.3,10.1,0.0131278576138816,30.8213125001704,0.00416718074872622,-13.7307477300981,0.0088847433713106,28.5303575838335,0.00223034499485673,0.0128485776918802,0.911048917016607
"Stump Wood Volume","SP_WD_CV","920",7,4.07142857142857,1.3,10.1,0.0356105501548679,11.60506267517,-0.0182024399216925,-5.0216242918078,0.0191825010144469,10.1195357528114,0.00441985354867816,0.0376600762985988,0.969376266447926
"Stump Wood+Bark Volume","SP_WDBK_CV","920",7,4.07142857142857,1.3,10.1,0.0287432500035647,11.341275697265,-0.0140352591729663,-7.81954605855345,0.0161130131644609,9.2208363068016,0.00453280061489433,0.0300855115224466,0.986418470215588
"Total Stem Bark Volume","ST_BK_CV_TOT","920",7,4.07142857142857,1.3,10.1,0.108881272047328,15.1398987003027,-0.0887486539951249,-24.1879908298126,0.0887486539951249,24.1879908298126,0.021481566678693,0.134305118250248,0.989379607834056
"Total Stem Wood Volume","ST_WD_CV_TOT","920",7,4.07142857142857,1.3,10.1,0.0734899880741569,4.89054304974292,0.023864949251266,-3.41263652617251,0.0457753714748186,4.36940976212911,0.0126433835502412,0.0721025269045969,0.999702138985245
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","920",7,4.07142857142857,1.3,10.1,0.0514956835532033,7.24407163697787,-0.0648837047438587,-8.22040316262272,0.0648837047438587,8.22040316262272,0.0241753459774569,0.0805162792205824,0.999784197528604
"Stump Wood+Bark Weight","SP_WDBK_DW","920",7,4.07142857142857,1.3,10.1,2.50567025893223,14.4862863576784,-1.57801624410808,-16.2353959569756,1.57853312226511,16.3874189443366,0.340275952703925,2.80563839299334,0.845638202219352
"Branches","BRT_WDBK_DW_TOT","920",7,4.07142857142857,1.3,10.1,15.6824309340889,175.820813351426,8.61912080934558,85.6297316626692,9.03437692571215,102.755165325077,1.91340602484048,16.884720669873,0.22596168522036
"Total Stem Bark Weight","ST_BK_DW_TOT","920",7,4.07142857142857,1.3,10.1,2.13426978015449,26.6188229503203,-0.323100072333652,9.12747398727043,1.25732700231403,21.091516918168,0.320157242608589,2.00219167642712,0.990947460731925
"Total Stem Wood Weight","ST_WD_DW_TOT","920",7,4.07142857142857,1.3,10.1,12.2992756835537,13.1109628419347,-6.54711209347235,1.49978916054115,7.10146467437575,10.8338168629309,1.66166042405621,13.1349361377086,0.982940276691769
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","920",7,4.07142857142857,1.3,10.1,13.8797480294661,14.3153948385723,-6.870212165806,2.5368694494646,7.84430514813876,12.0184166805076,1.89346023611669,14.5714159454693,0.985641054640537
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","110",449,9.02048997772829,1,19.7,133.298211202788,17.9438835967793,26.9129387833003,1.38878510450041,74.2647514840117,13.1643371509679,9.20234009308803,135.842357461422,0.964761565960716
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","110",232,6.56120689655172,1,19.7,55.909678920221,19.5713162368478,-0.223400278213609,-4.99852834917614,27.9322835703655,14.3849996449063,4.72875437206644,55.7895010856321,0.99062142431736
"Foliage","FOL_DW","110",253,6.98616600790514,1,21.7,9.51076102402278,249.937430374219,0.162413971728424,44.5683151194643,3.73716327970937,60.7762565091691,0.594963345267756,9.49333585147204,0.794095518616626
"Top and Branches","BRT_WDBK_DW_MER","110",116,10.1103448275862,5,19.7,29.4972075336522,30.6308193228006,5.23838226833716,16.4671879506746,20.4748339200409,26.1808220724391,2.3230429801358,29.8332895628206,0.928738205358944
"Merch Stem Bark Weight","ST_BK_DW_MER","110",326,11.1960122699387,5,19.7,22.5692250413974,20.6832421890426,2.77477049779121,8.62319353253662,12.3006788270163,16.277928386904,1.60438717742458,22.7047745170621,0.865144912572872
"Merch Stem Wood Weight","ST_WD_DW_MER","110",326,11.1960122699387,5,19.7,104.545010142355,16.8805004935257,0.105926738446527,1.70321629376287,64.9509055972529,11.6821570157463,7.1595266126543,104.384595627624,0.959514960795679
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","110",333,11.1135135135135,5,19.7,110.075522148617,16.209627153978,2.44093058568021,1.98444881060194,68.511389546561,11.1329387380901,7.59774696619362,109.937220587197,0.963542125941959
"Stump Wood+Bark Weight","SP_WDBK_DW","110",449,9.02048997772829,1,19.7,4.53506263242255,21.896971580691,0.0793407044637031,-9.39587673457422,3.06275763966508,19.1293361378478,0.388318131099808,4.53070438807767,0.949701805596864
"Branches","BRT_WDBK_DW_TOT","110",232,6.56120689655172,1,19.7,20.6224516127037,108.009322971448,1.72008337699525,13.4989926700972,9.87723762928644,49.365983725285,1.49923649975169,20.6497232461263,0.949584547720375
"Total Stem Bark Weight","ST_BK_DW_TOT","110",437,9.12494279176201,1.1,19.7,20.3807413288973,30.8190166617789,1.48967509000694,0.699204554965327,9.79392950797405,19.705777298232,1.46445996762383,20.4118405586373,0.901688175206619
"Total Stem Wood Weight","ST_WD_DW_TOT","110",437,9.12494279176201,1.1,19.7,93.7100558929982,15.1079888463047,1.43341279104497,0.468876847831906,50.6454828175741,11.2788518608035,6.43322612141842,93.6137495850373,0.970667933418031
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","110",449,9.02048997772829,1,19.7,98.4337274910008,16.3924067804289,2.60322664719927,-1.15119258901669,53.2013382718489,11.8963867284116,6.80761067866259,98.358507459218,0.973575355834927
"Top and Branches","BRT_WDBK_DW_MER","131",432,9.38032407407407,5,24,45.007163360992,37.6399998733237,0.0310115575078439,17.3243866995552,24.2268606538375,31.2181269332974,3.02929103067959,44.9550522526008,0.825315135430346
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","313",50,4.82,1,14.5,19.9007198912531,16.6337503118498,-0.226004106646458,-4.77198771686249,10.7427014076438,12.1916125682939,2.2463558618684,19.7020038829185,0.993670500933593
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","313",50,4.82,1,14.5,17.5619168434248,16.2366372579667,-0.176386718749925,-5.2174113207656,9.53774080176171,11.6548060693795,2.00389559477892,17.3863054449648,0.994565814549971
"Foliage","FOL_DW","313",50,4.82,1,14.5,3.56861085599431,107.254166657932,-0.0496173878965319,30.2476646693899,1.8689166810344,59.9651920374554,0.400023901746411,3.53309293082869,0.918458455145207
"Stump Bark Volume","SP_BK_CV","313",121,5.9801652892562,1,18,0.0375250543135624,138.560995086742,0.0146964052901551,88.5287184172016,0.0206966229276767,95.3954058855648,0.00393048572588273,0.0401556545724373,0.475804836990291
"Stump Wood Volume","SP_WD_CV","313",121,5.9801652892562,1,18,0.116560851328982,21.467816558766,-0.0195206154641221,6.1832081640341,0.053508710606422,17.6692326425803,0.00996370543857466,0.117708121759439,0.918128247815699
"Stump Wood+Bark Volume","SP_WDBK_CV","313",121,5.9801652892562,1,18,0.107428463536761,20.8071063303352,-0.00482421017396695,12.2088549971145,0.0553712511133962,19.5759799114749,0.0100401193167984,0.107092337033404,0.945925157863865
"Total Stem Bark Volume","ST_BK_CV_TOT","313",121,5.9801652892562,1,18,0.716985721372647,57.3847497605883,7.27620626600519e-05,30.4992664474625,0.36430643388273,46.3278890934568,0.0583300788521488,0.714016827352714,0.642819427417874
"Total Stem Wood Volume","ST_WD_CV_TOT","313",121,5.9801652892562,1,18,2.05663931406527,21.0153204699764,-0.0491171123163226,2.33834270035448,0.756434573398557,14.3352387443313,0.141394743693044,2.04871203958189,0.89854559372569
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","313",121,5.9801652892562,1,18,2.49784095397302,20.4536641042923,-0.0490443502536624,4.56541493340753,0.928424951138623,14.317013290543,0.170684697194149,2.48798132334791,0.888601188329977
"Stump Wood+Bark Weight","SP_WDBK_DW","313",52,4.875,1,14.5,1.53134260598032,11.8481304342398,-0.776294369792709,-8.44255932771025,0.850783090094583,11.3804901763765,0.176641676625109,1.70368623164798,0.962516786228197
"Branches","BRT_WDBK_DW_TOT","313",50,4.82,1,14.5,9.19635456555333,69.3548200455753,-0.758578409327456,-10.5528159362957,5.25756290196207,49.2367401440813,1.2068525466487,9.13547589086435,0.982771996422891
"Total Stem Bark Weight","ST_BK_DW_TOT","313",52,4.875,1,14.5,1.37986956448049,16.6667577205219,-0.466639510750299,-10.0082027958274,0.921423390790404,15.4420990055343,0.227595712125317,1.44401395209278,0.978188096721291
"Total Stem Wood Weight","ST_WD_DW_TOT","313",52,4.875,1,14.5,12.3825389120707,13.3370377277856,0.823163581048238,0.42460505466497,5.8800339378967,9.66963335899208,1.35284366595037,12.2904949796868,0.993827544458814
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","313",52,4.875,1,14.5,12.4677443389345,12.411162557392,0.356524070297939,-0.843270388108994,6.01933117459415,8.73722384370766,1.38284625671166,12.3524264070895,0.994466481145507
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","491",60,1.76,1,4.4,3.54487224170467,22.2830228972241,0.0931463245926914,3.19767662514886,2.0429744195168,17.4925784619234,1.3311919418327,3.51644140113647,0.966824323628053
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","491",56,1.7,1,4.4,3.43239625889442,22.3745804222034,0.0755240498678229,2.6829261116869,1.93121238057053,17.5605098597871,1.28106764965512,3.40245011953586,0.960366565754186
"Foliage","FOL_DW","491",66,1.82575757575758,1,4.4,0.515794774995509,129.862844784365,0.036341701063086,60.0947266917124,0.346301405076966,85.2464891261803,0.201391729038083,0.513160789290551,0.841140643935773
"Stump Bark Volume","SP_BK_CV","491",310,2.88064516129032,1,11.6,0.015589247407211,54.0393979606022,0.00170942526442964,23.258849485412,0.00745719192217997,35.5029386888073,0.00254997865693498,0.0156576760415879,0.835442067404824
"Stump Wood Volume","SP_WD_CV","491",310,2.88064516129032,1,11.6,0.0366558902168951,26.9794838554968,-0.00171117821762651,7.31644022004562,0.0170374502899214,20.3468558284625,0.00669088611899884,0.0366367035882855,0.940863624575109
"Stump Wood+Bark Volume","SP_WDBK_CV","491",310,2.88064516129032,1,11.6,0.0404914896649057,25.9425460803831,-1.7529531968678e-06,8.35155150185569,0.0202258179841818,20.2486428292073,0.0078637470188453,0.0404261280950615,0.952749581734397
"Total Stem Bark Volume","ST_BK_CV_TOT","491",310,2.88064516129032,1,11.6,0.155612049474147,27.6809978289273,0.000663063558773333,10.8357541693913,0.0631630867571436,21.0606403074072,0.0217254575580817,0.155362274497226,0.833749512114475
"Total Stem Wood Volume","ST_WD_CV_TOT","491",319,2.84702194357367,1,11.6,0.179000935403842,14.3472392412257,0.0104021633018092,2.67513191541317,0.0798413991656492,10.6313498813551,0.0300226553319549,0.179022615389151,0.981216379753535
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","491",310,2.88064516129032,1,11.6,0.21787012621251,11.5097210904027,0.00979963213653827,2.38787440916906,0.0938575751243572,9.12945472597261,0.0347024704165349,0.217739073358108,0.98295525034451
"Stump Wood+Bark Weight","SP_WDBK_DW","491",56,1.7,1,4.4,0.312980989867103,20.3548242287816,0.193653636431434,21.0547613342397,0.230272766042834,23.8584945502573,0.143290432914599,0.36566322893123,0.883301056508521
"Branches","BRT_WDBK_DW_TOT","491",56,1.7,1,4.4,2.05648080433261,53.9611085543117,-0.363140726627305,6.19567493428775,1.20716733408426,44.0860867243644,0.835098776458481,2.0701363736701,0.88250007713011
"Total Stem Bark Weight","ST_BK_DW_TOT","491",56,1.7,1,4.4,0.352242478565726,23.2446082051871,-0.0650360735889514,-6.42248187645641,0.197219372315474,18.6753249801581,0.145702581979647,0.355089895369507,0.903989298388094
"Total Stem Wood Weight","ST_WD_DW_TOT","491",56,1.7,1,4.4,1.71845880057862,18.4818892006809,0.503700850084079,10.8462398708358,1.00470271980319,16.6396286657903,0.682053104696324,1.7759733262343,0.969216143539794
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","491",56,1.7,1,4.4,2.00841423913896,17.9997356876197,0.438664776495128,8.00785219135797,1.12399318053573,15.3761175222509,0.77152947540569,2.03816674718443,0.967018102403769
"Sawlog Bark Volume","ST_BK_CV_SAW","611",1356,15.5947640117994,11,32.6,2.49140841571716,62.5772533826407,-0.0144024041495701,15.3428481505864,1.65525672481655,33.4889225283379,0.134574252038104,2.4905312292874,0.762792654141168
"Sawlog Wood Volume","ST_WD_CV_SAW","611",1356,15.5947640117994,11,32.6,7.31548842115264,20.082169057162,-1.87059187755467,-2.74475379498288,5.08028718851322,15.1167289395769,0.417398478636859,7.54824605204513,0.942301708893909
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","611",1379,15.6002175489485,11,32.6,8.03552982051303,19.6021955784722,-1.93514880410469,-2.0994297334423,5.79847306527134,14.7728908385813,0.457302451078976,8.26242802049966,0.946641634836909
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","621",180,9.21944444444444,1,31.7,157.417997402914,16.7605395943986,-8.70873616248072,-2.8450429532666,88.0102477342242,13.0837044295933,9.68499872603817,157.221496491665,0.988849593049246
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","621",232,9.90129310344828,1,31.7,151.210619153365,15.7012429819611,2.26974761876135,-1.05775091472883,85.3689550134275,11.7553204736037,8.94132017479851,150.901453165099,0.988588947104216
"Foliage","FOL_DW","621",227,8.89779735682819,1,31.7,7.0480394080459,86.4932511532886,0.437354042969379,25.3113332400192,3.40306238458554,48.2415495345262,0.403910391984781,7.04608444996972,0.735162152260191
"Top and Branches","BRT_WDBK_DW_MER","621",174,12.5333333333333,5.1,31.7,141.87822989955,47.7479595014997,0.543375605770431,16.1107721989473,71.541814428685,33.9994115281295,7.12707480351831,141.470989906014,0.914424260886376
"Merch Stem Bark Weight","ST_BK_DW_MER","621",192,13.315625,5.1,31.7,60.0866293928556,36.8157214122589,21.1411843426848,24.3481799944699,36.5614560915617,30.8193760060863,3.22429989317983,63.5495753309847,0.807694986084625
"Merch Stem Wood Weight","ST_WD_DW_MER","621",192,13.315625,5.1,31.7,176.645356258708,14.9551370834923,-26.094062467106,-0.159367300516785,99.348854784027,11.2127706023354,9.47353714526725,178.106606638097,0.974208789995035
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","621",193,13.3139896373057,5.1,31.7,198.650123803368,15.2053215395906,-5.14374068747903,2.31645823209347,113.858452465554,11.3177813487082,10.4589449087947,198.20157441086,0.974478699753061
"Stump Wood+Bark Weight","SP_WDBK_DW","621",251,10.700796812749,1,31.7,8.52950647916215,25.7542125331788,0.504483610000774,6.87688771813699,5.1176632372306,20.1523062796674,0.488776644188406,8.52743419615773,0.943728996599237
"Branches","BRT_WDBK_DW_TOT","621",286,10.7832167832168,1,31.7,146.741242207155,77.019779377829,8.68513934231667,3.0592874703513,68.936991570418,56.2723513723244,7.12600607092442,146.741724221508,0.879420617415196
"Total Stem Bark Weight","ST_BK_DW_TOT","621",250,10.6916,1,31.7,55.3138518146676,33.2335423925684,16.0314508511924,17.6026634174788,29.5219912245155,27.2479060363559,2.94327448755152,57.4838336418067,0.850022208719988
"Total Stem Wood Weight","ST_WD_DW_TOT","621",250,10.6916,1,31.7,161.514607423166,18.026712350081,-22.3448926404653,0.0854170942018479,80.9543965044551,13.3541026872319,8.71078533072928,162.732648121172,0.978571308760399
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","621",251,10.700796812749,1,31.7,180.3795216619,17.3323691503339,-6.49352730191154,1.73997588748669,92.6983498471908,12.9824307948839,9.60149626014254,180.136917811838,0.979200727558296
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","762",126,7.40396825396825,1,28,222.660785407558,20.8848976283818,-1.10889974367596,3.59318987271126,93.0698260468793,16.026213105581,13.5500314460376,221.778223034907,0.962102915152754
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","762",145,7.64965517241379,1,28,208.734953070767,19.5698054163253,-1.2660822255596,2.69199104764254,86.7905687857324,14.8561984809455,12.7418701767013,208.017785065685,0.963000776359277
"Foliage","FOL_DW","762",146,6.64383561643836,1,19.5,4.47067687096566,165.642549178244,-0.876194731175468,62.4417544669928,2.61544752174723,92.4146264568429,0.545715018073465,4.54067968064038,0.46418745368372
"Top and Branches","BRT_WDBK_DW_MER","762",90,10.7288888888889,5,28,182.243796549361,63.3657370816235,15.7010622326371,38.6332472572915,102.329696523502,54.9268753878462,10.6593166262061,181.907376457101,0.773731279109001
"Merch Stem Bark Weight","ST_BK_DW_MER","762",90,10.7288888888889,5,28,20.5545535173645,32.2067592727724,0.513948972557579,11.3542010766622,13.8393398711936,25.3289454522914,1.57503552381069,20.446502981552,0.928267452287188
"Merch Stem Wood Weight","ST_WD_DW_MER","762",90,10.7288888888889,5,28,175.815537277373,17.6471667836393,-19.8584876295421,0.729350098673855,95.7597527606243,14.1450821041326,10.1884393188831,175.960239762902,0.952843792869392
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","762",90,10.7288888888889,5,28,188.769364891205,17.6435858089624,-19.3445386569845,1.22860081657197,102.335744749099,13.9495593114058,10.9405197392494,188.711823619266,0.954509775983898
"Stump Wood+Bark Weight","SP_WDBK_DW","762",68,6.13676470588235,1,28,5.53232385245778,20.3008806950433,-0.415899033247534,10.6233756402261,2.10348652784584,17.42788853804,0.336981260883859,5.5072209007356,0.971093508821712
"Branches","BRT_WDBK_DW_TOT","762",145,7.64965517241379,1,28,143.40324465816,99.7119253162333,9.06154760341832,38.8210946475747,64.3883652464514,71.2413439892655,8.38786055482204,143.194895685922,0.80332719752819
"Total Stem Bark Weight","ST_BK_DW_TOT","762",145,7.64965517241379,1,28,17.1210399750128,37.6995612003967,1.02196167169569,24.6473065458351,9.73040105185306,33.3284561482316,1.37633130790625,17.0924787321716,0.942256168873753
"Total Stem Wood Weight","ST_WD_DW_TOT","762",145,7.64965517241379,1,28,144.228034645094,18.7859120576212,-11.3495915006736,0.247198999843338,64.3874994341017,14.6817262360998,8.50754850772168,144.17724864091,0.960613884606145
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","762",145,7.64965517241379,1,28,154.819591309935,18.2975474191528,-10.3276298289779,2.95166983619365,68.8497714830847,14.2273699696387,9.13808904948388,154.63007990996,0.962260880752998
"Top and Branches","BRT_WDBK_DW_MER","802",345,11.5805797101449,5,42,204.212233030648,41.2304417534592,-15.4413037172889,7.04219104791903,107.011380671094,30.2365329920866,10.6143392440342,204.499860082373,0.95211420488466
"Merch Stem Bark Weight","ST_BK_DW_MER","802",332,11.383734939759,5,42,40.7461429632536,31.9841597447259,-0.946057721298234,10.833860088586,20.7397854102587,22.6846373927874,2.08179889055461,40.6957300475716,0.933757561417063
"Merch Stem Wood Weight","ST_WD_DW_MER","802",332,11.383734939759,5,42,143.326596807362,17.9757716593292,5.06771553820959,3.51427464999127,75.5279562404194,12.7385915918935,7.20561073622872,143.200279514177,0.983071215544221
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","802",351,11.4928774928775,5,42,158.04916489167,18.6025839995443,8.41008772684679,3.87792806779249,83.1416419065396,12.5445665702819,8.2060357082158,158.047781769024,0.983471795566526
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","806",81,11.3296296296296,1.8,22.2,200.497012896578,12.7561430852195,-10.1274001773682,0.601830087788827,123.242006822458,9.80530130548221,12.8162902967509,199.512735984405,0.981665752053974
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","806",124,11.4298387096774,1.8,27.8,187.801312570583,12.252032302646,-20.8749563716194,0.229724291995831,119.089568082304,9.34563197527809,11.9496585928582,188.203790349413,0.982046509763939
"Foliage","FOL_DW","806",83,11.2421686746988,1.8,22.2,19.6477173935421,124.322718252068,-0.118136620951416,26.6085188108396,12.7369895849008,49.1845949921131,1.38443987146846,19.5293562992252,0.744658860038937
"Top and Branches","BRT_WDBK_DW_MER","806",119,11.7647058823529,5,27.8,165.8386792492,41.7341824991667,-49.340144199575,2.10895010058561,107.127600384829,27.2413314916257,10.9384884391252,172.353718243007,0.885571737536266
"Merch Stem Bark Weight","ST_BK_DW_MER","806",123,11.5227642276423,5,27.8,25.6224342484522,19.3992377739933,-1.39557767576699,8.63171426306194,16.385785368517,16.1439714757988,1.62745290585506,25.5561988802778,0.961233345449264
