"VAR2","VAR3","REGION","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Stump Wood Volume","SP_WD_CV","Western_OR",317,10.3728706624606,1.9,44.3,0.843852810595744,31.3256526893608,-0.0329643866145339,4.53100715603524,0.300508876235527,23.7133365053789,0.0299723930939847,0.843165395233695,0.754120101683234
"Stump Wood+Bark Volume","SP_WDBK_CV","Western_OR",289,10.8110726643599,1.9,44.3,0.977068663178451,32.9827096763085,-0.0362261424835178,5.36213970168144,0.373800332111316,25.4121999782962,0.035501058892852,0.97604926780748,0.758563327792147
"Total Stem Bark Volume","ST_BK_CV_TOT","Western_OR",287,10.8229965156794,1.9,44.3,2.65063292859423,38.07754201695,0.466035862436098,16.6583047520707,1.17560934636425,34.0009826696386,0.127422231656103,2.68673854635791,0.888150476529128
"Total Stem Wood Volume","ST_WD_CV_TOT","Western_OR",349,11.0770773638968,1.9,44.3,6.94562983313635,12.1181393475723,-1.05652242417764,0.33289080206891,2.80325095183139,9.22596039948047,0.284840554276598,7.0156813520556,0.984496682637866
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","Western_OR",289,10.8110726643599,1.9,44.3,7.91786828811901,11.3684637739828,-0.982082255323649,0.38415870231415,3.05659653846892,8.77276763991687,0.319476476549325,7.96493529416157,0.98511477094884
"Top and Branches","BRT_WDBK_DW_MER","Western_OR",101,18.6247524752475,7.1,44.9,197.275033033597,61.4543590343624,-40.2107383838578,12.9749332089514,117.613163286086,39.0899985342084,9.1335956327981,200.372206068971,0.741834826991556
"Merch Stem Bark Weight","ST_BK_DW_MER","Western_OR",85,17.38,6.3,44.9,133.546245914606,49.6147419014714,-5.90472142600957,1.87714783480973,81.5844143632865,34.9026337916027,6.00989919845385,132.88960347541,0.853754014140593
"Merch Stem Wood Weight","ST_WD_DW_MER","Western_OR",85,17.38,6.3,44.9,427.047017147052,17.4738547533651,-111.273616238205,-4.62225358796816,261.755591344364,13.9943671025255,17.7979018618063,438.868377826483,0.97461701256641
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","Western_OR",117,17.5641025641026,6.3,44.9,414.087177928267,16.5768545897442,-62.7415754338321,-2.79465115041419,243.466534100035,11.9968760568617,18.0423938776387,417.060134895608,0.977032459835324
"Stump Wood+Bark Weight","SP_WDBK_DW","Western_OR",117,17.5641025641026,6.3,44.9,34.0896967788165,17.7531167651345,-27.1449422321456,-22.3470104513606,27.8406644419374,25.7998749954107,1.58446384741215,43.4628896088557,0.738780753055777
"Branches","BRT_WDBK_DW_TOT","Western_OR",107,18.1355140186916,6.6,44.9,191.559148117453,1500.58124775573,4.06167090331358,187.935642434194,121.326384757325,211.50363395758,8.82886598650895,190.705168623743,0.688576591357985
"Total Stem Bark Weight","ST_BK_DW_TOT","Western_OR",85,17.38,6.3,44.9,133.838289967868,49.9329294478445,-14.4812652311981,0.823515062795086,85.0660363444366,35.0665445437259,6.28084228759285,133.834440260967,0.865627510447607
"Total Stem Wood Weight","ST_WD_DW_TOT","Western_OR",85,17.38,6.3,44.9,449.292191145655,17.3051374133326,-174.506762320999,-5.73263970267699,295.347736078664,14.2484396096803,19.7604270690722,479.521864706603,0.972521038031593
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","Western_OR",117,17.5641025641026,6.3,44.9,424.841792343566,16.3773840912638,-127.067783392866,-4.07741756979761,264.210498561463,11.9995049132848,19.6218344981516,441.694595662207,0.976625412794825
"Sawlog Bark Volume","ST_BK_CV_SAW","Western_OR",151,15.3834437086093,9.1,44.3,3.52571538827279,42.2236802675507,0.707806938625169,19.2972505032029,1.86236646410742,35.5717876616063,0.160515756085026,3.58459723681994,0.861338564726644
"Sawlog Wood Volume","ST_WD_CV_SAW","Western_OR",151,15.3834437086093,9.1,44.3,9.6372684507301,15.0678589311736,-2.95423442014111,-5.5668694438691,5.37537633263664,12.7836644831796,0.418010603119489,10.0493465014697,0.979017467061604
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","Western_OR",152,15.3585526315789,9.1,44.3,10.6506356598126,15.7157631614706,-2.27063419864644,-3.66608901039913,5.55320200082707,12.0655557290595,0.448270089556488,10.855668099457,0.980754452739933
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","CA_Other_Forest_Groups",114,14.6149122807018,3.2,33.1,422.267188913405,17.6401092600384,-5.29050059928913,5.01285811496575,236.992968021639,14.5076746578176,19.1504114897599,420.444347229038,0.945110347937802
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","CA_Other_Forest_Groups",114,14.6149122807018,3.2,33.1,403.253274584188,17.0728655383212,-4.54885165055801,4.38737306076403,218.886210858437,13.7046274633323,17.9368649029663,401.506492979735,0.947421837230063
"Foliage","FOL_DW","CA_Other_Forest_Groups",140,14.32,2.2,36.5,72.465976484303,126.296271192158,-7.23122654884977,28.646117008732,36.0430124029066,54.9122915055384,3.21114403748587,72.5678921613402,0.507560149275424
"Top and Branches","BRT_WDBK_DW_MER","CA_Other_Forest_Groups",111,14.9018018018018,5,33.1,125.457463471039,59.582993892852,1.19179243928222,30.4243839514081,84.4804896388893,47.2611929104118,6.94663365258141,124.896747497946,0.735989557790341
"Merch Stem Bark Weight","ST_BK_DW_MER","CA_Other_Forest_Groups",53,16.5452830188679,5,33.1,244.180095550976,80.4760298142026,22.5327754292116,31.1617375831029,116.95573840229,44.9937399942971,9.96074255321147,242.912876206387,0.596012302011389
"Merch Stem Wood Weight","ST_WD_DW_MER","CA_Other_Forest_Groups",53,16.5452830188679,5,33.1,342.139544566722,18.5651808285602,-40.948819035358,-2.63525222991798,216.03851246894,13.6398117706785,16.2408242464668,341.361398711089,0.954592764088259
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","CA_Other_Forest_Groups",111,14.9018018018018,5,33.1,333.835295432744,14.9312768107353,6.51846865286266,1.94701188925719,168.99360246224,11.5490744510494,14.3336493320329,332.39205293132,0.954744249803726
"Stump Wood+Bark Weight","SP_WDBK_DW","CA_Other_Forest_Groups",114,14.6149122807018,3.2,33.1,20.0622148236038,22.9823046479226,-12.0198412886778,-9.66944108880586,13.3986968220291,20.2452384371778,1.02905265242516,23.3117655399064,0.780935915052957
"Branches","BRT_WDBK_DW_TOT","CA_Other_Forest_Groups",115,14.6582608695652,3.2,33.1,119.967222943509,79.6804776178898,17.7191798351041,46.9051676189848,79.4123476012888,60.9003653623788,6.70258262906048,120.751624910192,0.721972565642722
"Total Stem Bark Weight","ST_BK_DW_TOT","CA_Other_Forest_Groups",55,16.0727272727273,3.2,33.1,249.842944351704,79.2649969510841,15.0369679994008,33.5884853277843,117.421692191979,47.8532804062754,10.177102697444,248.017481123246,0.617112405242536
"Total Stem Wood Weight","ST_WD_DW_TOT","CA_Other_Forest_Groups",55,16.0727272727273,3.2,33.1,360.307924706126,18.0280904063769,-80.9537521144395,-3.47364456327378,227.134894857741,13.3911309022077,17.3554396282321,366.080475049935,0.952989181343026
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","CA_Other_Forest_Groups",114,14.6149122807018,3.2,33.1,351.82541123278,14.4083527967575,-22.1908018576026,1.66857770374068,174.592440918773,11.2008696885777,15.1515726413342,350.981128236331,0.954038179730934
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","Eastern_OR",57,13.5877192982456,6.2,21,294.688913306832,32.45824626539,96.0595829275609,13.6185140570253,219.537430858444,23.4112337408676,20.8383053192922,307.482459718543,0.875129358094032
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","Eastern_OR",57,13.5877192982456,6.2,21,286.824203900708,31.7696750684187,93.9838676279726,13.9355186069247,212.154002386307,23.4587299811866,20.3013541315772,299.429108300328,0.871405262778655
"Merch Stem Bark Volume","ST_BK_CV_MER","Eastern_OR",1369,14.9005113221329,5,72,5.13205333474182,20.9751826470322,-0.0348546113742759,1.25187811607551,1.99375820147664,16.1446838148372,0.152847463793907,5.13029701235273,0.976054560973415
"Merch Stem Wood Volume","ST_WD_CV_MER","Eastern_OR",1369,14.9005113221329,5,72,17.244492521309,11.1365075291528,-3.46628584819446,-2.027704164486,6.42634837474135,8.68709289846047,0.490211773483607,17.5832431908834,0.984145918289437
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","Eastern_OR",1502,14.9171770972037,5,72,19.7156502098345,11.1649440196103,-1.94282793050785,-1.14126033302763,7.43184224483776,8.48906924880611,0.596877469422935,19.8046118546274,0.985830934159439
"Stump Bark Volume","SP_BK_CV","Eastern_OR",1485,14.016632996633,1,72,0.370339591975719,47.7069809339383,-0.140180070944949,-10.8325324126468,0.164566800807989,35.6827921941642,0.0122733761639292,0.39586551734237,0.762646811448669
"Stump Wood+Bark Volume","SP_WDBK_CV","Eastern_OR",1626,14.0564575645756,1,72,0.719819508282693,22.7298225911117,-0.110539392077846,2.76274400547704,0.319334866428206,16.9856330622808,0.0245689760395108,0.728038750577271,0.937023472609769
"Total Stem Bark Volume","ST_BK_CV_TOT","Eastern_OR",1485,14.016632996633,1,72,5.01557920128809,20.4320576304293,-0.178436850161929,-0.483642129877349,1.88366981278742,15.8271408535886,0.150990718162645,5.01706431523116,0.976659641463118
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","Eastern_OR",1626,14.0564575645756,1,72,19.3115026375702,12.1570688140171,-1.84753827046948,-0.655476530175332,6.93254398639346,7.89681581243951,0.582303042039055,19.3937663953054,0.986039777583923
"Top and Branches","BRT_WDBK_DW_MER","Eastern_OR",57,13.5877192982456,6.2,21,75.3488562096052,77.1520931591309,3.21308826453626,28.7039495055643,57.9762601466007,46.8075338209925,4.93122108836887,74.7540612944145,0.765022140375521
"Merch Stem Bark Weight","ST_BK_DW_MER","Eastern_OR",57,13.5877192982456,6.2,21,89.3420798324021,62.221806262115,-1.62892852395128,17.2960628321724,57.9265488710287,44.2136216146997,5.42900875819531,88.5698900438262,0.710424128670902
"Merch Stem Wood Weight","ST_WD_DW_MER","Eastern_OR",57,13.5877192982456,6.2,21,208.162500943935,33.5211925075078,95.8503628891032,18.5970104234394,158.901058921727,25.5664616968357,15.4257179313221,227.505417267969,0.831472668773044
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","Eastern_OR",57,13.5877192982456,6.2,21,258.129777421146,33.4772141000225,94.2214343651519,16.6277528888131,186.08129837957,24.8775351245014,18.3262201571216,272.653069098763,0.843605628413006
"Stump Wood+Bark Weight","SP_WDBK_DW","Eastern_OR",57,13.5877192982456,6.2,21,15.8636707758735,35.4305866926457,-3.44854973855763,3.74443527190846,10.292543874548,26.1390443219882,0.986404708981436,16.0976248979482,0.659460000955123
"Branches","BRT_WDBK_DW_TOT","Eastern_OR",67,12.865671641791,5.4,21,73.6000371790429,113.410399359253,10.6065476519121,48.8946846937223,56.9476884957909,69.9677122218594,5.19186966604659,73.814728170685,0.738721943299386
"Total Stem Bark Weight","ST_BK_DW_TOT","Eastern_OR",57,13.5877192982456,6.2,21,95.581923424025,61.1252419801191,-4.15618331163411,16.1528407764756,61.9605212093141,43.9652337704544,5.79279906311905,94.8308964742681,0.701329489542035
"Total Stem Wood Weight","ST_WD_DW_TOT","Eastern_OR",57,13.5877192982456,6.2,21,219.823528179994,33.3406636613,88.2164104184789,17.4320129797448,162.075363866821,24.7042061712856,16.1093835441846,235.067559424645,0.837694168683079
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","Eastern_OR",57,13.5877192982456,6.2,21,274.973118553171,33.2405242514934,84.0602271068447,15.4865834086918,193.816438275626,24.2746478172203,19.2597552535225,285.218938171802,0.845613581743486
"Sawlog Bark Volume","ST_BK_CV_SAW","Eastern_OR",1055,17.2349763033175,9,72,5.8350365603957,21.1682997872082,-0.121546028394522,0.728694318241824,2.5035574490162,16.3202035127461,0.171687325694326,5.83353687247882,0.974926325260647
"Sawlog Wood Volume","ST_WD_CV_SAW","Eastern_OR",1055,17.2349763033175,9,72,19.5806722132758,12.5381572004629,-4.95016161952728,-3.82156815331342,8.4901428498412,9.93342017433786,0.570312125483653,20.1877044132962,0.982898873650245
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","Eastern_OR",1156,17.2909169550173,9,72,22.5152917667128,12.4147272658452,-3.06693290111374,-2.59654787331769,9.83732062684078,9.80698521365695,0.691387953323396,22.7135623089855,0.984748308829039
"Merch Stem Bark Volume","ST_BK_CV_MER","Western_WA",255,9.10941176470588,5,65.8,7.47438150021278,33.2928193234426,0.980737565231122,25.5224624524125,1.08797196297919,30.9291392377396,0.138971763374794,7.52390464746232,0.559022637222166
"Merch Stem Wood Volume","ST_WD_CV_MER","Western_WA",255,9.10941176470588,5,65.8,16.6076063518383,14.942318143653,-0.614022458258617,4.03445402980756,2.58640742915017,11.8989570452101,0.319288781091613,16.5863797834794,0.988701477281946
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","Western_WA",297,10.3360269360269,5,65.8,9.89488256387966,12.8573743648405,1.03687524878144,6.48621115004079,2.80540449822037,10.8243944699003,0.28636749060858,9.93247966565941,0.995992252402623
"Sawlog Bark Volume","ST_BK_CV_SAW","Western_WA",91,13.3175824175824,9,65.8,12.4438822034962,29.1068021370833,2.29085685642244,16.2248616927385,2.5954054249058,25.1826287126567,0.225380756959186,12.585570262585,0.527462077096344
"Sawlog Wood Volume","ST_WD_CV_SAW","Western_WA",91,13.3175824175824,9,65.8,27.7332939272437,18.6136654451089,-2.71720163807159,4.02232967166197,6.1945544321607,14.7611514285284,0.515420684717438,27.7140169828139,0.988385401784834
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","Western_WA",127,14.955905511811,9,65.8,15.1089581402676,14.5023390429661,1.29024126980634,5.08321421048429,5.66828266432036,11.5281368617995,0.4111709528606,15.1045639941261,0.995829561914121
"Stump Bark Volume","SP_BK_CV","Western_WA",299,8.35518394648829,2,65.8,0.117879795031364,45.8584168035136,-0.0137596871454375,-7.78856018428192,0.0404424781520077,34.2880054592464,0.00535591899850425,0.118484181789296,0.506161272762582
"Stump Wood Volume","SP_WD_CV","Western_WA",2406,13.0515378221114,1.3,65.8,0.335203830150488,18.3480183099155,-0.0227175537763572,2.58564118451887,0.168303902239117,14.9373191192591,0.0147498934168398,0.33590325156515,0.9630705294027
"Stump Wood+Bark Volume","SP_WDBK_CV","Western_WA",341,9.51642228739003,2,65.8,0.388418148819473,17.5281655191159,-0.109586244798137,-9.22628977524371,0.158739521521442,16.4086377027502,0.0183320341120663,0.403032719885393,0.96160970596104
"Total Stem Bark Volume","ST_BK_CV_TOT","Western_WA",299,8.35518394648829,2,65.8,7.00977268839624,29.9481428270475,0.855874260626495,22.4227222213207,0.970196231006771,28.2843028115492,0.13107495945881,7.05018413878945,0.560621543564978
"Total Stem Wood Volume","ST_WD_CV_TOT","Western_WA",2406,13.0515378221114,1.3,65.8,15.07332598645,12.8345977155336,-0.00540506947687061,1.15091301251963,6.12818818449518,10.0151101383816,0.508999187381489,15.0701941850553,0.985081753172746
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","Western_WA",341,9.51642228739003,2,65.8,9.40000129939454,10.8456974693389,0.976451029881695,6.46620974799909,2.50646815008375,9.50362514193876,0.273466886597729,9.43686180550154,0.995978194476397
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","CA_Mixed_Conifer_Group",126,13.7238095238095,1.6,57.3,606.445879676698,26.1536141849665,13.1304215130031,3.1255458614061,282.759767271716,20.5166269210795,24.0723239339246,604.177251310981,0.983516141624447
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","CA_Mixed_Conifer_Group",111,14.0099099099099,2.3,57.3,570.586786994463,25.8213061795049,-5.61461218891609,-1.90318791324206,269.70788809552,19.6477704538658,22.7630644538579,568.038509938079,0.986124064198556
"Top and Branches","BRT_WDBK_DW_MER","CA_Mixed_Conifer_Group",99,15.279797979798,5.1,57.3,260.248957278596,68.2044190779979,-8.27311230376821,23.9090124996054,128.894250265837,51.1857159487505,10.0856963896626,259.063365971548,0.871682909534747
"Merch Stem Bark Weight","ST_BK_DW_MER","CA_Mixed_Conifer_Group",92,15.7391304347826,5.1,57.3,325.331736941364,39.2632932370442,41.4073533524099,-1.9689347578756,94.2377314887402,32.0532841227139,7.4054460744745,326.197586068709,0.91373735697288
"Merch Stem Wood Weight","ST_WD_DW_MER","CA_Mixed_Conifer_Group",92,15.7391304347826,5.1,57.3,373.049577640834,26.5250525838439,-38.2904551673049,-6.83558158835747,222.549914717215,21.3498525313827,16.6353980136326,372.987228412818,0.986995644619965
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","CA_Mixed_Conifer_Group",114,15.2149122807018,5.1,57.3,460.194261647789,24.9462359323863,7.24322351567627,-5.45205872456967,242.586383853881,19.4763457670179,18.507679101251,458.228670352439,0.986479688803576
"Stump Wood+Bark Weight","SP_WDBK_DW","CA_Mixed_Conifer_Group",129,13.8333333333333,1.6,57.3,73.9571702006146,61.1165012894927,-23.4930132521539,-4.47977794809201,25.1131738557762,37.5216097333474,1.90091558957221,77.3251848183357,0.712962236060546
"Branches","BRT_WDBK_DW_TOT","CA_Mixed_Conifer_Group",112,14.2508928571429,2.3,57.3,220.051017317576,99.9506189736309,30.2033941782751,35.9386246114626,115.789727579372,69.5566013234156,9.29849613680157,221.138761724014,0.857403083761427
"Total Stem Bark Weight","ST_BK_DW_TOT","CA_Mixed_Conifer_Group",102,14.5235294117647,1.6,57.3,280.997350604087,39.8604162861833,22.0482670135275,-6.5073995760473,85.4792202375589,33.3717082884524,6.70256943877432,280.484445685351,0.939919164197588
"Total Stem Wood Weight","ST_WD_DW_TOT","CA_Mixed_Conifer_Group",102,14.5235294117647,1.6,57.3,453.860384297276,27.8627349279111,-91.9589721877449,-10.1237665972513,236.222714869335,22.7692262643448,17.4536632094686,460.8971670174,0.981482284223347
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","CA_Mixed_Conifer_Group",129,13.8333333333333,1.6,57.3,440.495161100789,26.9886278904741,-52.7021352932246,-9.7467234082985,217.222262377819,21.4136385203097,18.2733131596241,441.938171105477,0.988016099656659
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","Eastern_WA",69,11.7086956521739,2.5,24.2,167.843408396303,16.869910390518,20.8471189792382,3.83494956886778,121.639037101472,13.5932655511932,11.7374376397335,167.921799690251,0.971608904601768
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","Eastern_WA",69,11.7086956521739,2.5,24.2,152.951196304941,15.96275217166,18.7255074463804,3.57624964542306,107.614357343876,12.5013616055063,10.602120148497,152.989112716987,0.974767910540681
"Foliage","FOL_DW","Eastern_WA",72,11.6333333333333,2.5,24.2,40.0113726608152,228.018890218869,2.4576692840148,66.6282918682222,20.5611058981647,82.1852120783848,2.97760609165591,39.8084817621051,0.664623993340987
"Merch Stem Bark Volume","ST_BK_CV_MER","Eastern_WA",640,14.52578125,5,40.2,2.06680855962619,25.2912728141534,0.0750672022560345,5.52645461128324,1.15697799259105,17.9380739889479,0.0958800572811308,2.0665570835242,0.962357905510203
"Merch Stem Wood Volume","ST_WD_CV_MER","Eastern_WA",640,14.52578125,5,40.2,7.25507866661757,10.1132457802748,0.266365363440772,1.16319069420495,3.963275286636,7.8138422561099,0.321729685470384,7.25430030778699,0.987317397638005
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","Eastern_WA",641,14.5184087363495,5,40.2,7.72657918275136,9.722869197392,0.344704532973068,1.19967050389541,4.28104577427378,7.47482075202972,0.347849219754434,7.72824115284941,0.989255065232189
"Sawlog Bark Volume","ST_BK_CV_SAW","Eastern_WA",539,15.852319109462,9,40.2,2.24030935304072,23.5734048793577,0.0365915320492694,3.68596564520701,1.30942670721122,17.3224322124143,0.102021249989617,2.23852926610458,0.959486567990261
"Sawlog Wood Volume","ST_WD_CV_SAW","Eastern_WA",539,15.852319109462,9,40.2,8.05685017649359,12.1939848734889,-0.179113583332264,0.161078858941117,4.80353640853872,9.20216307917421,0.36266824993266,8.05136537903671,0.985426381931796
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","Eastern_WA",540,15.8411111111111,9,40.2,8.60975835859919,11.5123491865583,-0.137336409062752,0.0649501540961631,5.20465516187555,8.80727656617047,0.393643967096033,8.60287895542091,0.987599532308174
"Stump Bark Volume","SP_BK_CV","Eastern_WA",652,14.3335889570552,2.5,40.2,0.196737806946748,70.0125363742403,-0.0583407428801909,11.2977507426602,0.116066406610246,47.2416395962145,0.0100188949807085,0.205061069665284,0.600589138863947
"Stump Wood Volume","SP_WD_CV","Eastern_WA",652,14.3335889570552,2.5,40.2,0.48269033219966,22.6682201402395,-0.0500477129543781,2.05322516000811,0.264923885432355,16.6421484352982,0.0246104941072648,0.484909665619767,0.887056974905836
"Stump Wood+Bark Volume","SP_WDBK_CV","Eastern_WA",653,14.3266462480858,2.5,40.2,0.544910521391774,23.1891233568983,-0.107821931039144,-0.617793833697679,0.307144161771528,16.7647178860003,0.0278009927478873,0.555066061211652,0.888579728519004
"Total Stem Bark Volume","ST_BK_CV_TOT","Eastern_WA",652,14.3335889570552,2.5,40.2,2.10409690985957,25.9373807183403,0.00343905631200403,5.23557902209661,1.17039818088242,17.9419162904381,0.0982519353687883,2.10248553208517,0.962755826613803
"Total Stem Wood Volume","ST_WD_CV_TOT","Eastern_WA",652,14.3335889570552,2.5,40.2,7.26331430953276,9.20751521888356,0.269522768179606,1.37427695103626,3.89148436776803,7.19752817580408,0.320361509234401,7.26274490657715,0.987674843823766
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","Eastern_WA",653,14.3266462480858,2.5,40.2,7.65840537567774,9.05163980597566,0.27671135583095,1.37040424918983,4.17145693448183,6.92825946738684,0.343689798204311,7.65754033901977,0.989784068544177
"Top and Branches","BRT_WDBK_DW_MER","Eastern_WA",63,12.4555555555556,5,24.2,95.9248693984266,55.1653655954896,10.0901685665936,30.3112563639819,64.2561957637712,46.5077503959229,6.54800038943499,95.6939665620421,0.654004369664275
"Merch Stem Bark Weight","ST_BK_DW_MER","Eastern_WA",35,12.5057142857143,5.9,21.4,51.746220360029,41.1546140616538,0.900069393197465,5.88262796061789,32.3721824964035,29.7557794267037,3.1869433030052,51.0095731364207,0.897926621061479
"Merch Stem Wood Weight","ST_WD_DW_MER","Eastern_WA",35,12.5057142857143,5.9,21.4,142.558629566477,19.3323731783077,-2.62887296258027,0.62662907553692,92.8504816852157,14.2482827207862,9.70077746390218,140.531910095538,0.955674854191725
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","Eastern_WA",63,12.4555555555556,5,24.2,155.687442079153,19.5155172932473,17.2880873936132,2.7972174823942,101.470437220714,14.0492512892779,10.3051123980716,155.411448187748,0.963192392520403
"Stump Wood+Bark Weight","SP_WDBK_DW","Eastern_WA",69,11.7086956521739,2.5,24.2,12.0062664300375,37.6897568346429,-6.29332428454303,-4.20858376372207,8.01065592575002,26.2974172907899,0.812334147111296,13.4783985480762,0.792750372841557
"Branches","BRT_WDBK_DW_TOT","Eastern_WA",72,11.6333333333333,2.5,24.2,91.4331441848415,162.112637607597,17.8488859334106,65.881187251407,61.2928531841064,81.3123876545893,6.32052152984382,92.5337300540058,0.628867279272085
"Total Stem Bark Weight","ST_BK_DW_TOT","Eastern_WA",35,12.5057142857143,5.9,21.4,55.3425339191867,40.2090748966546,-1.33523448331393,5.27304836586515,34.1827392175371,28.718029345342,3.39427665685956,54.5625370822104,0.894189046137058
"Total Stem Wood Weight","ST_WD_DW_TOT","Eastern_WA",35,12.5057142857143,5.9,21.4,151.375339779393,18.4711672704155,-17.3708227573735,0.183321880384284,100.36621005924,13.6415029803638,10.2814639578787,150.204990471355,0.954445583819729
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","Eastern_WA",69,11.7086956521739,2.5,24.2,158.110206423593,19.2964479702096,1.86960331762691,2.34151022360674,97.7261359206286,13.6587791882576,10.390432069051,156.971433072804,0.966142055359182
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","Nevada",12,14.8916666666667,11,19.2,402.226138856478,21.250103550786,-173.13639791221,-12.4571816106396,295.087406143317,20.3642572753306,30.0043713891816,422.232073031475,0.620290346986787
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","Nevada",12,14.8916666666667,11,19.2,365.230806549116,21.9679886965113,-160.200708919795,-12.8545779008464,280.518405917065,21.2173348446638,27.0437803314652,384.63187684661,0.637378607788646
"Foliage","FOL_DW","Nevada",12,14.8916666666667,11,19.2,56.9793465524579,28.4282239124585,-12.9356889924152,-1.7448005218606,26.7921958873682,19.9665858553184,4.09232216130297,56.0662479167116,0.150217134705047
"Merch Stem Bark Volume","ST_BK_CV_MER","Nevada",12,14.5333333333333,11,19.2,2.31695697948113,25.0827741153917,-1.34984559060251,-7.71455043178313,1.97238503664942,21.8538714446532,0.16351766071977,2.59673165591637,0.715313907944967
"Merch Stem Wood Volume","ST_WD_CV_MER","Nevada",12,14.5333333333333,11,19.2,2.6731909254828,11.2164767126503,3.02338169878225,15.1062982462883,3.2528770110405,15.8098184089389,0.256005284225046,3.96122339817824,0.920899186976689
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","Nevada",12,14.5333333333333,11,19.2,2.99494596676419,10.4953807501279,1.67353610817974,8.39742035495145,2.5544794557917,10.4451257723336,0.235827924376565,3.32008273048008,0.968219105663577
"Sawlog Bark Volume","ST_BK_CV_SAW","Nevada",13,14.7461538461538,11,19.2,2.30420389752099,26.6688451139876,-1.47739648518267,-8.28367074116272,2.07528502515297,23.6446959159693,0.165701688580139,2.66151160178692,0.711705057095534
"Sawlog Wood Volume","ST_WD_CV_SAW","Nevada",13,14.7461538461538,11,19.2,3.39725953521868,13.8971625041113,3.59253171601874,18.273495609483,3.85808104306589,19.1308290700163,0.306220510193496,4.85384987480927,0.876855616652312
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","Nevada",13,14.7461538461538,11,19.2,3.33301012012424,12.0391705170589,2.11513523083607,10.3268263666668,2.97793219720098,12.434676977674,0.262828061408206,3.83773610260026,0.956797692340742
"Stump Bark Volume","SP_BK_CV","Nevada",13,14.7461538461538,11,19.2,0.0930364626963752,27.351999174569,-0.0702863170668483,-12.785141321939,0.0987092251505214,26.657907089695,0.00785183614790119,0.11371068668448,0.370827865147975
"Stump Wood Volume","SP_WD_CV","Nevada",13,14.7461538461538,11,19.2,0.181500278915855,16.3045604560719,0.179050840816448,16.8810792806167,0.203758039096558,19.738384066228,0.01570188654315,0.249935047211563,0.522527252940355
"Stump Wood+Bark Volume","SP_WDBK_CV","Nevada",13,14.7461538461538,11,19.2,0.16072863662154,10.182436412606,0.108764523749599,7.09914490250138,0.147385258373673,10.2854328065922,0.0119305660261165,0.188881468062509,0.8415108779331
"Total Stem Bark Volume","ST_BK_CV_TOT","Nevada",13,14.7461538461538,11,19.2,2.40426270522778,24.4926910828497,-1.61728248933026,-9.61786803242316,2.22093749040532,22.5352621019984,0.176329907019831,2.81982793150461,0.68867205350093
"Total Stem Wood Volume","ST_WD_CV_TOT","Nevada",13,14.7461538461538,11,19.2,3.46158460024894,11.5270073312201,3.89490002175152,16.6371825772679,4.06479961287914,17.138701575785,0.321851889808537,5.12162846449993,0.867431647949092
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","Nevada",13,14.7461538461538,11,19.2,3.26627528945103,9.69634632976418,2.27761753242126,8.90510304809158,3.07768614058338,10.6916883014571,0.263502047805914,3.87755565659254,0.957270439086321
