"VAR2","VAR3","REGION","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","Canada",30533,9.49155012609308,5,35,2.84479511474972,12.8368132481172,-0.0356404927832697,0.200938522104976,1.38543182338007,9.0457569824824,0.179779539978636,2.8449717813646,0.982277342877891
"Stump Bark Volume","SP_BK_CV","Canada",30625,8.08731102040816,1,35,0.0575193029573039,NA,-0.011037970040691,Inf,0.0272287157570397,Inf,0.0043042041678549,0.0585679004543691,0.693255112316773
"Stump Wood Volume","SP_WD_CV","Canada",97231,12.0739352675587,1,146.3,0.997602104574569,19.4645216929234,-0.117140187787444,2.97091595462475,0.263471291641953,14.8145829514625,0.0267728957716608,1.00445086844769,0.901540197813755
"Stump Wood+Bark Volume","SP_WDBK_CV","Canada",39414,8.16454559293652,1,35,0.339183911575362,18.8640358512214,-0.0823200467964724,-3.34414219328976,0.123986910035465,14.5629934568678,0.0224855534315315,0.349026355840114,0.829499195540308
"Total Stem Bark Volume","ST_BK_CV_TOT","Canada",30625,8.08731102040816,1,35,0.734784800298818,29.2449661921322,0.00558571154238614,5.78121727458195,0.326245035451057,20.8118879734837,0.0485521493374709,0.734794034578181,0.925849155180894
"Total Stem Wood Volume","ST_WD_CV_TOT","Canada",97231,12.0739352675587,1,146.3,13.6238619023839,10.6841309447923,0.175841385349687,1.02554590191343,3.62665806689466,7.8827702890747,0.341847402335958,13.6249265822951,0.982416594067814
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","Canada",39414,8.16454559293652,1,35,2.53832140295053,10.2547596485705,-0.0684467393669915,0.13459365598817,1.08122225667093,7.39975517858951,0.158705578917963,2.5392118913271,0.98495635452662
"Sawlog Bark Volume","ST_BK_CV_SAW","Canada",9457,13.0617849212224,9,35,1.20418371767615,61.6947477895546,0.0563739718794253,10.5170407201343,0.700792363479231,24.6241017495046,0.0703678601095779,1.2054389735133,0.891038272427384
"Sawlog Wood Volume","ST_WD_CV_SAW","Canada",9457,13.0617849212224,9,35,4.09905268177295,94.0747657754589,-0.427372062363559,0.209750120614157,2.63521557820388,11.8845207366599,0.253485150812479,4.12105606242493,0.967589765002964
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","Canada",12432,13.0210826898327,9,35,4.57938470590575,74.5278551364327,-0.395947048066703,0.434640820424017,2.83774280212368,11.5295424715292,0.275084765401501,4.59628670907476,0.970076638734388
"Merch Stem Bark Volume","ST_BK_CV_MER","ID_and_Western_MT",1933,15.1841696844283,5,49.5,3.63002424484207,31.3897756893872,0.172270617869754,11.5093822380829,1.82864783940408,23.3793879746381,0.142737586790733,3.63317165567761,0.939736895968856
"Merch Stem Wood Volume","ST_WD_CV_MER","ID_and_Western_MT",1933,15.1841696844283,5,49.5,11.3450104989001,14.8302574505603,-0.227011724215724,1.99980447333986,5.4242593674339,10.4833289188836,0.426559756048391,11.3443471520416,0.978611880952208
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","ID_and_Western_MT",1970,15.1692385786802,5,49.5,11.6722812867304,13.3955425178377,-0.0937224968871556,2.38560924492013,5.66029856948258,9.44255083398691,0.441041188291116,11.6696947642594,0.983557836604055
"Sawlog Bark Volume","ST_BK_CV_SAW","ID_and_Western_MT",1520,17.4005921052632,9,49.5,4.07951073829524,29.2185343166453,0.176200827289502,9.38163911323149,2.21697362372141,21.7744778736094,0.157033937624986,4.0819732535701,0.932776240810232
"Sawlog Wood Volume","ST_WD_CV_SAW","ID_and_Western_MT",1520,17.4005921052632,9,49.5,13.0410175118578,15.0381752370264,-0.471120440431557,1.29273223799574,6.97579670315212,11.286441458179,0.489729912751456,13.0452368809941,0.97517878598451
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","ID_and_Western_MT",1550,17.3775483870968,9,49.5,13.4847654314364,13.1083770971744,-0.345629593366393,1.36544101076097,7.2764906558452,9.9963703622387,0.508529588642192,13.4848449430511,0.980662801248504
"Stump Bark Volume","SP_BK_CV","ID_and_Western_MT",2103,14.3040893961008,2,49.5,0.203565528525729,NA,-0.0984956605698847,Inf,0.134335125993619,Inf,0.0111091068376313,0.226098683948942,0.725614561172047
"Stump Wood Volume","SP_WD_CV","ID_and_Western_MT",2512,15.7781449044586,2,49.5,0.466407663370403,21.9396844428767,-0.0776397004638091,1.5938908190962,0.252864823588905,15.2878490006236,0.0202782431526531,0.472733997898883,0.936023320323933
"Stump Wood+Bark Volume","SP_WDBK_CV","ID_and_Western_MT",2143,14.2917872141857,2,49.5,0.491779619367662,22.4695855710183,-0.148387326955145,-1.97837556217539,0.299111123227709,16.6051649451357,0.0239048898269758,0.513569020021701,0.940262179379482
"Total Stem Bark Volume","ST_BK_CV_TOT","ID_and_Western_MT",2108,14.2939753320683,2,49.5,3.56324841917348,30.3841067230654,0.0688389382104018,9.64187591765402,1.74570858263876,22.842802604318,0.141300241896585,3.56306819680002,0.943070204688875
"Total Stem Wood Volume","ST_WD_CV_TOT","ID_and_Western_MT",2517,15.7667461263409,2,49.5,11.6651954822501,12.157116164365,-0.494454106268355,1.17020453625856,5.77593638794196,9.15317873260239,0.431348502998063,11.6733545914205,0.978983395560411
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","ID_and_Western_MT",2148,14.2818901303538,2,49.5,11.3462479155634,10.8118392903455,-0.13633737188314,1.92665908535837,5.21137618116564,8.26944377668502,0.424415323805899,11.3444257701678,0.984618694750147
"Foliage","FOL_DW","Canada",2252,8.56967140319716,1,39,11.3421800393124,441.694380043223,0.0831119462964043,56.1972702972112,5.31346857096076,77.0009919241209,0.844949374048074,11.3399660863904,0.792391490848967
"Foliage","FOL_DW","Lake_States",1224,7.76045751633987,1.1,32.8,12.1906769858491,216.601788575402,0.142984678568827,54.6633932276128,5.87644306714835,77.6314195407829,0.947143879258678,12.1865349654588,0.794037351018967
"Branches","BRT_WDBK_DW_TOT","Lake_States",1281,7.71608118657299,1.1,32.8,159.912691258196,146.649722096568,-13.7068207984456,32.2171343934376,45.1292196312774,53.7959279121136,7.23943516909305,160.43685106246,0.945342000137172
"Foliage","FOL_DW","ID_and_Western_MT",773,9.3751617076326,1,37,29.4208920770636,570.341643257902,-0.397731609728693,44.6690074363743,14.1341906374731,71.3700841760053,1.91772665724439,29.4045456077994,0.810266608774971
"Merch Stem Bark Weight","ST_BK_DW_MER","Northeastern_States",635,10.2554330708661,5,32.2,34.0160743940825,28.0959730812683,4.06117727098401,6.54294620820856,14.8949371723927,21.5476503374092,1.89862840214736,34.2310426924133,0.840509092934472
"Merch Stem Wood Weight","ST_WD_DW_MER","Northeastern_States",636,10.2572327044025,5,32.2,103.445694814076,15.5926341076121,-12.429982292004,0.0101288050097101,56.9170824200659,12.037480168639,6.91225584205062,104.109032966085,0.975762343723464
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","Northeastern_States",686,10.2068513119534,5,32.2,117.352490844016,14.7497991362856,-4.98832560844576,0.258705755471172,61.4985768246645,11.4883158212543,7.29992633659879,117.37297504388,0.976387002248111
"Stump Wood+Bark Weight","SP_WDBK_DW","Northeastern_States",870,8.66195402298851,1,32.2,9.89672106974604,16.5352139822701,-5.6578985060627,-15.7016385881311,6.01760542050989,19.3759388709749,0.775244718773568,11.3949253124547,0.883412670544796
"Total Stem Bark Weight","ST_BK_DW_TOT","Northeastern_States",756,9.12949735449735,1,32.2,32.5573741741603,28.4830950049843,2.77342811576851,5.57972557262748,13.5972689870083,21.7113636701247,1.86164309068839,32.653827083912,0.857356940122925
"Total Stem Wood Weight","ST_WD_DW_TOT","Northeastern_States",757,9.13249669749009,1,32.2,102.525491983705,17.565547634951,-17.3878421456132,-0.671082176721358,53.6554510060557,13.1257048855962,7.0509924927009,103.922701364328,0.975814142925561
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","Northeastern_States",870,8.66195402298851,1,32.2,109.3191988863,16.7659901595905,-11.2007488788687,-0.750143818589702,53.8652551121111,12.4230394863451,7.13872138965205,109.828992522326,0.978555518791186
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","Southern_NM_and_Southern_AZ",171,11.1959064327485,1.2,31.8,176.58332472418,20.8223141422949,-3.47069663532454,3.21868472245853,102.028477922854,15.6247624803957,10.3774345137043,176.100446777043,0.976134019603713
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","Southern_NM_and_Southern_AZ",171,11.1959064327485,1.2,31.8,173.375549181152,22.0060175223825,-2.16916212134665,3.61430429265567,100.584952089333,16.5485702887898,10.0974668987794,172.88146869588,0.975279649190308
"Foliage","FOL_DW","Southern_NM_and_Southern_AZ",247,9.86234817813765,1,31.8,14.7607910711265,104.829327946273,0.393323548772376,42.3818938956833,9.28514912791803,60.7937947676274,1.06263073835429,14.7361306772784,0.881564901322003
"Top and Branches","BRT_WDBK_DW_MER","Southern_NM_and_Southern_AZ",154,12.0688311688312,5,31.8,84.5877506928209,40.8155727809087,7.03519778422725,26.1892592316951,51.7751732123677,36.7036171416911,4.91256618687039,84.6056733768743,0.902691320385415
"Merch Stem Bark Weight","ST_BK_DW_MER","Southern_NM_and_Southern_AZ",115,12.7573913043478,5,31.8,27.2731782363011,28.9093493326835,9.79770640528041,16.6565615051871,19.6211855841337,24.4550356630438,1.7470962783101,28.8678583818691,0.93280783753312
"Merch Stem Wood Weight","ST_WD_DW_MER","Southern_NM_and_Southern_AZ",115,12.7573913043478,5,31.8,114.720908856534,16.9526327285493,24.3887965183737,5.03247295068923,60.6952779808561,12.9503508780227,5.73479977500066,116.795795427105,0.980088572386732
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","Southern_NM_and_Southern_AZ",186,11.5510752688172,5,31.8,153.947365835227,21.1283344291903,-16.4737110357216,-2.81989579530434,86.5132453944983,16.6600320661345,9.15865587302581,154.414236290908,0.963429383570435
"Stump Wood+Bark Weight","SP_WDBK_DW","Southern_NM_and_Southern_AZ",228,10.0675438596491,1.7,31.8,18.8428567168667,30.7732834598323,-10.1455747379907,-19.0673500260232,10.5183841072015,27.8228853351109,1.08641777709725,21.3641916515302,0.666099094933878
"Branches","BRT_WDBK_DW_TOT","Southern_NM_and_Southern_AZ",172,11.1738372093023,1.2,31.8,75.2964119801757,48.5717869693845,9.96178888545981,28.5971284494184,45.6236904056865,41.8195270410177,4.50106752089587,75.7352256013045,0.907692782624729
"Total Stem Bark Weight","ST_BK_DW_TOT","Southern_NM_and_Southern_AZ",131,11.5893129770992,1.2,31.8,27.9582952493309,32.0604573226015,7.04910376590232,15.1037600741924,18.0707362442675,26.333928888135,1.72407469215966,28.7295878674724,0.939493097623243
"Total Stem Wood Weight","ST_WD_DW_TOT","Southern_NM_and_Southern_AZ",131,11.5893129770992,1.2,31.8,105.120092583616,19.4500313603697,8.2875841747874,3.22918529522967,52.2965037054868,14.0447368466378,5.38394257686128,105.045537677602,0.984801499376607
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","Southern_NM_and_Southern_AZ",229,10.0288209606987,1.2,31.8,147.006583816737,21.2990055702729,-26.5421336375624,-3.95487065391944,75.3613352350536,16.9749076776052,9.048962818011,149.067265505582,0.966440912384592
"Foliage","FOL_DW","Western_OR",177,15.6,1,44.9,35.07218365326,1035.93698112033,-3.14090327402844,154.71542149635,21.6855089701319,179.720612352,1.78622501590529,35.1137275005767,0.82638465785501
"Foliage","FOL_DW","CA_Mixed_Conifer_Group",264,11.6378787878788,1.2,57.3,73.0810499974338,119.802763074093,0.16675172710185,34.2313597194638,28.1665200302441,56.9186345106961,3.06486778712808,72.9426982008323,0.745582330206895
"Foliage","FOL_DW","Eastern_OR",216,9.75972222222222,1,31.3,21.5427657085618,68.0683500247127,-0.944224400660809,21.5842918633888,13.1057985696884,39.9591715484737,1.47376981735895,21.5135712001867,0.853898417564067
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","Canada",6749,7.86989183582753,1,39,166.741893414062,24.3167963671108,10.6304037724534,4.31645377435578,67.566522387841,15.2270023122772,10.2397089907312,167.068084777706,0.959747959185588
"Merch Stem Bark Weight","ST_BK_DW_MER","Canada",5446,9.34774146162321,5,39,26.0119532001405,51.4910222998034,2.39022723783835,8.12004039806557,10.9832415323207,21.6285120422665,1.52019830758941,26.1191625741657,0.914264757296075
"Merch Stem Wood Weight","ST_WD_DW_MER","Canada",5446,9.34774146162321,5,39,132.667742647845,32.3063686402877,10.1570683045355,-1.20050883982071,51.3511976462188,14.0544193627165,7.56259465754533,133.043842819109,0.948417770489909
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","Canada",5785,9.24890233362144,5,39,138.816977540052,29.493771650325,10.8764093754686,-0.980003176511889,53.4960933176427,13.2416793731625,8.05423475028817,139.230450976949,0.954269186192078
"Total Stem Bark Weight","ST_BK_DW_TOT","Canada",8428,7.13010204081633,1,39,22.1012960321899,55.8795426088396,1.86432130215362,9.92073020170269,8.02428915428499,26.0632984335203,1.33783616115199,22.1784810693832,0.922343961192252
"Total Stem Wood Weight","ST_WD_DW_TOT","Canada",8428,7.13010204081633,1,39,106.601662047748,38.3442241533221,6.22970727722674,-2.58737135646865,35.7520195116463,17.0284508337602,6.27410908908759,106.777222532072,0.95894453653941
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","Canada",9039,7.01794446288306,1,39,110.94604342107,36.4084260581773,7.07660251951343,-1.52103082031499,37.1905502795374,16.3342650748605,6.66293175560413,111.165377189172,0.963671434288453
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","Canada",1810,9.56337016574586,1,39,207.455414158119,19.8163503390665,1.60688027265227,1.83647694598142,89.9048501524107,14.2097089518461,10.9211563033796,207.40432292005,0.973895124768031
"Branches","BRT_WDBK_DW_TOT","Canada",1862,9.52857142857143,1,39,115.328899024614,87.9214966797318,-4.67422127836155,19.9179613436366,51.0893680829952,45.7905353125407,6.66174102975535,115.392634219843,0.843965064174598
"Top and Branches","BRT_WDBK_DW_MER","Canada",1355,11.8051660516605,5,39,137.829291687706,49.6949532614815,-9.01453198803384,17.090256450971,67.4821031592551,34.5088447924588,7.55043023993001,138.073008121167,0.816252234081696
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","SE_Alaska",47,13.7531914893617,8.7,27.2,300.793690204335,23.2286596445466,26.6405596813333,6.45360881363118,202.966984919316,15.5422979307367,17.744835821659,298.766671922109,0.930309349404503
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","SE_Alaska",47,13.7531914893617,8.7,27.2,288.788113481171,24.7404471938527,28.0243846739773,6.38255258257286,189.314328368274,15.3533224126321,16.9816084295934,287.07055381788,0.928711240076993
"Foliage","FOL_DW","SE_Alaska",47,13.7531914893617,8.7,27.2,33.6516795061289,123.288310947094,-1.38382499264398,45.4443136476448,18.7670503293506,62.4423548226271,1.95408468727208,33.3205061807068,0.734418456592012
"Merch Stem Bark Volume","ST_BK_CV_MER","SE_Alaska",2491,18.462946607788,5,72,6.02853478917797,70.74887158635,-0.145644900975641,20.5538115647579,2.87330007301249,38.8967417020094,0.186052171247042,6.02908403702336,0.796937749548569
"Merch Stem Wood Volume","ST_WD_CV_MER","SE_Alaska",2491,18.462946607788,5,72,19.6075666162609,13.2338661120234,-3.3268086929663,-0.990211023508421,8.80468161228822,9.42851723245539,0.595398661870984,19.8839127539183,0.972722808519657
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","SE_Alaska",2493,18.4616927396711,5,72,20.9148528242821,13.404870388316,-3.47064695754287,-0.421025715564486,9.49089788330499,9.3757185487765,0.630956363816664,21.1967213323048,0.973994551580148
"Sawlog Bark Volume","ST_BK_CV_SAW","SE_Alaska",2222,19.8219171917192,9,72,6.33080445520264,67.9463144193828,-0.109340378906214,18.8749464955785,3.13269446269482,37.6124879021159,0.193169683762429,6.33032408147175,0.788433753688498
"Sawlog Wood Volume","ST_WD_CV_SAW","SE_Alaska",2222,19.8219171917192,9,72,20.8151390387813,13.194938711231,-3.7844660549189,-1.7906507491028,9.99000961284454,10.1221932422696,0.637837245887971,21.1517660142029,0.970789005754745
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","SE_Alaska",2224,19.8192895683453,9,72,22.2081942777739,13.1287873946795,-3.89073346085667,-1.3348138459369,10.7686595702703,9.91905233335498,0.676233245759496,22.5415158230844,0.972123810177976
"Stump Bark Volume","SP_BK_CV","SE_Alaska",2605,17.7976199616123,1,72,0.300813372206443,NA,0.15697793274699,Inf,0.166922630541626,Inf,0.0102462963910129,0.339258042982657,-1.8692328048875
"Stump Wood Volume","SP_WD_CV","SE_Alaska",2605,17.7976199616123,1,72,1.36602008641615,31.9692187188404,0.484743074982103,20.5059884538484,0.732431888234517,27.5259272661187,0.04704286417907,1.44923097064649,0.712924915013239
"Stump Wood+Bark Volume","SP_WDBK_CV","SE_Alaska",2607,17.7969313387035,1,72,1.58149751321517,31.835922598282,0.640849961546052,23.6998359746874,0.850267287509031,28.8495380174079,0.0544244105460801,1.70612533705295,0.643363158928496
"Total Stem Bark Volume","ST_BK_CV_TOT","SE_Alaska",2605,17.7976199616123,1,72,5.96028944891024,69.8675032633861,0.0173873315238336,23.2707407586516,2.79738519478874,39.8263168830454,0.184542138949952,5.95917069554893,0.802583130036889
"Total Stem Wood Volume","ST_WD_CV_TOT","SE_Alaska",2605,17.7976199616123,1,72,19.0233555511728,12.3007623972842,-2.6130648325993,0.309513470611229,8.30339938694084,9.15053406636923,0.576982311987689,19.1983656514459,0.975092442447311
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","SE_Alaska",2607,17.7969313387035,1,72,20.0888268315689,12.3382483132643,-2.59500615118819,1.09530465806122,8.88231835807216,9.15060315199848,0.605009060819899,20.2519189561087,0.97673407879036
"Top and Branches","BRT_WDBK_DW_MER","SE_Alaska",47,13.7531914893617,8.7,27.2,97.3939792484065,89.0502999275301,47.7099046702124,73.2000534456694,81.5155539287636,80.8512403451834,6.87613735997052,107.517445995315,0.731627591695627
"Merch Stem Bark Weight","ST_BK_DW_MER","SE_Alaska",121,15.7487603305785,7.8,34.3,47.4858549442069,105.57250096331,13.5449298523545,35.3857135280601,34.1316810872751,49.175948545226,2.5362585863115,49.190811685124,0.643665445789912
"Merch Stem Wood Weight","ST_WD_DW_MER","SE_Alaska",121,15.7487603305785,7.8,34.3,259.31628829906,19.743605890589,-87.424441254801,-3.02790848956456,180.472787882024,13.2606891719232,14.4969475878645,272.639371738211,0.927764550528026
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","SE_Alaska",121,15.7487603305785,7.8,34.3,273.349143765703,19.7006226045572,-73.8795114024465,-1.94390401453757,192.053348592004,13.3762919573812,15.0512836202823,282.06456347993,0.931674736003462
"Stump Wood+Bark Weight","SP_WDBK_DW","SE_Alaska",121,15.7487603305785,7.8,34.3,38.0570496363662,20.8295785232897,-29.5891110103983,-28.3046567947655,30.0741709275914,31.1080512755445,2.10055770522377,48.0820629069253,0.497394999709081
"Branches","BRT_WDBK_DW_TOT","SE_Alaska",47,13.7531914893617,8.7,27.2,104.182929488111,162.331086563792,71.8210407411942,147.053911315628,96.4556369057523,153.218934149176,7.80376991657831,125.624069182732,0.540858184311822
"Total Stem Bark Weight","ST_BK_DW_TOT","SE_Alaska",121,15.7487603305785,7.8,34.3,51.3468070148923,102.285065489632,9.83047767644432,31.1956590153654,35.607922622919,46.8356025186712,2.65591674576624,52.0705643380106,0.673718622141824
"Total Stem Wood Weight","ST_WD_DW_TOT","SE_Alaska",121,15.7487603305785,7.8,34.3,312.277122969572,19.5990002274062,-154.575979444975,-5.86423900125007,224.659014521478,14.3079109575895,17.7062001840983,347.282031379462,0.901787767569414
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","SE_Alaska",121,15.7487603305785,7.8,34.3,328.222528608513,19.5127486714052,-144.745501768531,-4.82499597569807,233.945758320123,14.1626621301431,18.2305216979247,357.478611606495,0.908221606433443
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","Jackson_and_Josephine_Counties_OR",12,18.925,13.3,24.8,336.80367029818,15.2267032264309,46.9989905962662,1.60484886140758,296.6708530862,13.1241581733902,17.8254590309239,325.871996469267,0.880743002262712
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","Jackson_and_Josephine_Counties_OR",12,18.925,13.3,24.8,327.276193997816,15.6099455458373,35.6499769608389,1.23966941506945,283.919109815038,13.1841882569604,17.3798040927321,315.364581215451,0.881654707566749
"Foliage","FOL_DW","Jackson_and_Josephine_Counties_OR",13,18.8538461538462,13.3,24.8,20.0343136944717,19.1196378199749,10.7121392696827,12.3446769354114,17.3677025672625,18.6464534531463,1.0991392981034,22.0283624221697,0.568361367376898
"Merch Stem Bark Volume","ST_BK_CV_MER","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,2.36295843083721,19.1957392919973,1.36668448063888,10.1093525285773,2.20989399364428,17.2506000535857,0.134748701651019,2.64312339918673,0.693570728716143
"Merch Stem Wood Volume","ST_WD_CV_MER","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,6.9389942975572,11.8238703431053,2.37984493515189,4.57685910398508,5.80995922487188,10.5355845819226,0.367399059056599,7.05697056971133,0.92103335518927
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,8.29442389363648,11.7969535128387,3.74652941579077,5.32820647196209,6.94432969588879,10.1579612735204,0.449044148884051,8.78070772091309,0.91271410978715
"Sawlog Bark Volume","ST_BK_CV_SAW","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,2.340332000497,19.8007026609799,1.21459365161449,8.97730883820859,2.11915487456039,16.9852701945192,0.129615034928981,2.54871774069106,0.721980627938631
"Sawlog Wood Volume","ST_WD_CV_SAW","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,6.85151650677845,12.2232608738257,1.94210957835317,3.70938728829943,5.50320586086896,10.1054677722457,0.355185967607529,6.84128118021525,0.926614665251406
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,8.22315277760311,12.3547920424224,3.15670322996766,4.41046268060172,6.644509067802,9.95792005279156,0.432823688317866,8.48233439285671,0.919665214257056
"Stump Bark Volume","SP_BK_CV","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,0.0960732141368835,18.8756928729396,-0.0252761085261399,-3.57927719929292,0.0679853547968675,13.1463338565248,0.00588012186045434,0.0953927264729028,0.715182391726497
"Stump Wood Volume","SP_WD_CV","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,0.306121841979922,12.6177827556561,-0.075605289651691,-2.51608732867445,0.222404647800844,10.0863602531391,0.0155042173544166,0.302683872683033,0.880147432167167
"Stump Wood+Bark Volume","SP_WDBK_CV","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,0.345820393680187,12.8223821994206,-0.100881398177831,-3.17332862638712,0.273571678759277,10.4015210939953,0.0184221049846208,0.346125443242293,0.888203012600991
"Total Stem Bark Volume","ST_BK_CV_TOT","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,2.4299570081843,18.8805930518532,1.3485537781248,9.51435796680144,2.25979914135983,16.8511208555457,0.138069785732197,2.68909478554587,0.70239883565494
"Total Stem Wood Volume","ST_WD_CV_TOT","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,7.16109470769517,11.6194180995707,2.29065015968979,4.27191922817265,5.95907571012934,10.2903058170161,0.376737422088887,7.22875617117392,0.922579815663913
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","Jackson_and_Josephine_Counties_OR",12,18.575,13.3,24.8,8.50713569250581,11.5588018238179,3.63920393781459,4.96658280155906,7.14043415449387,9.97388790904668,0.457403892731417,8.9209986278155,0.915717946687666
"Top and Branches","BRT_WDBK_DW_MER","Jackson_and_Josephine_Counties_OR",12,18.925,13.3,24.8,89.1969043814311,23.7140304981,29.1626314414556,8.79888227267004,71.9824127208313,19.6646101375346,4.65279996683369,90.2415619945589,0.708610550255301
"Merch Stem Bark Weight","ST_BK_DW_MER","Jackson_and_Josephine_Counties_OR",12,18.925,13.3,24.8,94.1660575566225,36.3632601733202,-8.29695820808646,1.96792479114114,75.9212864380376,29.7203409958913,5.50695959801198,90.5381064061837,0.040892070929837
"Merch Stem Wood Weight","ST_WD_DW_MER","Jackson_and_Josephine_Counties_OR",12,18.925,13.3,24.8,222.287663570546,14.9308776273201,28.6096566664533,1.81094566562121,181.462024842323,12.6082475500098,11.0616049776831,214.738602450173,0.897092939773879
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","Jackson_and_Josephine_Counties_OR",12,18.925,13.3,24.8,290.488597779039,16.9559743598134,20.3126984583669,0.822554438396514,235.315167852211,13.4986708081768,15.0681136514902,278.862443458521,0.858125579402538
"Stump Wood+Bark Weight","SP_WDBK_DW","Jackson_and_Josephine_Counties_OR",12,18.925,13.3,24.8,12.1483592076719,12.6449899197605,-13.8261862723169,-16.3237801625737,14.1729468903242,16.8721917045749,0.937539180711778,18.0678583582987,0.658471645781005
"Branches","BRT_WDBK_DW_TOT","Jackson_and_Josephine_Counties_OR",13,18.8538461538462,13.3,24.8,94.5417662084002,25.4266256009336,49.3581551538091,15.409597148583,80.7560782250242,23.9871915564964,5.17143155904934,103.377093109154,0.551554609445811
"Total Stem Bark Weight","ST_BK_DW_TOT","Jackson_and_Josephine_Counties_OR",12,18.925,13.3,24.8,97.3367148645266,35.3494181949455,-13.5421349682464,0.189815299927094,78.3415448456799,28.7564223706676,5.78861894302841,94.1715941339612,0.0521250520435137
"Total Stem Wood Weight","ST_WD_DW_TOT","Jackson_and_Josephine_Counties_OR",12,18.925,13.3,24.8,227.500534926098,14.4015049495033,-0.0661101633689043,0.160934600375738,180.949076904445,11.9605773972331,11.3034921946346,217.815189200025,0.905442542389656
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","Jackson_and_Josephine_Counties_OR",12,18.925,13.3,24.8,294.549189918625,16.3135805930938,-13.6082451316153,-0.833324279688563,226.065160659652,12.3865996451068,15.4757843967939,282.337518189023,0.869732191101513
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","Western_OR",101,18.6247524752475,7.1,44.9,497.275696953135,16.5170609589419,-135.188317487111,-3.10133547776717,336.670868713468,12.5042339911962,23.1570585301217,512.943127699871,0.976016535432077
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","Western_OR",101,18.6247524752475,7.1,44.9,483.363721124918,16.4832291122809,-127.406424258585,-2.94791274423776,322.84400027073,12.4084648077481,22.1943424729012,497.553626953481,0.976502257202295
"Merch Stem Bark Volume","ST_BK_CV_MER","Western_OR",236,12.3088983050847,5,44.3,2.88418102002062,41.6779699129356,0.543358229855198,21.936230813981,1.37510560666912,38.0248151342093,0.137617998607905,2.92890601422794,0.877109762843284
"Merch Stem Wood Volume","ST_WD_CV_MER","Western_OR",236,12.3088983050847,5,44.3,7.81893599705101,13.905453654913,-1.81715634040769,-2.76655700742913,3.61306298257857,11.4908192071705,0.337226336961441,8.01116517495562,0.982228083766831
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","Western_OR",238,12.2819327731092,5,44.3,8.55830437403743,14.2531219552213,-1.28673710916651,-0.399834122561053,3.79979638935663,11.1082409749369,0.362865376905605,8.63669588655662,0.983767069514178
"Stump Bark Volume","SP_BK_CV","Western_OR",287,10.8229965156794,1.9,44.3,0.120211251963859,65.8339917349299,-0.00150369493796132,15.4626240509081,0.0613663513261617,45.6414777726398,0.00614644113891965,0.120011062694096,0.754038399521785
