"VAR2","VAR3","SPCD","DIVISION","DIVISION_DESCRIPTION","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Merch Stem Bark Volume","ST_BK_CV_MER","12","210","WARM_CONTINENTAL_DIVISION",1267,7.69265982636148,5,19,0.306758819807841,47.3284862701153,0.0128199657310523,11.41409084311,0.183120226854715,25.2008710321084,0.0323744091881615,0.306905611473471,0.832888642836472
"Merch Stem Wood Volume","ST_WD_CV_MER","12","210","WARM_CONTINENTAL_DIVISION",1327,7.760286360211,5,19,0.878439881586548,15.0946659076179,-0.0226750898367928,0.191680474626921,0.584886845415626,8.64226427752344,0.092304934868705,0.878401548635245,0.970329777659083
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","12","210","WARM_CONTINENTAL_DIVISION",1391,7.77699496764917,5,21.3,1.08046260014577,14.6521957972977,-0.0729481006424476,-0.052899709900419,0.62672909463896,7.99374369765864,0.100390247998271,1.0825348048789,0.974432878103174
"Stump Bark Volume","SP_BK_CV","12","210","WARM_CONTINENTAL_DIVISION",2195,5.74200455580866,1,19,0.0340319615675149,NA,0.00407450849185514,Inf,0.0126605442632099,Inf,0.00299591660892498,0.0342673078236915,0.477575983301855
"Stump Wood Volume","SP_WD_CV","12","210","WARM_CONTINENTAL_DIVISION",2342,5.90918018787361,1,19,0.13633301085088,21.1681912234965,-0.0349374498986435,2.26166106642838,0.0627827604936131,16.7797690318705,0.0146342827345478,0.140710266172564,0.823831018868806
"Stump Wood+Bark Volume","SP_WDBK_CV","12","210","WARM_CONTINENTAL_DIVISION",2391,5.83810121288164,1,21.3,0.137013456320766,19.485123387197,-0.0251717757599399,3.84930561672326,0.0604042475136312,15.6913034576838,0.0143765861214032,0.139278333247249,0.861759062043245
"Total Stem Bark Volume","ST_BK_CV_TOT","12","210","WARM_CONTINENTAL_DIVISION",2196,5.74143897996357,1,19,0.258603824474325,35.259845939603,-0.000304650381877542,5.61922945868949,0.123914288109851,19.9689294655959,0.0276508146646431,0.25854511660619,0.886381133185313
"Total Stem Wood Volume","ST_WD_CV_TOT","12","210","WARM_CONTINENTAL_DIVISION",2361,5.91219822109276,1,19,0.730296567583174,11.6494174999768,-0.000495445689357408,0.115417970989635,0.381426228774704,7.85147341742376,0.0757853330224865,0.730142060982468,0.9829441135787
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","12","210","WARM_CONTINENTAL_DIVISION",2392,5.83754180602007,1,21.3,0.824052103307903,10.8041662594448,-0.0420433883934519,-0.375392839417189,0.377249264863591,7.07361228714244,0.0763222669407652,0.824951893586877,0.985611888254028
"Sawlog Bark Volume","ST_BK_CV_SAW","12","210","WARM_CONTINENTAL_DIVISION",287,10.3947735191638,9,19,0.454374605889897,42.5817827163954,0.0613302446310727,11.694958190384,0.322169847687742,24.9432070839434,0.0408330566808118,0.457709866088602,0.718073696029551
"Sawlog Wood Volume","ST_WD_CV_SAW","12","210","WARM_CONTINENTAL_DIVISION",319,10.4677115987461,9,19,1.72769460867495,14.3646723236471,-0.206610027209799,-0.632015495603802,1.33078102850237,11.4128294539983,0.154626544983974,1.73731379464122,0.89455223718056
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","12","210","WARM_CONTINENTAL_DIVISION",327,10.72874617737,9,21.3,2.10791935434692,12.987119280499,-0.367683577563941,-1.55588839116975,1.50231347933711,10.4293158225382,0.170327117583184,2.13656899510361,0.936062054725849
"Merch Stem Bark Volume","ST_BK_CV_MER","129","210","WARM_CONTINENTAL_DIVISION",514,13.0782101167315,5,29,1.4636439504686,44.4035625416707,0.0479897911643768,10.1250192453904,0.949040904421485,24.6876135754575,0.0860090498670224,1.46300677551824,0.903009228838091
"Merch Stem Wood Volume","ST_WD_CV_MER","129","210","WARM_CONTINENTAL_DIVISION",521,13.1094049904031,5,29,4.0825387531013,9.63790358865785,0.316127398449503,1.10838273271724,2.30519558706648,7.04573429510071,0.2156991814432,4.09085181399928,0.982898936312961
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","129","210","WARM_CONTINENTAL_DIVISION",569,12.8080843585237,5,36.7,4.4746003391136,9.45725408631669,0.321133704683338,1.68017490092986,2.47309538533632,7.01259854991913,0.229658303005506,4.48218550677783,0.985479534441516
"Sawlog Bark Volume","ST_BK_CV_SAW","129","210","WARM_CONTINENTAL_DIVISION",392,14.9127551020408,9,29,1.62151857197955,31.9136055096345,0.0266380769811789,4.57004061066837,1.09352071723859,19.8769390691171,0.0897186665298561,1.61966805584218,0.873967731502561
"Sawlog Wood Volume","ST_WD_CV_SAW","129","210","WARM_CONTINENTAL_DIVISION",406,14.9330049261084,9,29,4.76657052102451,10.2544124555197,0.113294981850464,-0.397404477390699,3.0478140797076,7.8123899195572,0.253044544040529,4.76204464642413,0.976077837074222
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","129","210","WARM_CONTINENTAL_DIVISION",414,14.9528985507246,9,36.7,5.39968174662667,10.136359166369,0.0880562779299389,-0.2832684242951,3.39972706525172,7.65614664412915,0.277546732460184,5.39387526666539,0.979159069296569
"Stump Bark Volume","SP_BK_CV","129","210","WARM_CONTINENTAL_DIVISION",534,12.7041198501873,1.3,29,0.111439461023897,65.0968200830789,-0.0476880212836962,-3.49410715839811,0.075838042454052,32.6087154220025,0.00685155803268767,0.121118308915722,0.628353484326747
"Stump Wood Volume","SP_WD_CV","129","210","WARM_CONTINENTAL_DIVISION",579,13.0613126079447,1.3,33,0.440995824008782,24.3280729156689,-0.110288478846718,2.58668644069631,0.250798425470264,19.5924705571941,0.0242456696821199,0.454208080651502,0.858192297564154
"Stump Wood+Bark Volume","SP_WDBK_CV","129","210","WARM_CONTINENTAL_DIVISION",593,12.4435075885329,1.3,36.7,0.408935916309069,22.1837567525148,-0.109504703696059,1.65409961302329,0.25292270477413,17.8287593526018,0.0239250118580951,0.423010472000622,0.892857719444767
"Total Stem Bark Volume","ST_BK_CV_TOT","129","210","WARM_CONTINENTAL_DIVISION",534,12.7041198501873,1.3,29,1.47685126847592,43.1349526487661,0.000148901562479941,7.2612593001248,0.930318660938807,23.859331620609,0.0866526541170169,1.47546780845528,0.908882085793442
"Total Stem Wood Volume","ST_WD_CV_TOT","129","210","WARM_CONTINENTAL_DIVISION",579,13.0613126079447,1.3,33,4.74241751772454,9.86912783160034,-0.00418924650396946,1.35139161379157,2.47224151421566,7.1321603053975,0.233277407076956,4.73832224789321,0.980687483084792
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","129","210","WARM_CONTINENTAL_DIVISION",593,12.4435075885329,1.3,36.7,4.41011184973782,9.15014803268889,0.266370602468575,1.71332689491896,2.3811654446795,6.80739006335994,0.224844156713622,4.41443564230129,0.986739028994215
"Merch Stem Bark Volume","ST_BK_CV_MER","261","210","WARM_CONTINENTAL_DIVISION",258,12.468992248062,5.1,32.3,1.2083244104351,32.5236922372306,-0.00309063769326648,5.22555757771495,0.73366633526465,20.1975089763989,0.0678498414873404,1.20598438322446,0.937159600249188
"Merch Stem Wood Volume","ST_WD_CV_MER","261","210","WARM_CONTINENTAL_DIVISION",275,12.5701818181818,5.1,32.3,3.85721067881197,14.857636631532,0.320595006250404,1.81694087519989,2.22084441150748,10.6281723548863,0.213552531560025,3.86351566461149,0.978187754464286
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","261","210","WARM_CONTINENTAL_DIVISION",322,12.172049689441,5.1,32.3,4.4498174359594,14.4959520122662,0.553470213601431,2.19882497463156,2.46726350586546,10.5282576708602,0.244417018923689,4.47724369332613,0.977608215760133
"Sawlog Bark Volume","ST_BK_CV_SAW","261","210","WARM_CONTINENTAL_DIVISION",187,14.6368983957219,9.1,32.3,1.41285319074275,36.9478893350359,-0.0156912207467232,6.97001059289633,0.933738703208566,20.36770639237,0.0760889453491983,1.40915780945163,0.920723129618861
"Sawlog Wood Volume","ST_WD_CV_SAW","261","210","WARM_CONTINENTAL_DIVISION",194,14.5618556701031,9.1,32.3,4.6594105910265,16.6006174057005,0.20856733899615,1.92710943408016,2.95663554473116,11.1812761777981,0.251636099021866,4.65206401743754,0.971281844303657
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","261","210","WARM_CONTINENTAL_DIVISION",219,14.741095890411,9.1,32.3,5.74482737584339,15.2495616784426,0.635444586736883,2.49017559484627,3.58696617707566,10.9596844557821,0.299798901643578,5.76681303503598,0.968314807951599
"Stump Bark Volume","SP_BK_CV","261","210","WARM_CONTINENTAL_DIVISION",297,11.2430976430976,1.1,32.3,0.0694874310183164,47.3815086968615,0.00182491408789072,9.27364539610843,0.0430895298112335,27.5781874829836,0.00439026331382008,0.069394349877067,0.849190758985061
"Stump Wood Volume","SP_WD_CV","261","210","WARM_CONTINENTAL_DIVISION",327,11.6366972477064,1.1,32.3,0.332777206531536,19.0877835353037,-0.0800884347316137,-0.299051526646649,0.19023555605279,15.2182266887518,0.0188245807863306,0.34178380605874,0.920441127256213
"Stump Wood+Bark Volume","SP_WDBK_CV","261","210","WARM_CONTINENTAL_DIVISION",365,11.1830136986301,1.1,32.3,0.345851950471044,18.5106293489918,-0.0610304471821404,1.30467060353722,0.197231699213489,14.7785420195854,0.0202182562391608,0.35072863970941,0.934088988664834
"Total Stem Bark Volume","ST_BK_CV_TOT","261","210","WARM_CONTINENTAL_DIVISION",297,11.2430976430976,1.1,32.3,1.16551733665531,32.4663346439978,-0.000843457260281954,5.1914930131615,0.667023351994041,20.2474662200299,0.0660913365549535,1.16355383753882,0.943508531084511
"Total Stem Wood Volume","ST_WD_CV_TOT","261","210","WARM_CONTINENTAL_DIVISION",327,11.6366972477064,1.1,32.3,4.28097604306892,13.4605355966104,0.00232650427115371,1.09502648890893,2.16720047946548,9.5583817027753,0.219815666016513,4.27442582915329,0.976145554160043
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","261","210","WARM_CONTINENTAL_DIVISION",365,11.1830136986301,1.1,32.3,4.37032209337527,13.3153709664641,0.532305318668737,2.02696165337271,2.25430018210971,9.4311047606191,0.23457034057233,4.39667330663516,0.980288427718238
"Merch Stem Bark Volume","ST_BK_CV_MER","316","210","WARM_CONTINENTAL_DIVISION",627,10.2446570972887,5,32.1,1.01046106769263,73.7548380199877,-0.00668333205538827,23.2801157289275,0.617104397833069,45.1260166583069,0.0685940783826095,1.0096770754778,0.829107971533781
"Merch Stem Wood Volume","ST_WD_CV_MER","316","210","WARM_CONTINENTAL_DIVISION",651,10.1608294930876,5,32.1,4.10861287228373,15.6186034738362,0.00435094769062034,1.18399850248567,1.85964327724762,11.2315008597426,0.219235578283507,4.10545834843114,0.972503782752939
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","316","210","WARM_CONTINENTAL_DIVISION",675,10.314962962963,5,32.1,4.53119294629491,15.6241581528813,-0.0615904237126851,1.31322253159183,2.15539043579082,11.3615121844317,0.241775086083746,4.52825413922562,0.974231982718913
"Stump Bark Volume","SP_BK_CV","316","210","WARM_CONTINENTAL_DIVISION",691,9.60853835021708,1.5,32.1,0.0438595391292378,87.4565876901818,0.013965934250763,44.0553292124794,0.0288464376416145,56.5075028081819,0.00338340810985669,0.0459991588497668,0.672965747697119
"Stump Wood Volume","SP_WD_CV","316","210","WARM_CONTINENTAL_DIVISION",745,9.60644295302013,1.5,32.1,0.300907711290641,21.4620462779201,-0.0291417218047563,4.03068744174475,0.148920857940292,17.1401291592152,0.0200174240800145,0.302114470269434,0.899190490511817
"Stump Wood+Bark Volume","SP_WDBK_CV","316","210","WARM_CONTINENTAL_DIVISION",765,9.48732026143791,1,32.1,0.331345918651015,20.9277272883792,-0.014640933877364,5.80729214095834,0.15601289712013,16.8798984128248,0.0205133700647703,0.331452799441521,0.905731717344689
"Total Stem Bark Volume","ST_BK_CV_TOT","316","210","WARM_CONTINENTAL_DIVISION",693,9.59018759018759,1.5,32.1,0.995098855870051,68.9783324509646,-2.44456095457982e-07,21.6812000527145,0.595995317067754,42.6778479914025,0.0693128066963456,0.994380632134597,0.837839717240153
"Total Stem Wood Volume","ST_WD_CV_TOT","316","210","WARM_CONTINENTAL_DIVISION",762,9.51141732283465,1.5,32.1,3.78795269610466,12.2383955159212,-0.00648607785612012,1.99055639288087,1.6466114799923,9.28635794813547,0.204239488902479,3.78547190351038,0.976514373860959
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","316","210","WARM_CONTINENTAL_DIVISION",767,9.47105606258149,1,32.1,4.19832942417597,12.1559925537036,-0.0324478563087457,1.63977870166363,1.83863830427135,9.07942034363194,0.221190377380543,4.19571715123515,0.978015979254019
"Sawlog Bark Volume","ST_BK_CV_SAW","316","210","WARM_CONTINENTAL_DIVISION",197,16.0116751269036,11,32.1,1.52085835198768,68.6160498862564,-0.000819801076780856,20.685402875047,1.15093356391278,41.7069735015847,0.0874436836206181,1.5169936159154,0.725147049707817
"Sawlog Wood Volume","ST_WD_CV_SAW","316","210","WARM_CONTINENTAL_DIVISION",199,15.9748743718593,11,32.1,7.75945979076393,16.5884981801577,-1.12246912438002,-2.55404148393849,5.01867426748973,13.007724982555,0.388389581441671,7.82090751154035,0.934882803528732
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","316","210","WARM_CONTINENTAL_DIVISION",214,16.0280373831776,11,32.1,7.96408965601981,17.3350223076257,-1.05225378425468,-1.5153408937092,5.37920763966209,13.0638754035851,0.406568476291773,8.01483471536518,0.940385829256492
"Merch Stem Bark Volume","ST_BK_CV_MER","318","210","WARM_CONTINENTAL_DIVISION",1176,13.8298469387755,5,32.3,2.31125332928176,68.6231132221111,-0.0601870838782241,22.6253486624999,1.36168081079149,42.2054996553912,0.122989288942786,2.31105430746498,0.728798403701156
"Merch Stem Wood Volume","ST_WD_CV_MER","318","210","WARM_CONTINENTAL_DIVISION",1202,13.7797836938436,5,32.3,6.99732267531108,15.1995097344258,-0.36923876077295,2.0431990532018,4.02617011707411,11.3160314572765,0.353908818890355,7.00415074590657,0.94761825865875
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","318","210","WARM_CONTINENTAL_DIVISION",1243,13.749396621078,5,32.3,7.68840977629862,15.2367381770943,-0.352311697282202,2.29830413488232,4.4201687645662,11.179546277776,0.389039746275991,7.69338760188916,0.950293961382801
"Stump Bark Volume","SP_BK_CV","318","210","WARM_CONTINENTAL_DIVISION",1257,13.1470167064439,1.3,32.3,0.0759319964199248,71.0391476480859,0.046259299671578,47.2766611244807,0.0618985305278529,57.601876492688,0.00529799490620154,0.0888875921504544,0.315170479433287
"Stump Wood Volume","SP_WD_CV","318","210","WARM_CONTINENTAL_DIVISION",1354,13.2697193500739,1.3,32.3,0.421417788678756,27.2751660548279,0.130597085319876,9.37361862405537,0.299475198081928,23.722461264539,0.0266402795748943,0.441041256121185,0.784277329774532
"Stump Wood+Bark Volume","SP_WDBK_CV","318","210","WARM_CONTINENTAL_DIVISION",1332,13.077027027027,1.3,32.3,0.434443593215562,25.5575337676726,0.183644940784107,11.4838768278755,0.323512359993249,23.228701596864,0.0284068440027244,0.471513522963295,0.794684595102927
"Total Stem Bark Volume","ST_BK_CV_TOT","318","210","WARM_CONTINENTAL_DIVISION",1260,13.1296031746032,1.3,32.3,2.27117747633108,63.6992711524332,-0.000762226175327659,21.5446617716886,1.30984088732725,40.1641923047774,0.121731033538326,2.27027616449069,0.750144443398436
"Total Stem Wood Volume","ST_WD_CV_TOT","318","210","WARM_CONTINENTAL_DIVISION",1357,13.2532792925571,1.3,32.3,6.94187506704317,14.1151170849492,-0.00176556479888005,0.95550025044168,3.81470361850407,10.6101850123687,0.343615619755915,6.93931701808962,0.951021153078627
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","318","210","WARM_CONTINENTAL_DIVISION",1335,13.0607490636704,1.3,32.3,7.33382500639659,13.4356784815141,-0.0826177599622275,1.06535756085652,4.01329339572858,9.94141689064146,0.368177953444097,7.33154325754595,0.957989505220582
"Sawlog Bark Volume","ST_BK_CV_SAW","318","210","WARM_CONTINENTAL_DIVISION",799,16.6727158948686,11,32.3,2.65319181145567,54.1720369442735,-0.139054983651964,11.3378399896188,1.67328015049323,31.9193573514683,0.132767950457813,2.6551747175088,0.598062848489603
"Sawlog Wood Volume","ST_WD_CV_SAW","318","210","WARM_CONTINENTAL_DIVISION",814,16.6514742014742,11,32.3,8.78560044251075,17.7003852918096,-1.16269276958395,0.236613360919195,5.77109940112873,12.6265499528915,0.440418937837226,8.85685077009938,0.899207243609273
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","318","210","WARM_CONTINENTAL_DIVISION",835,16.6833532934132,11,32.3,9.6661231320684,18.0075860945534,-1.19226361785822,0.404455348217369,6.36732445638998,12.5119817135614,0.48536402288182,9.73362892291209,0.90431419267816
"Merch Stem Bark Volume","ST_BK_CV_MER","371","210","WARM_CONTINENTAL_DIVISION",1226,17.7372756933116,5.2,38.6,2.26817027488325,28.3078024909957,-0.0823166424666981,6.0893492706431,1.43670597081827,20.271091449532,0.103182756325455,2.26873889649511,0.804022215533216
"Merch Stem Wood Volume","ST_WD_CV_MER","371","210","WARM_CONTINENTAL_DIVISION",1232,17.7323863636364,5.2,38.6,7.07516747157126,14.6029711859678,-0.875451884386439,0.812150842074598,4.96209317210832,9.89185418942158,0.344029485681683,7.12627386952046,0.965681825687564
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","371","210","WARM_CONTINENTAL_DIVISION",1287,17.4000777000777,5.2,38.6,7.79533731519274,14.473020071684,-0.803966875252671,1.11752277905889,5.35000924019543,9.76434761230231,0.379487348887554,7.83367285297046,0.968019848762826
"Stump Bark Volume","SP_BK_CV","371","210","WARM_CONTINENTAL_DIVISION",1238,17.5966882067851,1.9,38.6,0.15411129521251,111.936703485874,0.0801992535313572,47.4654095254448,0.124490152579907,56.6439388249743,0.00810094915293568,0.173675062043296,0.109735218880923
"Stump Wood Volume","SP_WD_CV","371","210","WARM_CONTINENTAL_DIVISION",1356,17.2549410029499,1.9,39,0.885204426625246,33.9009901514447,0.344442271173721,20.2089620032269,0.688787972057455,32.2054414526687,0.045785600892498,0.949552256939994,0.58727438280426
"Stump Wood+Bark Volume","SP_WDBK_CV","371","210","WARM_CONTINENTAL_DIVISION",1305,17.2177011494253,1.9,38.6,0.987438658974299,33.6382421598557,0.418909698631602,21.1110069144471,0.788822094252882,32.6557877639197,0.0512777706488456,1.07227481902133,0.557788096645535
"Total Stem Bark Volume","ST_BK_CV_TOT","371","210","WARM_CONTINENTAL_DIVISION",1238,17.5966882067851,1.9,38.6,2.34171314356928,27.6983091924317,0.00018002842537582,6.47985791669214,1.48558129193769,20.1223603718698,0.106515460468408,2.34076719483115,0.803540421941789
"Total Stem Wood Volume","ST_WD_CV_TOT","371","210","WARM_CONTINENTAL_DIVISION",1356,17.2549410029499,1.9,39,7.67832204360783,14.0962769621263,0.0022880280118007,1.43038430219873,4.99084020066807,9.87963975847303,0.355308346986529,7.67549062276521,0.964082387845833
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","371","210","WARM_CONTINENTAL_DIVISION",1305,17.2177011494253,1.9,38.6,7.73936057112397,13.1868411999685,-0.307020616576133,1.37176546859163,5.23405965487,9.07997252037615,0.375237173468565,7.74248442598438,0.97077960416505
"Merch Stem Bark Volume","ST_BK_CV_MER","541","210","WARM_CONTINENTAL_DIVISION",322,13.1015527950311,5,32.2,3.02185460458802,61.7130820739269,-0.0609055400776592,19.7314485300701,1.794022298467,39.4845280415076,0.161226835809724,3.017773303872,0.637241621343542
"Merch Stem Wood Volume","ST_WD_CV_MER","541","210","WARM_CONTINENTAL_DIVISION",325,13.0923076923077,5,32.2,4.98030331988042,14.5263704438781,-0.0523686019134486,2.96432651840608,3.08489211407506,10.7641895089769,0.287683661767957,4.97291116043014,0.969771822869177
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","541","210","WARM_CONTINENTAL_DIVISION",329,13.1036474164134,5,32.2,5.38456283611919,14.5376424764409,0.00217637152763501,3.36420370117006,3.39684648213983,10.7564619055121,0.316142344683283,5.37637382269999,0.972303647365606
"Sawlog Bark Volume","ST_BK_CV_SAW","541","210","WARM_CONTINENTAL_DIVISION",216,15.4884259259259,11,32.2,3.38349544411482,70.2264270571883,-0.0913743629454868,18.0832969245254,2.19512007442883,42.9537510918874,0.173010606193962,3.37689065603086,0.534968780246448
"Sawlog Wood Volume","ST_WD_CV_SAW","541","210","WARM_CONTINENTAL_DIVISION",218,15.4564220183486,11,32.2,6.38398961233568,15.8820011458978,-0.949992999115856,-0.0974456114364187,4.44388383513081,12.2063737785296,0.360246886662873,6.43978718935216,0.948321038947587
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","541","210","WARM_CONTINENTAL_DIVISION",220,15.5004545454545,11,32.2,7.05483594275004,15.6554802480631,-0.915556664824324,-0.15496659859264,5.03776903999601,12.0013947489896,0.400968503078712,7.09807887282241,0.95025549229326
"Stump Bark Volume","SP_BK_CV","541","210","WARM_CONTINENTAL_DIVISION",359,12.1381615598886,1.1,32.2,0.0882831392498724,71.5505632006445,0.0413016129107852,41.8221955528194,0.0627780480177635,48.1140303892804,0.0057660695532362,0.0973551531336728,0.496472338735571
"Stump Wood Volume","SP_WD_CV","541","210","WARM_CONTINENTAL_DIVISION",376,12.244414893617,1.1,32.2,0.33880382830077,22.7536802245258,-0.0374265692628823,6.00100975302217,0.198238499772274,17.2725145458295,0.0200762897353409,0.340416648878091,0.915117303024098
"Stump Wood+Bark Volume","SP_WDBK_CV","541","210","WARM_CONTINENTAL_DIVISION",369,12.0932249322493,1.1,32.2,0.316983246587726,21.7875700427122,0.0143558359038008,8.90355334408132,0.204742971937916,17.3646290478666,0.0204088673452173,0.31687879309406,0.934699847260277
"Total Stem Bark Volume","ST_BK_CV_TOT","541","210","WARM_CONTINENTAL_DIVISION",359,12.1381615598886,1.1,32.2,2.93704628094845,59.2833324647074,-0.000734297266167472,22.3914974660679,1.66942206582341,39.6171527780053,0.157807505612651,2.93295292658493,0.67554486437121
"Total Stem Wood Volume","ST_WD_CV_TOT","541","210","WARM_CONTINENTAL_DIVISION",376,12.244414893617,1.1,32.2,4.78699837826022,14.2815496674647,0.0123288894591118,2.85071995090097,2.87400743620859,10.3135667058234,0.280902597496419,4.78064434840703,0.974413396400073
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","541","210","WARM_CONTINENTAL_DIVISION",369,12.0932249322493,1.1,32.2,5.01372276127155,14.7164182748692,0.0578057540031095,4.10149507596141,3.05658933696724,10.7230702304851,0.302089455974506,5.00725816727035,0.978024390147916
"Merch Stem Bark Volume","ST_BK_CV_MER","543","210","WARM_CONTINENTAL_DIVISION",48,10.4604166666667,5.1,22.8,1.51358611500919,127.265152163572,0.349341952585729,51.6521846358613,1.07370895289197,78.8496204381908,0.113259081595391,1.53793847397344,0.647315127014687
"Merch Stem Wood Volume","ST_WD_CV_MER","543","210","WARM_CONTINENTAL_DIVISION",53,10.4528301886792,5.1,22.8,3.39194106208125,20.9650279200873,0.0362495643666121,2.96301013525234,2.03738039565399,13.7388002566418,0.245408682504309,3.35998478323008,0.965677840184329
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","543","210","WARM_CONTINENTAL_DIVISION",117,8.86752136752137,5.1,22.8,2.60518741498419,16.1163941354313,-0.0313101289899592,0.463254089452071,1.42448818408671,10.965977816022,0.199051793224977,2.59421919502203,0.973352082469805
"Stump Bark Volume","SP_BK_CV","543","210","WARM_CONTINENTAL_DIVISION",71,7.97183098591549,1.4,22.8,0.0651113380064154,1427.85322964773,0.0264396105651075,199.850224563924,0.0405860845821891,232.622489356082,0.0053132143149366,0.0698486096400738,0.228672660747833
"Stump Wood Volume","SP_WD_CV","543","210","WARM_CONTINENTAL_DIVISION",85,8.46588235294118,1.4,22.8,0.233757498065279,27.4936756192655,-0.0320519425851322,3.18613908663402,0.1551627919122,23.413544160878,0.0193552699464239,0.234578432907202,0.915569770119598
"Stump Wood+Bark Volume","SP_WDBK_CV","543","210","WARM_CONTINENTAL_DIVISION",145,7.77931034482759,1.4,22.8,0.219064562286645,24.9468405957337,0.0310438548156332,11.3371623936512,0.136902230970747,23.2808808568989,0.0207027973514718,0.220504065275527,0.903772153010052
"Total Stem Bark Volume","ST_BK_CV_TOT","543","210","WARM_CONTINENTAL_DIVISION",72,7.91944444444444,1.4,22.8,1.31487833514325,116.135165967035,0.222668002959598,18.3304154623451,0.786367530039296,67.3785859181689,0.0997203189478379,1.32456540262211,0.712005906336165
"Total Stem Wood Volume","ST_WD_CV_TOT","543","210","WARM_CONTINENTAL_DIVISION",86,8.41627906976744,1.4,22.8,2.83385907373127,18.9298884587085,-0.000168910058523116,2.08190548933497,1.55881886089063,14.4602212983723,0.210739406577066,2.81733497831666,0.974928144470402
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","543","210","WARM_CONTINENTAL_DIVISION",146,7.75479452054795,1.4,22.8,2.34560695404627,14.4154715770008,0.00616264454298436,-0.710008216397247,1.16063064412213,10.1726660248871,0.180364493113807,2.3375683746964,0.978008739767231
"Sawlog Bark Volume","ST_BK_CV_SAW","543","210","WARM_CONTINENTAL_DIVISION",20,14.075,11,22.8,1.86469513182574,82.2300842545677,0.78281344852301,61.8631859617386,1.58434421076417,79.0839250585599,0.129486172840529,1.97889626638446,0.553673946193066
"Sawlog Wood Volume","ST_WD_CV_SAW","543","210","WARM_CONTINENTAL_DIVISION",25,13.896,11,22.8,5.19660403632658,30.2302887097972,-0.817505275007497,1.07332861855427,3.56049078601008,17.1475667705408,0.351812797939728,5.15682272767022,0.93749457929178
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","543","210","WARM_CONTINENTAL_DIVISION",25,13.872,11,22.8,5.80790457451504,31.868748084278,-0.591751023165966,0.209692643658284,4.37215295121266,19.1930955786105,0.39436201180659,5.72124589562656,0.936880797596854
"Merch Stem Bark Volume","ST_BK_CV_MER","743","210","WARM_CONTINENTAL_DIVISION",314,10.8070063694268,5,23.7,1.17867015515424,63.2439438922978,0.0126921044350229,24.1936599596686,0.885909865346131,47.3588642022312,0.0946458540867754,1.17686023751419,0.622399823397269
"Merch Stem Wood Volume","ST_WD_CV_MER","743","210","WARM_CONTINENTAL_DIVISION",415,10.4173493975904,5,23.7,2.67048006223333,12.2391252240328,0.056336841149834,0.758166587458048,1.62484961283873,8.67636723927407,0.199075679048751,2.66785557188272,0.965187751889705
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","743","210","WARM_CONTINENTAL_DIVISION",340,10.5714705882353,5,23.7,2.77956094592176,10.5279093995682,-0.13390594802525,-0.647305892646348,1.66890593540688,7.69830647494565,0.2025881788756,2.77869869651844,0.97209625157011
"Stump Bark Volume","SP_BK_CV","743","210","WARM_CONTINENTAL_DIVISION",326,10.5463190184049,1.5,23.7,0.0486273366456656,53.7536059177662,-0.01224912985601,9.53987569491785,0.0367718061004128,40.9671881796844,0.00427223196555688,0.050074001462171,0.529881291008613
"Stump Wood Volume","SP_WD_CV","743","210","WARM_CONTINENTAL_DIVISION",499,10.3707414829659,1.5,23.7,0.256962414615697,17.964810784284,-0.0624820484597872,-1.61284465268068,0.1222781784856,13.9180946263312,0.0198993138883418,0.264199479355626,0.758883661898213
"Stump Wood+Bark Volume","SP_WDBK_CV","743","210","WARM_CONTINENTAL_DIVISION",353,10.3201133144476,1.5,23.7,0.167488585382444,14.7476577305589,-0.0479716371479387,-1.14073138326269,0.103976822748456,11.5734658357586,0.0137748369766478,0.173994929737936,0.906181705041771
