"VAR2","VAR3","SPCD","DIVISION","DIVISION_DESCRIPTION","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Stump Bark Volume","SP_BK_CV","833","130","SUBARCTIC_DIVISION",38,9.37368421052632,2.2,15.3,0.0653650681409314,38.7951928487784,-0.0112618644057953,7.12090886227249,0.0483554598783777,31.1673299197221,0.00614099698189886,0.0654750722632848,0.588635682740377
"Stump Wood Volume","SP_WD_CV","833","130","SUBARCTIC_DIVISION",38,9.37368421052632,2.2,15.3,0.619018293509461,26.7565410228356,-0.366455151212049,-17.1408328424092,0.391964072816238,26.4013200750703,0.054476995864771,0.712312603669622,0.444018341159476
"Stump Wood+Bark Volume","SP_WDBK_CV","833","130","SUBARCTIC_DIVISION",38,9.37368421052632,2.2,15.3,0.643905174884095,24.7883469525266,-0.377717015617844,-15.3762601846347,0.406745683464961,23.7535936294557,0.0570591182039555,0.739170566718084,0.492752260390352
"Total Stem Bark Volume","ST_BK_CV_TOT","833","130","SUBARCTIC_DIVISION",38,9.37368421052632,2.2,15.3,0.869105413750587,49.3717197124344,0.190161034201476,14.1259384055954,0.534884639665521,28.1095780590129,0.0752088203362553,0.878423565064103,0.607196549563649
"Total Stem Wood Volume","ST_WD_CV_TOT","833","130","SUBARCTIC_DIVISION",38,9.37368421052632,2.2,15.3,1.66634289839111,8.38197977038369,-0.451802676216173,-3.60115557750522,1.11045058439862,7.63881998079068,0.140951839374895,1.7052135631695,0.961904021346914
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","833","130","SUBARCTIC_DIVISION",38,9.37368421052632,2.2,15.3,1.76730184469135,8.34520921441853,-0.261641642014697,-2.60153876145834,1.19662353469826,7.24781077991597,0.147397639101975,1.76341106527425,0.968195813159357
"Merch Stem Bark Weight","ST_BK_DW_MER","833","130","SUBARCTIC_DIVISION",41,9.83414634146341,5.2,15.9,14.2440857546735,18.2093047485725,-6.54835482192397,-9.52465801902082,12.7779801603791,16.2742162483545,1.74465203148895,15.5185790659613,0.889545316750061
"Merch Stem Wood Weight","ST_WD_DW_MER","833","130","SUBARCTIC_DIVISION",41,9.83414634146341,5.2,15.9,59.5505676663029,10.9241815036855,11.484884744795,2.98643325932609,40.7246077986205,8.76173541595971,4.88940352952667,59.9306123284958,0.959793758054509
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","833","130","SUBARCTIC_DIVISION",41,9.83414634146341,5.2,15.9,68.1580506865458,10.6709122434824,4.93652992287103,-0.210866981840653,47.6974129190949,8.57232128293004,5.63280259557076,67.502472831027,0.961572803479716
"Total Stem Bark Weight","ST_BK_DW_TOT","833","130","SUBARCTIC_DIVISION",42,9.65238095238095,2.2,15.9,15.398083194973,19.5601623634428,-4.4395970872421,-4.78165824933248,12.4953145894197,15.3555005309912,1.81250818922929,15.8482089612432,0.897783749856767
"Total Stem Wood Weight","ST_WD_DW_TOT","833","130","SUBARCTIC_DIVISION",42,9.65238095238095,2.2,15.9,62.5013735528164,11.5489885591912,25.9191459515768,7.32528440251263,46.0425386218146,10.4396949517574,5.59252459737656,66.9717386848151,0.954748712688267
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","833","130","SUBARCTIC_DIVISION",42,9.65238095238095,2.2,15.9,71.6228355740704,10.2836358619621,21.4795488643347,4.11924098359512,50.7176778700145,8.78178174472753,6.11611236265335,73.9531119822244,0.958478287276568
"Sawlog Bark Volume","ST_BK_CV_SAW","833","130","SUBARCTIC_DIVISION",9,12.9222222222222,11.3,15.3,1.2398772397339,88.9846445843261,0.360539786732627,28.0297393525624,0.683292029331043,38.8506702780205,0.0867690649026821,1.22330449544739,-0.546803080093719
"Sawlog Wood Volume","ST_WD_CV_SAW","833","130","SUBARCTIC_DIVISION",9,12.9222222222222,11.3,15.3,3.15415738897116,14.4465531073759,-0.0265242852516116,-0.818928545309944,2.38381090761948,11.895629193484,0.219595042600096,2.97388639315596,0.750118037894631
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","833","130","SUBARCTIC_DIVISION",9,12.9222222222222,11.3,15.3,3.91582984551992,16.6753086196978,0.334015501481015,0.713770238429887,2.75358263199933,12.1925396327285,0.269902392979235,3.70695868498367,0.671948858478272
"Merch Stem Bark Volume","ST_BK_CV_MER","94","130","SUBARCTIC_DIVISION",3483,11.2038185472294,5,35,0.796366440734576,29.3809367256587,0.0381734210485472,9.29978813512372,0.449743142103283,21.8161910406825,0.0479946883318058,0.797166628587834,0.87091165771203
"Merch Stem Wood Volume","ST_WD_CV_MER","94","130","SUBARCTIC_DIVISION",3483,11.2038185472294,5,35,3.7331030514665,12.4053834965416,-0.189009292507591,-0.590075322557228,1.92638910926293,8.71467033331058,0.215516935774697,3.73734956089504,0.975914339008993
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","94","130","SUBARCTIC_DIVISION",4488,10.8403297682709,5,35,3.67608336497152,12.2055495598925,-0.276550726897259,-1.44795526370495,1.87941593055355,8.84822991738585,0.216308554432692,3.68606269094086,0.977657594186747
"Stump Bark Volume","SP_BK_CV","94","130","SUBARCTIC_DIVISION",3879,10.4149780871359,1,35,0.0470757680552251,NA,0.00322694402079548,Inf,0.0264018509884336,Inf,0.00317157805895976,0.0471801843093309,0.673833245389759
"Stump Wood Volume","SP_WD_CV","94","130","SUBARCTIC_DIVISION",4806,10.3556179775281,1,35,0.267586062369547,17.0142074793322,-0.0356837085190358,4.08905070157368,0.121440296290996,13.7643105026246,0.0162003290553403,0.269927266694696,0.89631039980621
"Stump Wood+Bark Volume","SP_WDBK_CV","94","130","SUBARCTIC_DIVISION",5020,10.0875099601594,1,35,0.465766979157455,21.1222399507087,-0.126506295076052,-2.42563733457025,0.19961269316168,16.5667662146172,0.0311778828145638,0.482596629340923,0.767285053757256
"Total Stem Bark Volume","ST_BK_CV_TOT","94","130","SUBARCTIC_DIVISION",3879,10.4149780871359,1,35,0.783989416942747,28.5708651878694,0.000189926155258672,6.44966389534124,0.425673441902097,20.4199189563549,0.0477533554006904,0.783888377827957,0.880915118051202
"Total Stem Wood Volume","ST_WD_CV_TOT","94","130","SUBARCTIC_DIVISION",4806,10.3556179775281,1,35,3.40592403385007,10.5564723866866,-0.00824746020561966,0.457361904811917,1.67966021020839,7.85912932867899,0.19763248667366,3.40557966124364,0.979458612991997
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","94","130","SUBARCTIC_DIVISION",5020,10.0875099601594,1,35,3.53734623048472,9.96050108972722,-0.394886058962072,-1.98955804461082,1.72443795334151,7.73873864613517,0.208673647727542,3.55896905867267,0.979994146384875
"Sawlog Bark Volume","ST_BK_CV_SAW","94","130","SUBARCTIC_DIVISION",2272,13.3931778169014,9,35,0.942581212175593,31.2827186461154,0.131844415859328,13.4190016807063,0.599840158615144,24.4848172800516,0.0546159597593047,0.951552018701185,0.830309622046264
"Sawlog Wood Volume","ST_WD_CV_SAW","94","130","SUBARCTIC_DIVISION",2272,13.3931778169014,9,35,4.77758532946255,14.3847710184087,-0.469565051825256,-0.964304729414649,2.89362141630221,10.1899298037502,0.276420954953153,4.79955899660188,0.963379114722085
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","94","130","SUBARCTIC_DIVISION",2768,13.2002528901734,9,35,4.85325319387626,14.1706210892264,-0.484537967441885,-1.13906753105835,2.9405560101412,10.2923987800175,0.284519627073834,4.87650840137199,0.965070077649033
"Stump Bark Volume","SP_BK_CV","95","130","SUBARCTIC_DIVISION",2449,6.31751735402205,1,20.9,0.0153918897255898,NA,-5.79165514903321e-05,Inf,0.00949911080679954,Inf,0.00189639667284356,0.0153888559060713,0.801853970236208
"Stump Wood Volume","SP_WD_CV","95","130","SUBARCTIC_DIVISION",3082,6.15499675535367,1,20.9,0.0722334744755974,17.9345088416922,-0.00651748374117914,4.99780064150436,0.0396902055382602,14.5626725620652,0.00799382388244387,0.0725152361795855,0.942316307613634
"Stump Wood+Bark Volume","SP_WDBK_CV","95","130","SUBARCTIC_DIVISION",4018,6.58185664509706,1,20.9,0.165876829802799,18.4710039577663,-0.0531596494280885,-4.34189487224132,0.0749769519862955,15.1464134900149,0.0164882794776085,0.174167227192487,0.826442384405741
"Total Stem Bark Volume","ST_BK_CV_TOT","95","130","SUBARCTIC_DIVISION",2449,6.31751735402205,1,20.9,0.226539557284076,29.6077506878567,7.19528305200965e-05,6.85468367461231,0.127721375109263,20.510676164072,0.0245304256531376,0.226493312549857,0.926032854418435
"Total Stem Wood Volume","ST_WD_CV_TOT","95","130","SUBARCTIC_DIVISION",3082,6.15499675535367,1,20.9,0.999220663400495,12.9211493997909,0.00292391132294859,1.66490700272027,0.480895309335053,9.48100565604057,0.105663982475609,0.999062823013575,0.979031184549386
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","95","130","SUBARCTIC_DIVISION",4018,6.58185664509706,1,20.9,1.178041783626,9.77419418232739,-0.00448179390320068,-0.507992348316219,0.558709935525054,7.29409079294204,0.11434097905885,1.1779037053577,0.979525812712506
"Merch Stem Bark Volume","ST_BK_CV_MER","95","130","SUBARCTIC_DIVISION",1639,7.65924344112264,5,20.9,0.259776201814961,33.9444350869523,0.024697600595697,12.0100717928344,0.161351871007433,23.8605459068986,0.0266091038708445,0.26086868883856,0.908721323319785
"Merch Stem Wood Volume","ST_WD_CV_MER","95","130","SUBARCTIC_DIVISION",1639,7.65924344112264,5,20.9,1.29546724385455,14.3839234742947,-0.176120180236891,-1.28256705809656,0.733831321979953,10.5503499881414,0.138109308437919,1.30699263929753,0.970561128358734
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","95","130","SUBARCTIC_DIVISION",2864,7.70192039106145,5,20.9,1.46571457466071,13.7436692054743,0.0090546768712415,-0.178591008816566,0.799125337535681,10.0127123751449,0.141466446191348,1.46548663934154,0.96928425379311
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","241","210","WARM_CONTINENTAL_DIVISION",127,7.23070866141732,1.2,19.8,35.7904053396246,15.3893832581174,0.0216608071009946,2.20602441145304,21.0683534825277,11.9700896324776,3.27089950046058,35.6492263390121,0.9746305221934
"Foliage","FOL_DW","241","210","WARM_CONTINENTAL_DIVISION",127,7.12125984251969,1.2,19.8,8.96796471805053,272.277237344424,0.000879186905063369,41.6383713959763,5.27738145134411,64.587609645319,0.82201484223678,8.93258803675947,0.822049792036116
"Top and Branches","BRT_WDBK_DW_MER","241","210","WARM_CONTINENTAL_DIVISION",82,9.51951219512195,5.2,19.8,33.2854796398516,36.1055602703547,-0.83984666173878,11.5679212886245,20.123268408507,27.2601506806393,2.56430601276199,33.0925556475194,0.881237844445242
"Branches","BRT_WDBK_DW_TOT","241","210","WARM_CONTINENTAL_DIVISION",127,7.23070866141732,1.2,19.8,26.6799409487693,49.1922697487499,-2.44767458145612,4.9023972740855,13.2755906371269,31.1592714323442,2.07943457506235,26.6871782680356,0.904176591776212
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","261","210","WARM_CONTINENTAL_DIVISION",164,10.7280487804878,1.1,32.3,202.186782527349,17.7118453199769,0.252746988653421,3.03815900587181,98.2311462555217,13.4867291049225,10.9381261686603,201.569575323787,0.96688698174923
"Foliage","FOL_DW","261","210","WARM_CONTINENTAL_DIVISION",168,10.5880952380952,1.1,32.3,20.9588629722555,92.3693746250061,-0.000792160518511716,27.5270978923839,12.709148269672,52.7936287849491,1.25050387516428,20.8963923178449,0.762423330266153
"Top and Branches","BRT_WDBK_DW_MER","261","210","WARM_CONTINENTAL_DIVISION",129,12.9023255813953,5.3,32.3,128.494545766662,45.346853543043,3.07346751939864,16.5250553432618,68.1173232070738,31.6366883300198,6.34054295784084,128.032431135023,0.852129306607303
"Branches","BRT_WDBK_DW_TOT","261","210","WARM_CONTINENTAL_DIVISION",164,10.7280487804878,1.1,32.3,114.090904187945,57.9468581218748,3.25187410113158,12.3313775379497,54.1080259215522,38.8589066891158,5.62672290847383,113.789009890115,0.867608473027135
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","71","210","WARM_CONTINENTAL_DIVISION",98,6.52551020408163,1.2,13.3,43.0922590777116,26.8691550976213,0.0264763252595985,6.52824590393281,28.7187580731466,16.1874233583613,5.18411340585756,42.8718450451504,0.977167569368457
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","71","210","WARM_CONTINENTAL_DIVISION",85,6.69176470588235,1.2,13.3,43.7617998064063,28.678866997779,0.100802956248213,7.04753709907865,29.2446210017804,17.0065985926037,5.17280127587009,43.5037326292978,0.97709722806417
"Foliage","FOL_DW","71","210","WARM_CONTINENTAL_DIVISION",88,6.52159090909091,1,13.3,3.25838383649133,61.6504759742598,-0.019982536858664,26.9108617487451,2.1206328340136,44.8890867098105,0.478512042743484,3.23987901922449,0.799159628846125
"Merch Stem Bark Volume","ST_BK_CV_MER","71","210","WARM_CONTINENTAL_DIVISION",96,8.17395833333333,5,13.3,0.33147917352332,31.2440953886719,0.0174349089905797,6.41193789743549,0.239741620048109,23.032721823277,0.0358149282377877,0.330208799734425,0.812912984099454
"Merch Stem Wood Volume","ST_WD_CV_MER","71","210","WARM_CONTINENTAL_DIVISION",96,8.17395833333333,5,13.3,1.04664165398909,10.8297467216544,-0.29466135865398,-2.38729007314245,0.755699104336073,8.39144360106305,0.116729020478463,1.08206887002795,0.974386170067082
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","71","210","WARM_CONTINENTAL_DIVISION",194,8.26752577319588,5,14.2,1.17347501501751,11.6462754882353,0.027850760573645,1.2011878736687,0.832879307758936,9.09561693485728,0.120494701841106,1.17077799466519,0.976386771833444
"Sawlog Bark Volume","ST_BK_CV_SAW","71","210","WARM_CONTINENTAL_DIVISION",33,10.6606060606061,9.2,13.3,0.363160948250157,24.6368194320327,0.102804927629655,12.1809960686624,0.302327075543027,21.4171040574416,0.0341050108195522,0.372099698780325,0.695351009001406
"Sawlog Wood Volume","ST_WD_CV_SAW","71","210","WARM_CONTINENTAL_DIVISION",34,10.6323529411765,9.2,13.3,1.63321998881367,12.2927599251553,-1.37197039682416,-8.49510166258486,1.78957761602484,12.4767946944429,0.202890387855459,2.11453473343916,0.844284947696601
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","71","210","WARM_CONTINENTAL_DIVISION",69,10.8260869565217,9.1,14.2,1.99689932747402,14.1831005929261,-0.567752000003988,-1.54545154663231,1.70757403096114,11.6795918835189,0.189031174872416,2.06207610259129,0.907799206790653
"Stump Bark Volume","SP_BK_CV","71","210","WARM_CONTINENTAL_DIVISION",134,6.80597014925373,1.2,13.3,0.0309618131759274,32.528556232998,-0.01430682355666,-9.38994893202342,0.0180872209768445,26.654152113422,0.00331624761860532,0.0340024277262609,0.54496827365773
"Stump Wood Volume","SP_WD_CV","71","210","WARM_CONTINENTAL_DIVISION",640,10.12734375,1.2,17.3,0.116509855440701,15.7578547731705,0.0230416061547849,5.2530445136296,0.0792288311178385,14.0248425904128,0.0114670460456379,0.118677090460763,0.792115484952473
"Stump Wood+Bark Volume","SP_WDBK_CV","71","210","WARM_CONTINENTAL_DIVISION",233,7.45064377682403,1.2,14.2,0.17562894729538,16.4150812446746,-0.126014050336934,-15.7731304142145,0.130458729779645,19.1951997069415,0.0205388138721081,0.215853384902349,0.699870882660657
"Total Stem Bark Volume","ST_BK_CV_TOT","71","210","WARM_CONTINENTAL_DIVISION",134,6.80597014925373,1.2,13.3,0.307774290891558,28.117452637116,9.97550698191934e-05,8.43655426144,0.201756765597218,21.5706047203543,0.0337649415798267,0.306623744994292,0.873770004285398
"Total Stem Wood Volume","ST_WD_CV_TOT","71","210","WARM_CONTINENTAL_DIVISION",640,10.12734375,1.2,17.3,1.60011590313375,8.34056229582089,-0.00196050768556055,0.902785417882688,1.13969030709191,6.47063744684446,0.136987604692208,1.59886652585988,0.971865162767096
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","71","210","WARM_CONTINENTAL_DIVISION",233,7.45064377682403,1.2,14.2,1.08387966897962,9.74495837557644,0.0478985679558617,3.27135899887446,0.698244760386968,8.00011072929043,0.10813227198284,1.08261136629252,0.982290366386405
"Top and Branches","BRT_WDBK_DW_MER","71","210","WARM_CONTINENTAL_DIVISION",54,8.7462962962963,5.1,13.3,21.4250346566337,38.3048950162494,7.70114223884145,27.1662318562609,18.888566717215,36.624305002849,2.69472509859177,22.5796170736018,0.679017627410687
"Branches","BRT_WDBK_DW_TOT","71","210","WARM_CONTINENTAL_DIVISION",85,6.69176470588235,1.2,13.3,16.3795881661834,66.2034013259019,0.144974027508539,27.940633280804,10.0365755078391,45.7159801541171,2.1149448115828,16.2835979541712,0.831966947115647
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","125","210","WARM_CONTINENTAL_DIVISION",200,9.0525,1.1,26.8,103.901400990788,14.0677194709805,0.0816665822205624,0.191835611903919,46.069655027406,10.7449293613405,5.77249337077111,103.641354157691,0.981500372796803
"Foliage","FOL_DW","125","210","WARM_CONTINENTAL_DIVISION",217,8.81935483870968,1.1,26.8,15.1628528125646,360.698750542661,0.0112084718171015,82.8394526635452,8.7039645043565,98.8920974546398,1.31341066932149,15.1278791724222,0.798772402199514
"Top and Branches","BRT_WDBK_DW_MER","125","210","WARM_CONTINENTAL_DIVISION",151,10.9443708609272,5.3,26.8,64.1057184119512,25.7924351264401,-14.4121932077324,5.39701036203097,34.8958423633996,21.4868106046048,4.04958187503379,65.4983887491254,0.908710299070128
"Branches","BRT_WDBK_DW_TOT","125","210","WARM_CONTINENTAL_DIVISION",201,9.04825870646766,1.1,26.8,56.5996537885452,33.9870495627636,-10.2104924056107,4.76985892976679,26.0751720185671,24.8548564421713,3.48034475479247,57.3745331107422,0.916121861293862
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","129","210","WARM_CONTINENTAL_DIVISION",167,12.622754491018,1.3,29,153.661687866205,12.9116259733691,-0.0674027285415711,2.61876615171782,88.5723289018583,9.64104034190443,7.89950427028471,153.200946970077,0.982539704441472
"Foliage","FOL_DW","129","210","WARM_CONTINENTAL_DIVISION",169,12.5473372781065,1.1,29,12.907794239863,72.2235136625535,-0.033203881498019,26.4635515455676,8.6258611430219,44.1721160750023,0.840046908997172,12.8695916730421,0.79899701885324
"Top and Branches","BRT_WDBK_DW_MER","129","210","WARM_CONTINENTAL_DIVISION",149,13.789932885906,5,29,96.4015289725102,32.2510730802942,-7.09866385881098,7.89497360325693,51.0991726277068,24.051846050298,4.64491709492124,96.3393739823608,0.893078188292477
"Branches","BRT_WDBK_DW_TOT","129","210","WARM_CONTINENTAL_DIVISION",168,12.6154761904762,1.3,29,91.9488832692922,39.2461217735792,0.674874995748772,10.3053938516003,46.0658922757618,28.19490822,4.42948311199436,91.6773014861723,0.894742503406042
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","108","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",67,7.85671641791045,2,14.8,96.9067748663848,18.3959388929777,-6.22803443032318,2.51386520182748,58.8048856938342,13.7052041119787,8.39351774850276,96.382303343481,0.946914095743246
"Total Stem Bark Weight","ST_BK_DW_TOT","108","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",67,7.85671641791045,2,14.8,7.59789749945192,30.5508867701282,1.99894710117269,3.20698509965366,4.68084852572976,21.6526767232483,0.725140464372651,7.80142443996267,0.906262533061685
"Total Stem Wood Weight","ST_WD_DW_TOT","108","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",67,7.85671641791045,2,14.8,82.654274123048,17.1134443475728,-24.0706399811845,-5.39635631487773,46.2499798418285,13.0353904103631,7.38665810840169,85.4936175101646,0.937017752542919
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","108","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",67,7.85671641791045,2,14.8,84.7296360880827,17.2099042603922,-22.0716928800118,-5.60819563984244,46.4015836845673,13.0886205938977,7.50844306512191,86.9431995287943,0.94323876202229
"Merch Stem Bark Weight","ST_BK_DW_MER","108","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",47,9.80425531914894,5.3,14.8,8.40699143219365,27.9368770324569,3.61567825296646,14.0910766731859,6.19788960929185,20.3138955426599,0.811726899504502,9.06900531861572,0.818808799866478
"Merch Stem Wood Weight","ST_WD_DW_MER","108","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",47,9.80425531914894,5.3,14.8,89.1599324770469,17.4772845072803,-22.2002643402886,-1.39939679051003,57.0941347185509,12.366245278157,7.8400266002451,90.9571719835981,0.9042106951799
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","108","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",47,9.80425531914894,5.3,14.8,91.9368609394489,17.2547517290407,-18.5845860873222,-0.538417948217238,57.2514005746419,11.6622846589056,7.99185506467916,92.8328348750527,0.912320731282237
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","19","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",55,6.28,1,17.5,97.7306526985787,24.747061109816,-8.13586824409336,8.48592430543993,44.8580859589174,19.1458260046059,7.38477195520959,97.1792837179873,0.945392997967082
"Total Stem Bark Weight","ST_BK_DW_TOT","19","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",43,7.5046511627907,1.5,17.5,9.8813609337297,35.3125295997574,-0.660418960085662,8.03044525534836,6.07259799467235,28.142079356604,0.904445657327795,9.78809068921526,0.946388300362038
"Total Stem Wood Weight","ST_WD_DW_TOT","19","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",43,7.5046511627907,1.5,17.5,21.9042519952738,16.8269502032585,-11.1161818822646,-7.12427994895915,16.3434789666348,12.9913848841713,2.54417419174523,24.3353180102335,0.988553184235701
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","19","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",54,6.37777777777778,1.1,17.5,26.3294202522023,59.453602014504,-8.89955990640621,15.9893578182986,16.4381272631538,31.1052901799735,2.83095624191728,27.5608923973276,0.988353006157434
"Merch Stem Bark Weight","ST_BK_DW_MER","19","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",30,9.10666666666667,5,17.5,11.2142818959561,27.1230252749552,-1.77990696219941,-1.68089699594992,7.46407056197253,20.2452317904327,0.977225687557146,11.1685354137411,0.930866133601543
"Merch Stem Wood Weight","ST_WD_DW_MER","19","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",30,9.10666666666667,5,17.5,23.7052522314484,13.6131429748877,-18.3426629798488,-11.5654041546876,22.9810253790392,15.1828672175295,3.13411422062111,29.6590790333025,0.983148004412332
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","19","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",30,9.10666666666667,5,17.5,31.9442382332565,14.2988650698253,-20.1225699420483,-10.6512463279177,28.0017115468346,15.0467847003881,3.76873448342294,37.3006393890538,0.980928278372164
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","375","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",88,4.90568181818182,1,14.7,74.6128993335046,23.4268219317423,-16.5867855229399,1.4027584432124,33.2543027709057,17.0966179676185,6.70058377256818,76.0193651266952,0.959671727289126
"Total Stem Bark Weight","ST_BK_DW_TOT","375","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",17,6.01764705882353,2.7,12,10.3013572042678,47.5545446090781,2.5644579969915,43.0993753975264,6.61737362599604,48.7937532913784,1.21797511875552,10.3175661913251,0.898813068576478
"Total Stem Wood Weight","ST_WD_DW_TOT","375","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",17,6.01764705882353,2.7,12,37.1104921157229,20.8185254356991,12.3733548677064,15.1679908011653,27.260544366526,21.9342357626412,4.73023417541081,38.0693766715572,0.951539997791653
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","375","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",82,4.35609756097561,1,13.5,29.7298207520584,28.8656106379507,2.42066987251862,9.85350824603224,15.4706046293761,19.9201066674297,3.85449027310866,29.6469741584633,0.985579414673477
"Merch Stem Bark Weight","ST_BK_DW_MER","375","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",11,7.46363636363636,5.6,12,11.7777077941523,30.5853597164528,1.45485330438083,21.2332776132204,7.26288022745023,26.6377104239758,1.19439789063913,11.3234534900489,0.882265820387354
"Merch Stem Wood Weight","ST_WD_DW_MER","375","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",11,7.46363636363636,5.6,12,41.086170621391,19.1811399020644,10.5396577340116,9.87376683086518,31.056744629055,17.5764265597654,4.79308060297378,40.5671860228658,0.944714089453098
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","375","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",29,7.81724137931035,5.6,13.5,44.8410151178179,17.1328301682231,-2.07548827517086,2.26953626450113,32.6211224691019,12.8842493777462,5.51543036202516,44.1099674896218,0.977154619214743
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","746","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",16,6.7,2.8,12.6,51.0741190703322,13.1718844838676,28.9786284741325,3.76571302611305,35.8720464715654,10.7965924505598,5.92628286342607,57.3174597712305,0.947999955000452
"Merch Stem Bark Weight","ST_BK_DW_MER","746","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",12,7.80833333333333,5,12.6,13.6894149093917,59.7665973705399,12.8259742913745,37.7278519693649,13.3548415859076,41.6059697545146,1.9016759648569,18.3381848530424,0.80039021906997
"Merch Stem Wood Weight","ST_WD_DW_MER","746","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",12,7.80833333333333,5,12.6,28.0407315252958,15.7402678748811,-6.62562699961483,-11.5009506391563,23.0468109235158,16.2788018315835,3.17529355917969,27.6524502634444,0.974080253996809
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","746","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",12,7.80833333333333,5,12.6,35.3714464555893,14.2096944051644,6.20034729175968,-4.65945861753467,25.6357925493604,12.2552329934609,3.773722810171,34.4285045982105,0.973630349316614
"Total Stem Bark Weight","ST_BK_DW_TOT","746","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",16,6.7,2.8,12.6,12.9591674063521,62.9134981706027,11.8190221249796,47.7390856017186,11.8190221249796,47.7390856017186,1.88671610023955,17.2375477552637,0.836036467828079
"Total Stem Wood Weight","ST_WD_DW_TOT","746","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",16,6.7,2.8,12.6,25.351031228012,10.1341017583195,-4.25216920592417,-6.24603087293579,17.4260047967002,9.90000926964987,2.71429824779778,24.9116148264062,0.980821059250459
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","746","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",16,6.7,2.8,12.6,31.206665033887,10.0408456804033,7.56685291905541,2.00778977697923,19.5875949445567,8.42624477524558,3.29321888243022,31.1487914569292,0.980272590158121
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","747","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",16,7.10625,3.5,12,54.071163128859,17.7372220810367,6.22120951610043,12.0286224487076,35.5880675297787,17.576247094319,5.95660276714632,52.7225138088006,0.95628082382919
"Total Stem Bark Weight","ST_BK_DW_TOT","747","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",16,7.10625,3.5,12,10.0829786217264,31.3936457981548,7.13225812876373,43.1597213028757,9.66259330810511,46.5543727709343,1.40301350539313,12.09055045412,0.807242701112103
