"VAR2","VAR3","DIVISION","DIVISION_DESCRIPTION","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","230","SUBTROPICAL_DIVISION",61553,9.74805127288678,1,48.9,3.5912311867448,11.5447011059393,-0.0274351725651425,0.517768979680892,1.71525115173817,8.53995060275544,0.208167652240079,3.59130680944197,0.982592715837815
"Merch Stem Bark Weight","ST_BK_DW_MER","230","SUBTROPICAL_DIVISION",7364,9.99452743074416,5,37.9,25.8302739752941,35.4608516478182,0.756072517659307,10.2016974781706,14.5156059819415,25.934311075742,1.96680533051952,25.8395838964728,0.920558243933002
"Merch Stem Wood Weight","ST_WD_DW_MER","230","SUBTROPICAL_DIVISION",9346,9.42245880590627,5,37.9,98.9887627948159,16.3080253371508,-4.81248456712468,1.72500367268267,46.1493719173738,11.7123791975784,6.08168739319157,99.1003870904694,0.977900546885713
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","230","SUBTROPICAL_DIVISION",7441,9.97684451014648,5,37.9,118.996087496659,16.5056683251033,-4.7073403105074,2.25405464713788,59.5339736902529,11.7697917908442,7.25791682212878,119.081169430893,0.97834587587659
"Total Stem Bark Weight","ST_BK_DW_TOT","230","SUBTROPICAL_DIVISION",10213,7.95873886223441,1,37.9,23.3172545498979,33.955867214121,0.25978105510443,7.25503328565845,11.647193212731,25.3982763932292,1.84256759636624,23.3175601301233,0.92914945395494
"Total Stem Wood Weight","ST_WD_DW_TOT","230","SUBTROPICAL_DIVISION",12921,7.63099605293708,1,37.9,88.6567721694192,17.6949788495508,-2.38718555752683,0.52177752627651,36.6124634825769,12.6014328143238,5.5546692092004,88.68547565716,0.979898728247438
"Sawlog Bark Volume","ST_BK_CV_SAW","230","SUBTROPICAL_DIVISION",28019,13.8604161461865,9,48.9,2.00462341231315,53.0335524442829,-0.0973796142367278,9.45096044673984,1.25614229097758,28.6972160825674,0.115973458323822,2.00695151744894,0.784827991850086
"Sawlog Wood Volume","ST_WD_CV_SAW","230","SUBTROPICAL_DIVISION",28023,13.8603754059166,9,48.9,5.19367510730142,17.8353171107496,-0.890162799631998,-1.53781200545823,3.34487159757028,12.9745517912949,0.305172070712249,5.26931573871502,0.9575700402428
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","230","SUBTROPICAL_DIVISION",28406,13.8895867070337,9,48.9,5.62497095329551,16.4115573708019,-1.07580975188887,-1.88257608722762,3.67228452665187,11.7754732366684,0.330988684090035,5.72682730558482,0.962542200505599
"Top and Branches","BRT_WDBK_DW_MER","230","SUBTROPICAL_DIVISION",3797,10.048327627074,5,37.9,164.86628615613,42.6681195384505,1.18074598241906,14.1351400163218,54.980303239845,30.1325265177426,7.5529196956907,164.848803314221,0.879348219429917
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","210","WARM_CONTINENTAL_DIVISION",3075,8.47554471544716,1,32.3,147.904329693574,18.798251128556,-0.0610770756030031,2.29955817303753,69.8263957143739,13.5705313727783,9.60995973364196,147.880290866447,0.972088542698059
"Foliage","FOL_DW","210","WARM_CONTINENTAL_DIVISION",3049,8.36120039357166,1,32.3,10.1778357507682,196.63660436708,0.0092468621167759,49.5744745176385,5.2828533835617,71.919634478476,0.887968988154239,10.1761707702128,0.828796244575853
"Merch Stem Bark Volume","ST_BK_CV_MER","M240","MARINE_REGIME_MOUNTAINS",3830,16.700861618799,5,72,6.06099646405807,59.8928483278301,-0.0229471314456267,16.1700595327589,2.56534867630442,32.9156217584574,0.177809752573452,6.0602486044134,0.929886855693701
"Merch Stem Wood Volume","ST_WD_CV_MER","M240","MARINE_REGIME_MOUNTAINS",3830,16.700861618799,5,72,19.1795393326493,12.5417216961431,-3.64427374950088,-1.97318285387482,7.86161979284318,9.40332251689596,0.559404635318271,19.5202309041874,0.97905606904867
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","M240","MARINE_REGIME_MOUNTAINS",4007,16.6567007736461,5,72,20.5035581424312,12.9882184885933,-2.98592299863902,-0.759641637196642,8.55947180671083,9.38918867957654,0.614454562186492,20.7173047784125,0.981403904101723
"Stump Bark Volume","SP_BK_CV","M240","MARINE_REGIME_MOUNTAINS",4144,15.7034749034749,1,72,0.352200940231718,NA,0.05507629622426,Inf,0.156861297607826,Inf,0.0106085311276068,0.356439289284559,0.544799345644997
"Stump Wood Volume","SP_WD_CV","M240","MARINE_REGIME_MOUNTAINS",18184,17.4816267047954,1,146.3,2.06804048501753,25.0389731779836,-0.228402423855053,6.9937320052648,0.675757197239926,19.5247346519083,0.0460498990063586,2.08055855951911,0.869355090227691
"Stump Wood+Bark Volume","SP_WDBK_CV","M240","MARINE_REGIME_MOUNTAINS",4328,15.6832948243993,1,72,1.35564249082696,30.4906512003389,0.345102347351834,14.4461765490565,0.622598069041669,23.5252251896323,0.0447284877230361,1.39872712510153,0.774090910843273
"Total Stem Bark Volume","ST_BK_CV_TOT","M240","MARINE_REGIME_MOUNTAINS",4144,15.7034749034749,1,72,5.90154938644018,58.3876083054544,0.0358532164047114,16.7754228955991,2.41887984569077,32.6695511570191,0.173915435419344,5.90094620419062,0.932285848905088
"Total Stem Wood Volume","ST_WD_CV_TOT","M240","MARINE_REGIME_MOUNTAINS",18184,17.4816267047954,1,146.3,29.0841320558203,11.5896332578694,-0.016667685291224,1.38569828481832,9.86971485829763,8.70831569496859,0.635866070816254,29.0833371032925,0.979788673634516
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","M240","MARINE_REGIME_MOUNTAINS",4328,15.6832948243993,1,72,19.6331448466429,12.4059093055243,-2.33196534357294,0.516801708902201,7.83487486326179,8.82487205291792,0.586627356927172,19.7688992339865,0.982819409142765
"Sawlog Bark Volume","ST_BK_CV_SAW","M240","MARINE_REGIME_MOUNTAINS",2980,19.4320134228188,9,72,6.82994027005505,60.4701999593088,-0.0286265587870693,14.7370783414858,3.18076000740436,32.9635714981822,0.197723840127871,6.82885421230337,0.926599548117739
"Sawlog Wood Volume","ST_WD_CV_SAW","M240","MARINE_REGIME_MOUNTAINS",2980,19.4320134228188,9,72,21.7193146460295,13.2989505550808,-4.82666028011736,-3.07054989809336,10.1846254681528,10.4772815742688,0.642462614403841,22.2456058572327,0.976822680021741
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","M240","MARINE_REGIME_MOUNTAINS",3117,19.3801090792429,9,72,23.2609542867853,13.3795987436913,-3.9989093333118,-2.00207049011225,11.074911899243,10.264481058406,0.704562231924468,23.5985101810682,0.97945403371374
"Merch Stem Bark Volume","ST_BK_CV_MER","240","MARINE_DIVISION",203,10.5108374384236,5,44.3,1.39013789449459,26.5019259967867,0.109928571212729,6.50048242163035,0.591112489837696,19.660501774927,0.074807264924573,1.39106003967749,0.970674649910284
"Merch Stem Wood Volume","ST_WD_CV_MER","240","MARINE_DIVISION",203,10.5108374384236,5,44.3,7.49060449848414,13.639558227305,0.249996047113678,9.35606462127596,2.76534178404494,12.7127539599076,0.300340430623365,7.4763128609128,0.98521426896733
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","240","MARINE_DIVISION",204,10.5161764705882,5,44.3,7.31976022799395,13.2391495987406,0.332296278386104,8.21827292453961,2.95488726236846,12.1450241122607,0.311143524837919,7.30935489597458,0.988829566379988
"Stump Bark Volume","SP_BK_CV","240","MARINE_DIVISION",238,9.56932773109244,2.8,44.3,0.111713159235975,43.2733466098723,-0.0425722860042772,-19.9488146030296,0.056117479845013,38.334551982856,0.00669224259987285,0.119330604715777,0.738642623133054
"Stump Wood Volume","SP_WD_CV","240","MARINE_DIVISION",2968,13.9301549865229,1.3,59.6,0.633139315471623,19.1027036267963,-0.0887643631780285,3.14961671114686,0.238674796437231,15.2048135531985,0.0208124779178526,0.639225658513796,0.917813005076583
"Stump Wood+Bark Volume","SP_WDBK_CV","240","MARINE_DIVISION",239,9.57782426778243,2.8,44.3,0.959503020204157,18.2130823971988,-0.219746277566286,-9.7966942092909,0.263899570644976,16.7145867480003,0.029587380381101,0.982386073180895,0.773415616831043
"Total Stem Bark Volume","ST_BK_CV_TOT","240","MARINE_DIVISION",238,9.56932773109244,2.8,44.3,1.32749082590182,26.6638149390649,0.0610247729196606,1.45935083559123,0.548155399125028,19.9553726506874,0.0724008146267418,1.32610390998562,0.971295678279073
"Total Stem Wood Volume","ST_WD_CV_TOT","240","MARINE_DIVISION",2968,13.9301549865229,1.3,59.6,14.4107674709957,12.5908906898743,-0.0129386705376066,1.61137259484083,6.37257902396736,9.81046190453237,0.504332661085625,14.4083453859883,0.985275345070313
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","240","MARINE_DIVISION",239,9.57782426778243,2.8,44.3,7.24742078193732,11.9694514513352,0.294840157339212,7.48364773070659,2.74699017197746,10.9852201574776,0.30338542352181,7.2382503674933,0.988238203958195
"Sawlog Bark Volume","ST_BK_CV_SAW","240","MARINE_DIVISION",97,14.3969072164948,9,44.3,2.00140282207738,31.2408621687238,0.0902124065692273,7.2239658976378,1.07986368519228,21.6717096322286,0.105077016917047,1.9931022433622,0.965861543433062
"Sawlog Wood Volume","ST_WD_CV_SAW","240","MARINE_DIVISION",97,14.3969072164948,9,44.3,10.7409206322543,17.4772637546828,-0.858947253170333,7.02652858920186,4.9126657576429,14.349440710898,0.409113358073633,10.7198792913013,0.983098851353887
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","240","MARINE_DIVISION",98,14.3683673469388,9,44.3,10.483509131003,17.5803172374358,-0.821358455159783,5.65133245348527,5.27730700615644,14.0556599364315,0.423894318603694,10.4621758919615,0.987191146194878
"Merch Stem Bark Volume","ST_BK_CV_MER","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",4949,13.2694079612043,5,49.5,2.77409475739964,34.1019465355226,0.0350351227801751,8.00778811195931,1.39047500305445,23.4242090452073,0.125452365028156,2.77403572466326,0.929227019722053
"Merch Stem Wood Volume","ST_WD_CV_MER","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",4949,13.2694079612043,5,49.5,7.92733238241354,13.8408236266823,-0.489412342587477,-0.640838795806128,3.55663818110379,10.3542715188599,0.330939106912201,7.94162609939511,0.977157588479443
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",5119,13.2355147489744,5,49.5,8.00466263090456,12.1275717936508,-0.459882673526946,-0.533995650982009,3.64480808730928,8.99602698097726,0.336423480850264,8.01708169400263,0.983010863755965
"Sawlog Bark Volume","ST_BK_CV_SAW","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",3652,15.3581051478642,9,49.5,3.20577909242162,33.9386166761893,-0.00451510026200709,7.31761787398686,1.7628010354324,23.8318071214478,0.141686140232355,3.20534333507258,0.921651172090629
"Sawlog Wood Volume","ST_WD_CV_SAW","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",3652,15.3581051478642,9,49.5,9.38996046900079,15.0677768915885,-0.816613103380631,-1.4048991189442,4.7964054833964,11.6840215041439,0.391877596479958,9.42412177674336,0.973722534588953
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",3777,15.3196716971141,9,49.5,9.55602031975191,13.1247018734859,-0.828565955876117,-1.47671950089771,4.9678734562474,10.2766459124084,0.402915530003368,9.59061356906943,0.980050089801828
"Stump Bark Volume","SP_BK_CV","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",5232,12.7881880733945,1.5,49.5,0.161682179760226,NA,-0.0500246398995516,Inf,0.0966459009959856,Inf,0.00911770350350042,0.169229416639881,0.751049278721749
"Stump Wood Volume","SP_WD_CV","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",25480,14.3529591836735,1.5,82.5,0.831362585875369,22.5914993589453,-0.100031309066908,5.80926407928418,0.342808527075306,17.5297706371929,0.0292866264576153,0.837342753149019,0.934936244459247
"Stump Wood+Bark Volume","SP_WDBK_CV","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",5409,12.7644296542799,1.5,49.5,0.37098343086789,22.0666271960537,-0.0259752830541603,5.25243406745673,0.218307252978176,17.4052329006246,0.0196329703160065,0.371857468552357,0.941643837244594
"Total Stem Bark Volume","ST_BK_CV_TOT","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",5232,12.7881880733945,1.5,49.5,2.77392378450705,33.1698576619217,-0.0079482841257196,7.14139728515913,1.37454938198902,23.013600269444,0.12691390167085,2.77367006813812,0.931639498926594
"Total Stem Wood Volume","ST_WD_CV_TOT","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",25480,14.3529591836735,1.5,82.5,11.5942089745692,11.1427000790269,-0.00763399534810606,0.780053008391102,4.60741425251298,8.39181008147831,0.366019835925271,11.5939839697437,0.980294236100243
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",5409,12.7644296542799,1.5,49.5,7.88097116463873,10.2857958814751,-0.37166844317001,0.0106440128750143,3.43283639006947,7.88937518546384,0.326823723305166,7.88900255227377,0.983951611282799
"Foliage","FOL_DW","130","SUBARCTIC_DIVISION",198,4.12272727272727,1,12.5,4.90246648529676,127.545252473689,-0.838870282680988,27.3597979895706,2.38304110985842,51.4383243893943,0.841402574958503,4.96150141137442,0.815630219626907
"Foliage","FOL_DW","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",1148,7.80557491289199,1,34.5,13.3064454876005,154.59002593207,0.100680562607358,44.2919502974524,6.30226684969019,67.4935491256563,0.958947083916252,13.3010297850002,0.775471094173457
"Branches","BRT_WDBK_DW_TOT","210","WARM_CONTINENTAL_DIVISION",3019,8.3603842331898,1,32.3,90.0558600557916,109.98437784248,-2.04038697705315,24.6821784101418,39.0200957984819,48.8538329935514,5.77664580718877,90.064059259187,0.88262330086566
"Foliage","FOL_DW","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",238,5.61470588235294,1,21.1,14.9260892787679,249.229430423682,-1.3268418855541,48.9292215247783,5.02708852223963,74.3376939451976,1.3469131244538,14.9536806813673,0.694347068017016
"Foliage","FOL_DW","M330","TEMPERATE_STEPPE_REGIME_MOUNTAINS",1212,8.50206270627063,1,37,27.5195212911257,722.069344746513,-0.399577437431229,62.2326632351133,12.5472948424316,87.7084254527275,1.8288581631817,27.5110679435162,0.803540343592227
"Stump Wood+Bark Weight","SP_WDBK_DW","220","HOT_CONTINENTAL_DIVISION",613,9.86900489396411,1.1,32.8,12.0197584510813,21.9623979092495,-2.09581529158913,-6.58958216606435,6.02088360819757,18.0359390414404,0.654258670098044,12.1914457906932,0.944536025618816
"Total Stem Bark Weight","ST_BK_DW_TOT","220","HOT_CONTINENTAL_DIVISION",611,9.88036006546645,1.1,32.8,30.2620242404758,27.7263777601432,-2.52365582324356,2.66350570759019,15.7228869164382,20.599133043205,1.77256881437357,30.3423814439953,0.960669715998724
"Total Stem Wood Weight","ST_WD_DW_TOT","220","HOT_CONTINENTAL_DIVISION",612,9.87173202614379,1.1,32.8,190.007919900171,17.5919248564324,3.50803171354757,2.63214446798055,74.5672269297844,13.0152317052928,8.34730805735656,189.885028544909,0.978172393358692
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","220","HOT_CONTINENTAL_DIVISION",613,9.86900489396411,1.1,32.8,197.36624285452,16.3693121584809,0.978565974966628,1.66424303225645,79.4083750249214,12.0386624544521,8.80407911723993,197.207621153042,0.980856658062685
"Merch Stem Bark Weight","ST_BK_DW_MER","220","HOT_CONTINENTAL_DIVISION",500,11.3864,5,32.8,31.4524150380592,33.3999475234727,-1.64712358249387,9.49543066863716,17.6050774138023,23.5617901150399,1.79450042232957,31.4640893559449,0.958936479518043
"Merch Stem Wood Weight","ST_WD_DW_MER","220","HOT_CONTINENTAL_DIVISION",500,11.3864,5,32.8,201.742631718911,19.316329182862,7.08488936695828,4.96413836523562,86.3825742967076,13.408950986854,8.82807819579056,201.665279439244,0.976842398664142
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","220","HOT_CONTINENTAL_DIVISION",502,11.3665338645418,5,32.8,209.040002778622,19.3105477173182,5.37713261915031,4.85552964131983,92.0878854895263,13.150901847104,9.30804022157629,208.900907275179,0.979695905647574
"Branches","BRT_WDBK_DW_TOT","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",1316,9.98996960486322,1,42,202.521082400673,177.985609943134,-1.62984532588502,32.463034852227,91.6821509493792,59.2428951079667,10.584423544864,202.450682783798,0.886377503667542
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","220","HOT_CONTINENTAL_DIVISION",412,10.4606796116505,1.2,32.8,397.208786311291,17.7363043473793,-58.2019462886043,-2.44628718255716,162.748107884746,13.1554921608129,17.5303274830127,400.972988968864,0.978775427871374
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","220","HOT_CONTINENTAL_DIVISION",469,10.7454157782516,1.2,32.8,374.366873277934,17.0222190629071,-54.0953851721112,-2.25143072319778,157.99464676066,12.5976259846014,16.8384155798281,377.859812665509,0.978695623563746
"Foliage","FOL_DW","220","HOT_CONTINENTAL_DIVISION",492,10.8569105691057,1.2,32.8,16.3744036503422,173.132029572101,-0.578860362404183,44.8642575435363,9.33001264551819,67.842092326445,0.966391643120513,16.3679935437577,0.76684645769278
"Branches","BRT_WDBK_DW_TOT","220","HOT_CONTINENTAL_DIVISION",469,10.7454157782516,1.2,32.8,261.191517041009,58.3671422697479,-54.9108151796961,-2.20505557283227,110.944945460985,39.5488499629586,12.0002951266989,266.628478646279,0.938287544158911
"Top and Branches","BRT_WDBK_DW_MER","220","HOT_CONTINENTAL_DIVISION",398,12.1582914572864,5,32.8,282.502365793217,37.5710099801119,-66.9388272345902,-3.33897122631908,131.013967140918,27.1674669291395,13.0661238054604,289.979088376623,0.935108898180654
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",1132,9.15388692579505,1,42,208.088390293423,19.5371627957098,-10.7944837732886,0.574933478117093,97.2626705667757,13.9172021112503,11.5770027211635,208.276372841505,0.981442656456564
"Top and Branches","BRT_WDBK_DW_MER","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",812,11.6330049261084,5,42,185.660078973501,46.7781748629496,3.37456481402027,15.5391267868198,96.8651353274903,34.01265310679,10.0060756899461,185.576405520393,0.905743850709169
"Merch Stem Bark Weight","ST_BK_DW_MER","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",973,11.2728674203494,5,42,38.3818750077793,30.1100379354458,4.6606036230294,11.0983695446798,19.9239420083481,22.2281884780597,2.14384485910911,38.6442170011126,0.928870734811828
"Merch Stem Wood Weight","ST_WD_DW_MER","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",973,11.2728674203494,5,42,135.56087329839,20.4430841374519,-16.4321636235817,1.78213435601326,74.5208127210586,12.9077421512903,8.16821466646167,136.48399056207,0.978447093938775
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",1007,11.3130089374379,5,42,146.328022018398,19.4939413466869,-10.5242927996383,2.33567413535826,81.2993064403592,12.3457423518851,8.85254030125721,146.633514989113,0.980734501222406
"Stump Wood+Bark Weight","SP_WDBK_DW","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",1328,9.27146084337349,1,42,9.35762668159756,26.1793586311116,-1.47891916568007,-6.88409224822416,5.01331807733762,19.2993568513064,0.648759468945804,9.47029257084462,0.938668624192607
"Total Stem Bark Weight","ST_BK_DW_TOT","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",1281,9.24707259953162,1,42,34.9085244218624,41.3295973621551,2.47640958100286,7.27213277574491,16.2453468680408,23.0289585143161,1.9798118482856,34.9826584139182,0.939133529525411
"Total Stem Wood Weight","ST_WD_DW_TOT","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",1281,9.24707259953162,1,42,125.617151010012,21.6980436625972,-16.1477317756534,0.155628103870195,61.7081870059917,14.1806634736496,7.69498748011315,126.602131209874,0.980456815450283
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",1328,9.27146084337349,1,42,134.955905813446,21.1197051520455,-12.5066831175259,0.38459899760704,67.2882248955289,13.7268086793573,8.32072693826614,135.483574485692,0.982749564162502
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","M220","HOT_CONTINENTAL_REGIME_MOUNTAINS",859,8.4708963911525,1,34.5,223.422590386926,21.4974113321889,-14.7720818296234,1.18175149319763,96.8443259259908,15.6509510555779,12.1406958043407,223.780600012252,0.979053497281104
"Merch Stem Bark Volume","ST_BK_CV_MER","M230","SUBTROPICAL_REGIME_MOUNTAINS",1245,13.8204016064257,5,24.9,1.71276070536967,49.3853199795916,-0.221865586691982,8.39384057276722,1.25362423763937,26.5216300964563,0.109832769322156,1.72638851594064,0.862709303870837
"Merch Stem Wood Volume","ST_WD_CV_MER","M230","SUBTROPICAL_REGIME_MOUNTAINS",1245,13.8204016064257,5,24.9,3.91113133813393,12.409643734694,0.17635974100446,1.31101220523029,2.63144291121774,9.14062940866847,0.237310603844151,3.91353604773013,0.969241835948991
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","M230","SUBTROPICAL_REGIME_MOUNTAINS",1245,13.8204016064257,5,24.9,3.97378202449759,10.0778529484022,-0.0455058456875227,0.377020497353646,2.67967359080166,7.50760128808442,0.238488558660112,3.97244645922309,0.977563280732216
"Sawlog Bark Volume","ST_BK_CV_SAW","M230","SUBTROPICAL_REGIME_MOUNTAINS",1043,15.0137104506232,9,24.9,1.81125748462699,39.0885970222403,-0.383979935957432,2.06927436646493,1.39639035200871,23.4097731096384,0.114504032939036,1.85066173716873,0.815010265460303
"Sawlog Wood Volume","ST_WD_CV_SAW","M230","SUBTROPICAL_REGIME_MOUNTAINS",1043,15.0137104506232,9,24.9,4.41720778246712,13.213035748328,-0.770613355386136,-1.83003718455714,3.23770157299126,10.0985426562951,0.272353517714042,4.4818369254955,0.955337852547658
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","M230","SUBTROPICAL_REGIME_MOUNTAINS",1043,15.0137104506232,9,24.9,4.69369336776549,11.496297592247,-1.15459329134357,-2.74950072838594,3.56631518981367,9.13339521924178,0.295930861832105,4.83143049299849,0.96266657653363
"Stump Bark Volume","SP_BK_CV","M230","SUBTROPICAL_REGIME_MOUNTAINS",1269,13.6334121355398,1.1,24.9,0.121718391603793,82.7222661030856,-0.0394761397393073,4.08789304152543,0.0964415003641988,42.783958518156,0.0086779252537652,0.127914258889909,0.526226227357134
"Stump Wood Volume","SP_WD_CV","M230","SUBTROPICAL_REGIME_MOUNTAINS",1269,13.6334121355398,1.1,24.9,0.208168563573166,16.2494797116001,-0.00939059002844332,-0.557597496475449,0.148547964798467,12.5713904830785,0.0138376576401071,0.208298309580679,0.923967789031034
"Stump Wood+Bark Volume","SP_WDBK_CV","M230","SUBTROPICAL_REGIME_MOUNTAINS",1269,13.6334121355398,1.1,24.9,0.249769485384031,16.3658828506613,-0.0488667297677506,-3.71172488466771,0.192739341704947,13.4224783470636,0.0172824192049116,0.254408318479542,0.920485923676161
"Total Stem Bark Volume","ST_BK_CV_TOT","M230","SUBTROPICAL_REGIME_MOUNTAINS",1269,13.6334121355398,1.1,24.9,1.7570377611431,50.2743875224399,-0.279229967249609,7.69858548868821,1.29333319761503,26.8522471137478,0.11396389283135,1.77840330111046,0.866948720061799
"Total Stem Wood Volume","ST_WD_CV_TOT","M230","SUBTROPICAL_REGIME_MOUNTAINS",1269,13.6334121355398,1.1,24.9,3.90625942422215,11.5591072665464,0.176459151241826,1.41667390174401,2.6018335587058,8.70057220880587,0.236820064123139,3.90870518214168,0.971528424914946
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","M230","SUBTROPICAL_REGIME_MOUNTAINS",1269,13.6334121355398,1.1,24.9,3.89740592103161,8.8812975259393,-0.102770816007784,0.289877268615985,2.59338635871392,6.76672023860073,0.232911909572631,3.89722527931129,0.980026817827287
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",371,9.58921832884097,5,26,215.046562216976,63.5830811352298,35.5909010715133,6.50032768995652,75.8367380775295,17.0306400337742,12.0923655852881,217.685751716222,0.832046044046388
"Stump Wood+Bark Weight","SP_WDBK_DW","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",147,8.43809523809524,1.1,26,10.4155311237984,12.3428784899418,-6.50195957391165,-20.4721375496382,6.52910545812131,20.9448305345047,0.767110894422888,12.2482972423335,0.893507459809983
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","M210","WARM_CONTINENTAL_REGIME_MOUNTAINS",617,6.97293354943274,1,26,169.064528665924,55.768158893644,18.4435512697497,5.66227932497105,48.5657700051623,20.1177227099002,9.54966934093367,169.93132132333,0.880205779813537
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","M310","TROPICAL_SUBTROPICAL_STEPPE_REGIME_MOUNTAINS",157,10.8815286624204,1.2,31.8,170.698177747882,20.6620274106474,-6.36226452705242,2.39115317349167,96.0938197809859,15.387900224309,9.99698154893382,170.272589635441,0.978620193496829
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","M310","TROPICAL_SUBTROPICAL_STEPPE_REGIME_MOUNTAINS",157,10.8815286624204,1.2,31.8,168.566815649807,21.8325837548612,-4.2567875545806,2.82328849766582,95.6145362225876,16.3719013409734,9.76582580432781,168.08303237953,0.977662260559404
"Foliage","FOL_DW","M310","TROPICAL_SUBTROPICAL_STEPPE_REGIME_MOUNTAINS",233,9.57038626609442,1,31.8,13.2119235140353,106.510226690254,-0.0465517864424029,42.4864892590622,8.32340819292892,61.1897721284347,0.969259830902388,13.183623449194,0.895499576891003
"Top and Branches","BRT_WDBK_DW_MER","M310","TROPICAL_SUBTROPICAL_STEPPE_REGIME_MOUNTAINS",140,11.8035714285714,5,31.8,82.5791984874375,40.6090404170219,5.61496675717793,25.5782967932569,48.4946134062176,36.0803092144514,4.70078272690906,82.4751018017311,0.909753294801453
"Merch Stem Bark Weight","ST_BK_DW_MER","M310","TROPICAL_SUBTROPICAL_STEPPE_REGIME_MOUNTAINS",101,12.4851485148515,5,31.8,27.1618581900835,28.0565092871035,7.74299117590581,14.5145011080044,18.6385413306992,23.2305955651708,1.68295102120975,28.1143350175154,0.941978325819675
"Merch Stem Wood Weight","ST_WD_DW_MER","M310","TROPICAL_SUBTROPICAL_STEPPE_REGIME_MOUNTAINS",101,12.4851485148515,5,31.8,107.499845143271,16.2066549312267,29.3566803841993,4.68518068418394,56.9942005117203,12.520379161238,5.24917278486639,110.921654341345,0.983623281082694
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","M310","TROPICAL_SUBTROPICAL_STEPPE_REGIME_MOUNTAINS",172,11.293023255814,5,31.8,153.984452203384,20.8452869005993,-18.8865771005455,-3.90392626464263,85.7886174088387,16.7174498738382,9.19299221525504,154.693433713324,0.964961032101805
"Stump Wood+Bark Weight","SP_WDBK_DW","M310","TROPICAL_SUBTROPICAL_STEPPE_REGIME_MOUNTAINS",214,9.76308411214953,1.7,31.8,19.0056304122536,31.4523111588365,-9.94786842133209,-18.9899387496779,10.291610985244,28.0660017994873,1.08441976032122,21.4122898744271,0.670012100264732
