"VAR2","VAR3","DIVISION","DIVISION_DESCRIPTION","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Merch Stem Bark Weight","ST_BK_DW_MER","240","MARINE_DIVISION",122,14.1918032786885,5,44.9,96.370273226348,43.9305626526198,8.85596371850376,5.13008994262102,50.6705164711171,31.2953155171872,4.2308769016286,96.3822225445714,0.903408914628411
"Merch Stem Wood Weight","ST_WD_DW_MER","240","MARINE_DIVISION",122,14.1918032786885,5,44.9,350.992096100323,19.7289725970853,-4.72376043990246,3.66455527117363,175.947508255913,14.3677210554332,13.9763732665411,349.58256056989,0.980538790810426
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","240","MARINE_DIVISION",122,14.1918032786885,5,44.9,371.408272891741,20.4974783292026,4.13220327860128,2.82048605697582,190.997593001488,14.3891726234211,15.5268637856806,369.906056843765,0.982609011543445
"Stump Wood+Bark Weight","SP_WDBK_DW","240","MARINE_DIVISION",82,14.6743902439024,3.6,44.9,40.0525363774972,26.8590063214264,-19.6500279835312,-7.05144136670886,21.7166298058133,21.7554206837471,1.45508686118386,44.3933078992826,0.792825162832856
"Branches","BRT_WDBK_DW_TOT","240","MARINE_DIVISION",113,14.1283185840708,1.1,44.9,121.097776529724,208.114008589078,30.6522937487622,47.4969235385428,74.3873842210405,69.9595787415284,5.75777675553314,124.396377514356,0.770381188315255
"Total Stem Bark Weight","ST_BK_DW_TOT","240","MARINE_DIVISION",138,12.8724637681159,1.2,44.9,89.8152295606507,46.1718675693841,3.58043394309911,0.969322212875918,46.2954834391679,33.9581153108906,4.11289568686075,89.5608177363747,0.918938328846247
"Total Stem Wood Weight","ST_WD_DW_TOT","240","MARINE_DIVISION",138,12.8724637681159,1.2,44.9,351.140421810357,24.645919096957,-38.9524847276512,-0.531481046084728,168.922397794,17.3969543039345,14.3358904855138,352.027579265486,0.980746732368654
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","240","MARINE_DIVISION",138,12.8724637681159,1.2,44.9,361.258926198954,25.2504719137599,-35.3720507845521,-1.28307399834735,181.372789811329,17.5746962984342,15.7209095105761,361.681466908374,0.983790226282744
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","230","SUBTROPICAL_DIVISION",7426,7.57227309453272,1,37.9,172.283681131244,18.9940425278806,-4.06404147593509,-1.02479596833284,64.9983033815838,13.7726194328224,9.43092389124896,172.320011097625,0.977079091755832
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","230","SUBTROPICAL_DIVISION",6256,7.0804347826087,1,37.9,171.147144212659,19.0627826532804,-0.0897472276203799,-1.66935881770959,57.3888833962297,13.8973561503081,8.86628728193963,171.133488558942,0.978659927647043
"Stump Wood+Bark Weight","SP_WDBK_DW","230","SUBTROPICAL_DIVISION",10373,7.9175648317748,1,37.9,7.48796979973858,28.1553207548751,-0.275439401985238,-3.12213572012775,3.75024419581796,20.9154000026563,0.613288333845776,7.49267330372358,0.944419623433115
"Branches","BRT_WDBK_DW_TOT","230","SUBTROPICAL_DIVISION",6479,7.05240006173792,1,37.9,126.049490377175,94.668860109359,0.273500778791143,12.4786899367439,32.2859833792959,51.5321897105258,5.75727936693559,126.040059201731,0.88659257777737
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","230","SUBTROPICAL_DIVISION",10373,7.9175648317748,1,37.9,106.100788699593,17.2588220994876,-2.49808967364227,0.507652106768765,46.168149565723,12.396028905328,6.55176841892674,106.125079774134,0.980823594193093
"Merch Stem Bark Volume","ST_BK_CV_MER","230","SUBTROPICAL_DIVISION",53079,10.764437913299,5,48.9,1.54458746759436,47.617082530185,0.0037383239482239,9.78602321014752,0.844705210721923,27.3091827182657,0.0962487416179269,1.54457744155251,0.854374893042086
"Merch Stem Wood Volume","ST_WD_CV_MER","230","SUBTROPICAL_DIVISION",53100,10.7666666666667,5,48.9,3.64734460226779,16.1493981514796,-0.0619614352614449,0.644287497015978,1.90121179073377,11.7468280754737,0.215980918109849,3.64783652834593,0.974845828519277
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","230","SUBTROPICAL_DIVISION",53741,10.7828585251484,5,48.9,3.8666753905989,13.9704783859252,-0.101495357592304,0.00730767861569564,2.00186988874815,10.0060263494623,0.226285114667752,3.86797126098817,0.979253619532518
"Stump Bark Volume","SP_BK_CV","230","SUBTROPICAL_DIVISION",60439,9.76986052052483,1,48.9,0.121340624295797,NA,-0.00170964125458277,Inf,0.0715517288428437,Inf,0.00851938818106339,0.121351664049879,0.585911225602369
"Stump Wood Volume","SP_WD_CV","230","SUBTROPICAL_DIVISION",60578,9.78302353989897,1,48.9,0.385130704602617,24.6119899822743,-0.000810356735404748,1.37284840125839,0.172409899473858,18.302585298262,0.022979361766829,0.385128378334685,0.87140279995662
"Stump Wood+Bark Volume","SP_WDBK_CV","230","SUBTROPICAL_DIVISION",61136,9.79419327401204,1,48.9,0.447366609174182,24.000031216602,-0.00155816492398292,0.205420668755647,0.205151853501676,17.6720045161768,0.0270705252686837,0.447365663912667,0.867023099913536
"Total Stem Bark Volume","ST_BK_CV_TOT","230","SUBTROPICAL_DIVISION",60856,9.72335677665308,1,48.9,1.51149160342678,47.1489668334595,0.00209299587399019,11.0172094485346,0.788691674265745,26.8686527565021,0.0956937154594859,1.51148063390437,0.867505050756776
"Total Stem Wood Volume","ST_WD_CV_TOT","230","SUBTROPICAL_DIVISION",61245,9.70370969058699,1,48.9,3.41183148278656,14.2821220707961,0.00317789096962434,0.736341019299668,1.66148499281379,10.6018053091859,0.202169173852213,3.41180510872083,0.978521076077246
