"VAR2","VAR3","DCLASS","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Merch Stem Wood Volume","ST_WD_CV_MER",26,1087,25.8709291628335,25,26.9,15.291253847163,12.4249039951485,-1.0965498998591,0.623489598594754,11.7245351363964,9.41421220229172,0.592172978418103,15.3235034459127,0.78756340942159
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",26,1163,25.8725709372313,25,26.9,16.7757188482411,11.9821066823912,-0.565506399760051,0.976982859544471,12.9149500056032,8.97602870834926,0.647652419282138,16.778037985451,0.799525801883125
"Sawlog Bark Volume","ST_BK_CV_SAW",26,1079,25.8736793327155,25,26.9,6.50003779320305,69.6408369976308,0.1289360667162,17.1265521206348,4.70763419426079,32.7423613615498,0.251252625197291,6.49830429731642,0.646659176514758
"Sawlog Wood Volume","ST_WD_CV_SAW",26,1082,25.8742144177449,25,26.9,15.4401992588055,12.8290714934346,-1.16506906212649,0.666853788965255,11.8381091107958,9.68224428368382,0.597982775814882,15.4769766615477,0.785522746520539
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",26,1163,25.8715391229579,25,26.9,16.9278423576271,12.394883529782,-0.738024462401114,0.969898739209968,13.0668326091276,9.26278365720903,0.653911582789312,16.9366506946828,0.798844561103874
"Total Stem Bark Volume","ST_BK_CV_TOT",26,1081,25.8737280296022,25,26.9,6.7430104699497,69.397425806029,0.0872788326570589,16.5797583423365,4.89034110076081,32.1368210106995,0.260647313914869,6.74045596098334,0.644332884091815
"Total Stem Wood Volume","ST_WD_CV_TOT",26,2663,25.8771686068344,25,26.9,15.7963146816351,11.3293267466767,-0.23261422297496,1.02472912160569,12.1878278003673,8.69439563786622,0.609046436504641,15.7950614663623,0.814535021075526
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",26,1166,25.8719554030875,25,26.9,16.7984605216578,11.4646811394296,-0.450859860768888,0.963163994888487,12.9162774938862,8.61772382188118,0.648332804592173,16.7973074197326,0.797956541199995
"Merch Stem Bark Volume","ST_BK_CV_MER",28,642,27.8188473520249,27,28.9,7.35393200402875,53.0767390959903,-0.248695896398301,10.3985791264798,5.5011777516658,27.3455305410474,0.263742781268947,7.35240969455267,0.646122166363914
"Merch Stem Wood Volume","ST_WD_CV_MER",28,654,27.8255351681957,27,28.9,19.3782164463501,12.8085509623015,-1.90155960975706,0.494373751477906,14.8352516692482,9.83091514747725,0.696967556616268,19.4565418103265,0.790820888791952
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",28,700,27.8252857142857,27,28.9,20.8170952674793,11.4919588286526,-1.05044866489247,0.591586797743236,16.09596163637,9.01324790669986,0.746317218817645,20.8287259395577,0.80245881704362
"Sawlog Bark Volume","ST_BK_CV_SAW",28,642,27.8188473520249,27,28.9,7.29343947057097,53.1913325584073,-0.163933713711889,10.9957304892724,5.45503572413481,27.6914801084464,0.261495554021491,7.28960057010283,0.651423111186811
"Sawlog Wood Volume","ST_WD_CV_SAW",28,646,27.8198142414861,27,28.9,19.1779008834146,12.846037563398,-1.83746733805789,0.555957786591569,14.7319283718307,9.90335980334398,0.689840226091072,19.2509436452713,0.797593446265781
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",28,700,27.8252857142857,27,28.9,21.0171672913841,11.9019827711252,-1.08728453906993,0.658910701149045,16.2651964269811,9.2709394397663,0.753491692117505,21.0302752755264,0.8015552259783
"Total Stem Bark Volume","ST_BK_CV_TOT",28,642,27.8188473520249,27,28.9,7.50832844063763,52.4632003517791,-0.231399419013556,10.600865228899,5.61571747446465,27.1548352261802,0.269260384679964,7.50604623909294,0.652427720517557
"Total Stem Wood Volume","ST_WD_CV_TOT",28,1949,27.884402257568,27,28.9,19.2411688112235,11.7093710350389,0.000253543319607445,1.21073975631799,14.8880006763468,8.8811367587652,0.6879284570207,19.2362320151708,0.81463097185153
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",28,700,27.8252857142857,27,28.9,20.8611339498886,11.0491024323911,-0.928555477948781,0.596067736754061,16.0453392612195,8.65033824833869,0.747771904741447,20.8668979334632,0.80018785968685
"Merch Stem Bark Volume","ST_BK_CV_MER",30,425,29.8392941176471,29,30.9,8.95300143344688,42.1657422950323,-0.460392365428451,9.27440549092876,6.6294602928125,26.9452129214541,0.299428704163416,8.95430582973059,0.688181768060504
"Merch Stem Wood Volume","ST_WD_CV_MER",30,427,29.8367681498829,29,30.9,23.1523726752756,14.1438806500469,-0.176453804918164,1.65169870423082,17.7209488277567,10.1820821656365,0.773922271574123,23.125919470014,0.798623029988994
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",30,458,29.8360262008734,29,30.9,25.6592932346675,13.1798110879675,0.579073804232128,1.71569362779293,19.5133456431171,9.63026671039715,0.859626934419468,25.6378061201159,0.80876664976372
"Sawlog Bark Volume","ST_BK_CV_SAW",30,424,29.8410377358491,29,30.9,8.87265963457659,42.9372496032856,-0.315821876731807,10.1361707335989,6.57065843808494,27.3967812143336,0.296447994113396,8.86781610249457,0.694540706485801
"Sawlog Wood Volume","ST_WD_CV_SAW",30,426,29.8403755868545,29,30.9,23.337581577228,14.5939106201235,-0.129045820778269,1.76845797597232,17.8287046010105,10.3935579222564,0.78011173168619,23.3105311538466,0.797793976568231
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",30,456,29.8375,29,30.9,25.9033116676534,13.6868473564678,0.756785547746051,1.91585951920154,19.6851817210141,9.87191298480091,0.867945270851194,25.8859581421586,0.808196315442499
"Total Stem Bark Volume","ST_BK_CV_TOT",30,425,29.8392941176471,29,30.9,9.14322978031493,41.9735323888255,-0.475510416254474,9.42383643280398,6.77769520085619,26.7810373690925,0.30582201085646,9.14483779319255,0.692327112467355
"Total Stem Wood Volume","ST_WD_CV_TOT",30,1348,29.9178783382789,29,30.9,23.115543410261,12.2074089368372,1.28772144769192,1.90342640965491,18.080791809257,9.2646706492489,0.772484357295477,23.1428215147656,0.815954861336003
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",30,458,29.8360262008734,29,30.9,25.691548124522,12.671375749001,0.677926555780167,1.66209750103033,19.5341102579146,9.29456767250747,0.860893458681347,25.6724377478847,0.80675956509881
"Merch Stem Bark Volume","ST_BK_CV_MER",38,77,37.861038961039,37,38.9,11.7833484500275,35.2002306990814,0.8185709421992,9.20394585915995,9.3130431483414,22.9247072582981,0.312004260850545,11.7351671221523,0.809838300634579
"Merch Stem Wood Volume","ST_WD_CV_MER",38,79,37.8822784810127,37,38.9,44.0995455372697,15.4558613588817,0.712493925132243,2.31565171953964,33.7254209543141,11.3455865268335,1.16250677258495,43.8253376880396,0.785053937644921
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",38,79,37.853164556962,37,38.9,46.2191694992912,13.4272096639241,0.495478846604055,1.59304747990144,36.0124362644358,10.1426237571784,1.22092593986266,45.9283841971108,0.801708470937204
"Sawlog Bark Volume","ST_BK_CV_SAW",38,77,37.861038961039,37,38.9,11.7778394900953,35.7660921534081,0.908560432905027,9.66175060716678,9.32208549246047,23.2641218213286,0.312073300572163,11.7363307341347,0.80996701246382
"Sawlog Wood Volume","ST_WD_CV_SAW",38,77,37.861038961039,37,38.9,43.9702823429685,14.8779850889579,-0.398979271914196,1.6646354260549,33.4892030660871,10.9637203259574,1.15983586238079,43.6856499116608,0.776204183495017
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",38,79,37.853164556962,37,38.9,46.4184815182773,13.568983956068,0.643472939900542,1.67478898918503,36.1324329106296,10.2446086598791,1.22626015085979,46.1282463508007,0.800793702200063
"Total Stem Bark Volume","ST_BK_CV_TOT",38,77,37.861038961039,37,38.9,12.1159654272868,35.564981186445,0.656277740235705,9.34475546999902,9.60141309765588,23.2022557203068,0.320416428279037,12.0549105811726,0.812018675170346
"Total Stem Wood Volume","ST_WD_CV_TOT",38,433,37.9438799076212,37,38.9,44.3506218065125,13.1310970398299,-2.24224042896009,0.770952851656738,34.0493828451696,9.83171073053258,1.16835700295781,44.3560889078185,0.783454051948825
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",38,79,37.853164556962,37,38.9,46.502613065679,13.1485475053674,0.0761376939335159,1.42583425688042,36.3633978477759,9.9341749632071,1.22852484012293,46.2074181219109,0.796647534024423
"Stump Wood Volume","SP_WD_CV",2,8272,1.99377417794971,1,2.9,0.0122525917125841,31.9716449659699,-0.00166625984003983,-1.10270865375548,0.00775460969624192,24.0890704721354,0.00615640469215044,0.0123646381602932,0.568108485228407
"Total Stem Wood Volume","ST_WD_CV_TOT",2,8850,1.98262146892655,1,2.9,0.052782387950972,19.7875611884752,-0.0124369698128096,-7.05831186457423,0.0347820625920261,15.8671148595686,0.0253162565133119,0.0542249379518102,0.905749930596702
"Total Stem Wood Volume","ST_WD_CV_TOT",40,1629,48.1193984039288,39,146.3,98.3318689908707,13.779536969998,-0.965668703590716,1.72507332586184,65.0792329641889,10.3884094536656,1.75578669190976,98.3064257104213,0.941718282314219
"Total Stem Wood Volume","ST_WD_CV_TOT",34,795,33.9334591194969,33,34.9,35.088974410547,14.0223541036914,-0.444600761263051,1.68463855125964,26.6974802516343,10.0720894633491,1.03409667233927,35.0697172833653,0.781224439647261
"Total Stem Wood Volume","ST_WD_CV_TOT",36,591,35.8636209813875,35,36.9,36.5299770072196,12.5198014325821,3.36267980883842,2.51656877806249,29.06219367929,9.77510499097895,1.02152454259445,36.6536342162971,0.794684858555909
"Total Stem Wood Volume","ST_WD_CV_TOT",32,989,31.9173913043478,31,32.9,27.7961080445325,12.6442852130628,0.130449731041173,1.43342083395709,21.6916854384674,9.50065871983664,0.86978530116329,27.782358117088,0.813381576865152
"Merch Stem Bark Volume","ST_BK_CV_MER",32,266,31.8699248120301,31,32.9,10.2552233650451,71.609932123475,0.563775474155606,18.1989406012224,7.45544613961975,33.5398636850955,0.322841806568811,10.2514425615411,0.71390748265762
"Merch Stem Wood Volume","ST_WD_CV_MER",32,270,31.8651851851852,31,32.9,25.4324583577413,14.6319152950513,-3.10567696434614,0.462473089969316,19.2850643059142,9.97861206023597,0.799283246599307,25.5745884651487,0.846417882684379
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",32,288,31.8673611111111,31,32.9,31.368311816567,15.0330363316451,0.0613766585830634,1.83979130421617,23.1805067614374,10.1466786736861,0.979691500250734,31.3138657369418,0.827747735520879
"Sawlog Bark Volume","ST_BK_CV_SAW",32,266,31.8699248120301,31,32.9,10.1654864095308,71.6358284333543,0.673097548849124,18.8750227789981,7.41999412748444,33.9392750557589,0.320174363571489,10.1686620979291,0.71830959616261
"Sawlog Wood Volume","ST_WD_CV_SAW",32,266,31.8699248120301,31,32.9,25.7953879253843,15.2604257791414,-3.09891285861209,0.625223801455094,19.5582096739899,10.2631318033941,0.810390420743169,25.932677989449,0.844007750297023
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",32,289,31.8660899653979,31,32.9,31.6060789628887,15.6142991402172,0.341561028984925,2.12385884450795,23.4271110682407,10.4627129378414,0.987141826762152,31.5531985213034,0.827557539001667
"Total Stem Bark Volume","ST_BK_CV_TOT",32,266,31.8699248120301,31,32.9,10.4868092403813,71.5010203134182,0.586566028727844,18.2791193235935,7.61041264884878,33.260652395655,0.330067293355709,10.4835010749096,0.716444726873033
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",32,289,31.8660899653979,31,32.9,31.3103963097005,14.1950313178832,0.35961124059502,1.82530290313513,23.0773963915109,9.70038391610467,0.978015882963113,31.2582477789594,0.827369875230082
"Stump Bark Volume","SP_BK_CV",2,7298,1.95955056179775,1,2.9,0.00544782573456703,NA,-3.02972801913705e-05,Inf,0.00325652564528144,Inf,0.00256875921621124,0.00544753673282468,0.442955608762095
"Stump Wood+Bark Volume","SP_WDBK_CV",2,7363,1.96155099823442,1,2.9,0.0152559729760435,30.5935621729713,-0.00212780759254757,-0.810230927064078,0.00964723695351919,23.1521961456598,0.00766525984117311,0.0154026188214358,0.602837762664128
"Total Stem Bark Volume","ST_BK_CV_TOT",2,7585,1.96013183915623,1,2.9,0.0277837378715417,63.5721298085111,0.00129327564973309,10.7895023108121,0.0175937709314362,33.074628220393,0.012408470377641,0.0278119916693852,0.703118172770073
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",2,7650,1.9620522875817,1,2.9,0.059699999800796,17.6430348526123,-0.0114801761256603,-5.38136029988643,0.0378752065896756,13.7574567368262,0.02809311703886,0.0607899541534347,0.919930176215238
"Merch Stem Bark Volume","ST_BK_CV_MER",34,190,33.8657894736842,33,34.9,12.369646008457,51.7333287377279,1.73801290281387,21.3485621225258,9.36330098797251,35.6731848829274,0.368872471721598,12.4588733524499,0.652465529584173
"Merch Stem Wood Volume","ST_WD_CV_MER",34,191,33.8670157068063,33,34.9,39.5348061651814,21.5190237960489,-2.53991336057122,2.78614945178516,28.4012198604941,13.2096861990201,1.17069952910282,39.5128941944283,0.741889756022099
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",34,202,33.8470297029703,33,34.9,42.6857443291347,20.781381441463,1.14133996968439,3.77477933956923,31.4907803095511,12.941611980319,1.26494471585367,42.5952493082998,0.755703781441272
"Sawlog Bark Volume","ST_BK_CV_SAW",34,190,33.8657894736842,33,34.9,12.3485086570298,53.0932854788853,1.84523822178671,22.5294969292789,9.39609187425772,36.7707177876391,0.36873443414038,12.4534338240809,0.653658502564065
"Sawlog Wood Volume","ST_WD_CV_SAW",34,190,33.8657894736842,33,34.9,40.0580415956644,22.8048393343223,-2.40127328637889,3.15132567163121,28.7964436371633,13.7032625342507,1.18588291586685,40.0245837073544,0.739072082652912
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",34,202,33.8470297029703,33,34.9,43.1918836762407,22.0544943953361,1.41022557029848,4.18242627554975,31.8368604118365,13.4099284366489,1.28012070839805,43.1079135541286,0.753644857796459
"Total Stem Bark Volume","ST_BK_CV_TOT",34,191,33.861780104712,33,34.9,12.5704278207961,50.9752110980964,1.8565226930892,21.481845747917,9.56211311426197,35.4085055932967,0.375296950361855,12.674187351086,0.659580599079467
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",34,203,33.8433497536946,33,34.9,42.210386952669,19.0390563911139,1.65101255429002,3.55834303681605,31.2284909107051,12.2305135669665,1.25159580514816,42.1386482847194,0.757728950020221
"Merch Stem Bark Volume","ST_BK_CV_MER",40,173,45.4722543352601,39,72,23.1699938159685,83.5209216318582,4.29380587021633,25.282619589375,16.7493092034049,37.3255594302678,0.481222652001239,23.4985576388682,0.87648364682422
"Merch Stem Wood Volume","ST_WD_CV_MER",40,175,45.4554285714286,39,72,72.9716321046971,13.8267586087074,-28.256873133279,-2.5373215274385,55.447540383239,10.1920708193407,1.64331733402575,78.0569164459713,0.935875504170446
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",40,176,45.4204545454545,39,72,76.8666103672843,13.5872232844038,-22.5850409692635,-1.27906352600351,57.2843704436579,9.55053394669944,1.71091998305952,79.906126046583,0.947587139482842
"Sawlog Bark Volume","ST_BK_CV_SAW",40,174,45.448275862069,39,72,23.0752392020925,85.0955272111694,4.42491594388802,26.1515900168571,16.7252401936149,38.0269376506988,0.479860838809677,23.4304586404436,0.876496563848202
"Sawlog Wood Volume","ST_WD_CV_SAW",40,174,45.448275862069,39,72,73.2800372354115,14.0073092136424,-28.4564429902025,-2.58506255278899,55.8020429051526,10.2469619769202,1.65182408934393,78.414738051144,0.93509131869441
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",40,177,45.3971751412429,39,72,77.2860939832513,13.9501880609477,-21.7773154061121,-1.05393992231457,57.6837212054315,9.73467435780063,1.7165948315051,80.0852373036817,0.947157080910052
"Total Stem Bark Volume","ST_BK_CV_TOT",40,174,45.448275862069,39,72,23.4638148137952,81.2497798575124,4.47356494087136,25.6271549086273,16.9306308246352,37.1351318607928,0.487747977828955,23.8201449398601,0.877841613055508
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",40,177,45.3971751412429,39,72,77.0380979653993,13.1977406885677,-20.6557796713045,-0.862398687302891,57.3673555711469,9.35193891526359,1.70802793853505,79.5487236932941,0.948798400996023
"Merch Stem Bark Volume","ST_BK_CV_MER",36,113,35.8398230088496,35,36.9,13.1627470487002,112.746891497656,0.402727746940064,23.2511051862103,9.77566543439718,39.524764086529,0.366739192365858,13.1105622940696,0.764528135540198
"Merch Stem Wood Volume","ST_WD_CV_MER",36,115,35.8304347826087,35,36.9,32.7603300665056,12.4625081269441,3.21654833526383,2.21580945643842,26.1098842389271,9.65866345608875,0.919157051337334,32.7757973854216,0.842461247806214
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",36,121,35.8198347107438,35,36.9,45.8191236516539,13.6726857887891,8.17396854227701,3.20594851769399,33.0862055773656,10.1745727276645,1.30326505019035,46.3557494391604,0.780148263550224
"Sawlog Bark Volume","ST_BK_CV_SAW",36,113,35.8398230088496,35,36.9,13.1402513182379,113.356469237314,0.523909788730375,23.9558614814148,9.75405459567,39.9481733538179,0.366204092542171,13.0924660267844,0.765439081649448
"Sawlog Wood Volume","ST_WD_CV_SAW",36,113,35.8398230088496,35,36.9,33.0860928975806,12.7605956475104,3.8582805139602,2.52881732731516,26.3481237353316,9.83915287324744,0.929970069174421,33.1645647290912,0.842406483089637
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",36,121,35.8198347107438,35,36.9,46.0258603775547,13.951108055494,8.41778223227478,3.35984524679241,33.3976359795784,10.3654930528427,1.31010576777508,46.6018412719456,0.779453364571636
"Total Stem Bark Volume","ST_BK_CV_TOT",36,113,35.8398230088496,35,36.9,13.378619286071,112.14672618031,0.385223992791481,23.3052092602485,9.96886081164778,39.18750626247,0.372788189363751,13.3248599150733,0.770472649552038
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",36,121,35.8198347107438,35,36.9,45.9512424602628,13.1329258862506,8.94532132963428,3.35937632669157,33.387609747782,9.93849332445127,1.31067918244731,46.6270833982546,0.777683200003375
"Foliage","FOL_DW",14,818,13.9231051344743,13,14.9,25.6069476452391,111.654355212212,-2.25019523859464,22.6317092732323,14.850066107394,46.4644536407851,1.86747449861175,25.6900279836327,0.531599392893529
"Foliage","FOL_DW",16,634,15.9135646687697,15,16.9,31.3831576731413,95.6046214488059,-2.91652414794311,22.0575935154765,19.433779470359,46.2800065335198,1.97869702355576,31.4937330993501,0.572342545565623
"Foliage","FOL_DW",18,433,17.8743648960739,17,18.9,32.5294368382463,91.9419278576663,-0.188197772472389,25.6955616586101,21.8245409618285,45.477358684078,1.81357912057549,32.4923972960672,0.669717202574347
"Foliage","FOL_DW",20,731,23.9879616963064,19,86.9,65.324772211322,82.069445247549,2.65780124234749,23.8719241754694,37.5993493059081,43.0238980033997,2.26571016233469,65.3341573514467,0.709513408732576
"Foliage","FOL_DW",10,1441,9.90617626648161,9,10.9,11.7208846352792,130.078218922012,-0.607999512849733,29.9236952496086,7.7890331693605,53.120857701979,1.18002672585491,11.7325813045752,0.561307146837036
"Foliage","FOL_DW",6,2513,5.94432948666932,5,6.9,4.62523551493986,151.33880997597,0.303047239072964,45.6529580364286,3.09757005131762,64.705345781423,0.763758492360922,4.63423438587078,0.625765188749165
"Foliage","FOL_DW",12,1053,11.9069325735992,11,12.9,17.3039278030098,88.7632622053575,-0.0363422721953941,25.8237777922971,10.9181363528229,47.5016988733684,1.45317037446895,17.2957475431179,0.528971447303932
"Foliage","FOL_DW",8,2028,7.90798816568047,7,8.9,8.20517584885013,343.977065576091,-0.0932459273284717,48.164601151558,5.36560743863367,69.9540791719088,1.00889178416721,8.20368257709852,0.586747189432067
"Foliage","FOL_DW",2,3082,1.85707332900714,1,2.9,1.10808592207861,238.033900029168,0.0380278874230626,64.6919625382657,0.59450043016832,92.0037631583723,0.550040038204209,1.10855858464922,0.510297920033293
"Foliage","FOL_DW",4,2239,3.94171505136222,3,4.9,2.91130706118992,547.548386499744,0.205224625248674,70.2574048209427,1.83995642912176,90.9133939748519,0.718409370218287,2.91788287338938,0.509619125950435
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ",6,3245,5.95109399075501,5,6.9,26.686416371614,15.9919341044552,1.27803475805443,2.81832975269224,19.4872140977897,12.1089936053517,4.39197283511604,26.7128943831723,0.786366042739222
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ",6,2115,5.95200945626478,5,6.9,25.7337540255276,16.4118331092812,1.10598762848648,2.39796945700869,18.7437126292821,12.1029334036806,4.23397952771696,25.7514309430633,0.809849552628784
"Top and Branches","BRT_WDBK_DW_MER",6,2115,5.95200945626478,5,6.9,17.0652180385566,36.8176710835261,1.58733858738085,11.9964767443124,12.6199233470082,27.686734431651,2.86623907958452,17.1348655388664,0.318953486337361
"Merch Stem Bark Weight","ST_BK_DW_MER",6,4643,5.95358604350635,5,6.9,5.33007189058905,48.3626949464133,0.364973787309808,11.2405948830969,3.43627785046164,27.3082223032204,0.864010962721684,5.3419802889453,0.611066247056733
"Merch Stem Wood Weight","ST_WD_DW_MER",6,5653,5.94675393596321,5,6.9,14.1749657073005,20.1188594317753,-3.01630308193951,-1.04765163512535,10.4379720642922,14.4128019590636,2.37273739480985,14.4911073830719,0.861980190553854
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER",6,4933,5.9532535982161,5,6.9,17.1110601795747,21.6387802582362,-3.17396279732028,-0.816908676634469,12.6091512371073,14.5493755216017,2.85153842243172,17.4012375221253,0.853639866289572
"Stump Wood+Bark Weight","SP_WDBK_DW",6,3014,5.97073656270737,5,6.9,3.60778456957865,27.5532144754535,-1.66021396399233,-11.4629518068471,2.52409099908658,23.3833080897979,0.662257122230294,3.97090686830994,0.405605356528953
"Branches","BRT_WDBK_DW_TOT",6,2223,5.9565901934323,5,6.9,14.3273346279247,129.375393571811,0.123252253845427,32.1005696401198,9.70194026541159,56.1822386456179,2.37470292858794,14.3246419970911,0.425005219638999
"Total Stem Bark Weight","ST_BK_DW_TOT",6,4643,5.95358604350635,5,6.9,6.62743353393774,43.3007989964662,0.671270094820518,10.3961191854894,4.39501306022032,24.6504713161616,1.08867855144155,6.66063200953549,0.572972469931747
"Total Stem Wood Weight","ST_WD_DW_TOT",6,5653,5.94675393596321,5,6.9,16.2335988966653,16.3985748271022,-1.57313111044078,-0.127143917767768,11.8591785266054,11.8491201876892,2.68406230613933,16.3082144010481,0.849139571545811
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT",6,4933,5.9532535982161,5,6.9,18.9181100240252,16.4107575246556,-0.902390881221509,0.654835369655003,13.7263044292171,11.3876280662419,3.09944654278213,18.937704322876,0.855925420173899
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ",4,2726,3.94027879677183,3,4.9,13.4331028410296,22.3016326976071,0.368849807683258,3.61123193212399,8.88857264038676,15.7345344683286,3.29982888539135,13.4357026935008,0.778235111392193
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ",4,1696,3.95123820754717,3,4.9,12.9680207062188,19.8491265468793,-0.215292852528838,1.87125405689376,8.07147728402501,14.6556457767533,3.21358305629639,12.9659845545361,0.794510552392037
"Stump Wood+Bark Weight","SP_WDBK_DW",4,1986,3.99350453172205,3,4.9,1.3273154889929,36.5438639676553,-0.220867358444765,-1.22599050106711,0.935277486204968,24.6994843555682,0.324425715092072,1.34523667229718,0.268227102333716
"Branches","BRT_WDBK_DW_TOT",4,1764,3.95181405895692,3,4.9,7.44604892528463,174.406755557739,-0.254302327534981,29.3992977068033,4.02261488250891,60.3452013073897,1.90400209516973,7.44828058238913,0.313879232527872
"Total Stem Bark Weight","ST_BK_DW_TOT",4,3492,3.96806987399771,3,4.9,2.83208670572215,50.9958297553989,0.30369367928286,11.6328014488608,1.86556527847879,29.0852468887539,0.681282213180499,2.84791995615365,0.571639127403576
"Total Stem Wood Weight","ST_WD_DW_TOT",4,4152,3.98405587668593,3,4.9,8.00626914401183,26.1016782773644,-1.15742887181809,-1.23725946098567,5.46177101715545,15.9041228316835,1.97547384636673,8.08854429260718,0.824294497154111
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT",4,3743,3.96716537536735,3,4.9,9.13214530289195,27.0609706736264,-0.88406163000304,-0.44905351295401,6.20053029917479,15.5141632569751,2.21903526774146,9.17362318031086,0.841547454569447
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ",8,2695,7.91810760667904,7,8.9,52.1506489414836,15.6405969281566,2.2058113015608,2.71227185053694,38.1869650207845,11.7653005120749,6.47476943950981,52.1876098996427,0.7623262688121
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ",8,1779,7.91247892074199,7,8.9,50.8471121974172,16.0277198364034,1.14776811098173,2.26614501797439,36.2724541179173,11.6637983523684,6.34634984695048,50.8457754969832,0.787837166977017
"Top and Branches","BRT_WDBK_DW_MER",8,1779,7.91247892074199,7,8.9,28.833100064677,45.8321825726903,4.29532022940964,20.4665242988156,20.2814043061469,34.6108370439433,3.64731220112483,29.1432689215078,0.421164785869351
"Merch Stem Bark Weight","ST_BK_DW_MER",8,3872,7.9058367768595,7,8.9,12.1237059852043,46.5227569517284,0.0041087471385734,8.05837100059561,7.40401077976507,23.5306215561292,1.51745437419751,12.1221410192233,0.584207862067866
"Merch Stem Wood Weight","ST_WD_DW_MER",8,4481,7.88944432046418,7,8.9,28.846030520352,15.1840354494582,-3.67543810010687,-0.537616439850199,20.9120521346347,10.9095979440555,3.6020131430419,29.0760490491266,0.841520887506375
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER",8,4098,7.90431918008785,7,8.9,33.2409983762162,15.8568077433089,-3.66925325642616,-0.189746131707917,24.3608519015058,10.9441289576639,4.1578961080776,33.4388659731472,0.843671112149446
"Stump Wood+Bark Weight","SP_WDBK_DW",8,2674,7.91484667165295,7,8.9,3.87487537584812,21.6133063950339,-1.3188196159582,-5.98612415837157,2.80699348707661,17.0895786678263,0.516779907666699,4.09247227260024,0.564542346195138
"Branches","BRT_WDBK_DW_TOT",8,1890,7.91126984126984,7,8.9,28.0730608171868,367.462141341485,1.16926778502925,37.5038648674111,18.4355021804778,57.8801158861411,3.49317759734177,28.0899795014972,0.43115227185457
"Total Stem Bark Weight","ST_BK_DW_TOT",8,3872,7.9058367768595,7,8.9,13.469828673999,46.6764017747825,0.30582790350273,8.85445616247103,8.31482129737098,23.3903214627051,1.69047417705566,13.4715610331132,0.584523141880532
"Total Stem Wood Weight","ST_WD_DW_TOT",8,4481,7.88944432046418,7,8.9,31.6188632380362,14.6153053954318,-0.619478818940559,1.16637255756925,22.7948519272763,10.6086038550944,3.91937916715833,31.6214034671291,0.837396186145586
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT",8,4098,7.90431918008785,7,8.9,36.3665519773704,15.2703240409706,-0.422367668563245,1.31991368581124,26.6662283795742,10.6807701405467,4.52315934181599,36.3645675404148,0.840944591987717
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ",10,1930,9.89699481865285,9,10.9,90.1172625400871,24.3493444030516,6.21914067528054,3.67881651825804,67.693696746873,12.6204008110958,9.04415871357349,90.3083101588048,0.739620598411009
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ",10,1289,9.92102404965089,9,10.9,86.8234844330666,15.0682409056802,1.35609339520931,2.09367827196335,63.6804354339593,11.2938636327074,8.68524025935854,86.8003931326192,0.790612548119483
