"VAR2","VAR3","DCLASS","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Stump Wood Volume","SP_WD_CV",6,34210,5.96741596024554,5,6.9,0.0585977802305188,21.2139155437797,0.00317107118441577,4.91603452890795,0.0398438251024774,16.3980168441949,0.00962116791686288,0.0586826649801181,0.538749098137104
"Stump Wood+Bark Volume","SP_WDBK_CV",6,27856,5.96997774267662,5,6.9,0.07326895318824,20.8710565224922,-0.00929586351834484,0.212189821825063,0.05061112794705,15.8106506874653,0.0120842208307407,0.0738549921286484,0.50301577817673
"Total Stem Bark Volume","ST_BK_CV_TOT",6,24380,5.96853158326497,5,6.9,0.2501760068411,143.326116229721,0.0077789891912336,13.7285002520535,0.181421183296725,29.0331533394018,0.0409118717039587,0.250291789486124,0.668547534438762
"Total Stem Wood Volume","ST_WD_CV_TOT",6,34346,5.96741978687475,5,6.9,0.47274270977404,13.0437078831545,0.00729373870412754,1.33836322179787,0.346070384754576,9.58032538178186,0.0771717951202135,0.472792091069677,0.892297861381121
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",6,27903,5.97003548005591,5,6.9,0.496278477348989,11.0210601580217,0.0115335828681847,1.07953305555161,0.3608634544693,8.17498848425055,0.0808625751687892,0.496403589713799,0.896204932777645
"Merch Stem Bark Volume","ST_BK_CV_MER",18,6761,17.8667061085638,17,18.9,2.78161046291089,62.9504104212228,0.0690078998110267,15.0625920296815,2.04772030350082,31.129012243376,0.155383520505433,2.78226067209736,0.513246230799516
"Merch Stem Wood Volume","ST_WD_CV_MER",18,6853,17.8669633737049,17,18.9,6.62080271113196,12.6591046299806,-0.666893079362537,0.340737240398845,4.9960944715598,9.34935762767797,0.370833527284751,6.65382434740876,0.768114658622853
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",18,7329,17.8684267976532,17,18.9,6.96591829064409,11.6719097778991,-0.682938850559866,0.246565911647768,5.31633996070551,8.57235825181273,0.390208493764474,6.99884292449357,0.784125466374506
"Sawlog Bark Volume","ST_BK_CV_SAW",18,6725,17.8663940520446,17,18.9,2.67704783668303,62.9657372771533,0.017171087354777,15.0059827288342,1.97593826922539,31.7094189243001,0.149455172587012,2.67690386508656,0.525627737231917
"Sawlog Wood Volume","ST_WD_CV_SAW",18,6764,17.8663956238912,17,18.9,6.88997618555932,14.0677871687456,-1.40467570607156,-0.883774892694995,5.29832746954311,10.368660675033,0.392160372103564,7.03120668009313,0.744505089082482
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",18,7296,17.8681332236842,17,18.9,7.36509014975126,13.2392739620594,-1.4737323595344,-0.831432522264819,5.72620753692158,9.67986339266552,0.419015607356704,7.51059286254733,0.756825923314015
"Stump Bark Volume","SP_BK_CV",18,6727,17.8662256577969,17,18.9,0.193015753080024,475.238531017063,0.0111426209333281,41.8052678405114,0.147700030712336,63.8532191639903,0.0108047348731552,0.19332278912833,0.207737356572236
"Stump Wood Volume","SP_WD_CV",18,11372,17.8771104467112,17,18.9,0.536905392008734,21.8104751044752,-0.0187751422657125,2.68351821912853,0.373458990192571,16.3574677184324,0.0299771770153149,0.537209974833607,0.31236932933172
"Stump Wood+Bark Volume","SP_WDBK_CV",18,7299,17.8680230168516,17,18.9,0.687529771203993,23.7484385859506,0.0262802468875813,4.78550304643216,0.470733319328416,17.6476385996158,0.0384451253769608,0.687984793260414,0.17416991281278
"Total Stem Bark Volume","ST_BK_CV_TOT",18,6732,17.8660873440285,17,18.9,2.88901129842687,62.9799398181039,0.0408247348722174,14.7348411439487,2.12574199918098,30.869977053479,0.161363876815283,2.88908517243605,0.519127339347039
"Total Stem Wood Volume","ST_WD_CV_TOT",18,11380,17.8771001757469,17,18.9,6.54010014201542,11.297789461683,-0.292324564582924,0.729280580927048,4.95745505175414,8.45727303502759,0.364719841939388,6.54634286567467,0.816046134998421
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",18,7304,17.8678943044907,17,18.9,6.96494351947397,10.9758480549267,-0.704902639548233,0.116033096800211,5.30545698545471,8.12759873304709,0.390234606659045,7.00004888086082,0.784602746078854
"Merch Stem Bark Volume","ST_BK_CV_MER",24,1673,23.8777644949193,23,24.9,5.62659413694814,80.9622475808163,0.142503376151336,16.9847504850461,3.95432229818038,32.2711904237473,0.235574198952015,5.6267171215082,0.567235825247645
"Merch Stem Wood Volume","ST_WD_CV_MER",24,1693,23.87832250443,23,24.9,13.3147156156672,14.0639660878034,0.228126175098637,2.02809131455,10.220205609426,10.2325423415874,0.55682466485367,13.3127374711527,0.765305399401902
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",24,1790,23.8808938547486,23,24.9,14.2354625996389,13.0213329921899,0.303368470140611,1.75319981267179,10.9176452988828,9.33028147788017,0.595281910564555,14.234718699725,0.779578390288088
"Sawlog Bark Volume","ST_BK_CV_SAW",24,1672,23.8778110047847,23,24.9,5.54656709040355,81.2702576776868,0.192868915119396,17.742169258328,3.91336311165717,32.9098421670254,0.232299787997883,5.54826145221374,0.572660471275438
"Sawlog Wood Volume","ST_WD_CV_SAW",24,1673,23.8772863120143,23,24.9,13.5421940383236,14.9806125494801,-0.0772368826378354,1.92521306953968,10.3818967324507,10.6669140397153,0.566310785624058,13.5383664762284,0.761827803254967
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",24,1788,23.88048098434,23,24.9,14.5723168093555,14.0182662272717,0.0816995378205882,1.77295505058359,11.1809807105909,9.84066256893878,0.609295603176686,14.5684702928174,0.774514468996055
"Stump Bark Volume","SP_BK_CV",20,11327,23.497263176481,19,72,0.383437390107142,NA,0.0166874737537124,Inf,0.264961636418225,Inf,0.0140782370730924,0.383783433634875,0.459130384784387
"Stump Wood Volume","SP_WD_CV",20,27035,25.6924949140004,19,146.3,2.0043178931444,24.3078274925114,-0.346890971272046,-0.408276562057188,0.963292411955019,17.309752836965,0.0523165456106013,2.03407840724654,0.839925631503415
"Stump Wood+Bark Volume","SP_WDBK_CV",20,12282,23.4523611789611,19,72,1.40771279551427,27.7810583875506,0.0833214004418202,5.76458429628719,0.87468854643235,19.3201163045184,0.0520426595549177,1.41011929428736,0.621550428466683
"Total Stem Bark Volume","ST_BK_CV_TOT",24,1674,23.8772401433692,23,24.9,5.78621712436533,80.611544391742,0.123442246618182,16.8206884803412,4.06457814366753,31.9919312071624,0.242233264896088,5.7858055976842,0.571755611588358
"Total Stem Wood Volume","ST_WD_CV_TOT",24,3829,23.882658657613,23,24.9,13.6187892187654,12.4427811154906,0.330731020601097,1.79679355576631,10.4952947663198,9.23570092528436,0.569420216639842,13.6210265467704,0.814002007648814
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",24,1791,23.8804020100503,23,24.9,14.3118129485091,12.4042403258685,0.272023941643392,1.59176401625333,10.9169324524007,8.93106193412297,0.598508412463536,14.3104025710134,0.777592716258963
"Merch Stem Bark Volume","ST_BK_CV_MER",16,9551,15.8810700450215,15,16.9,2.17536843927605,52.4634484912565,-0.035662655275135,11.9030363012108,1.56598556135427,28.3894212069833,0.136303655304593,2.17554687428718,0.505735171809201
"Merch Stem Wood Volume","ST_WD_CV_MER",16,9661,15.8802090880861,15,16.9,4.91355003711153,12.4343605233246,-0.432988242098357,0.442193553035054,3.73338454099015,9.27559675223149,0.309449889315965,4.93233755647602,0.779018090797837
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",16,10393,15.8811603964207,15,16.9,5.19625639125054,11.4855881062006,-0.479871397534209,0.257014711340451,3.99308068361158,8.51493578511663,0.327230563466266,5.21811834240912,0.791323577316017
"Sawlog Bark Volume","ST_BK_CV_SAW",16,9490,15.8801159114858,15,16.9,2.07727704861659,53.3131811802299,-0.123172837559999,11.3433440467526,1.50475066837646,29.3067127481736,0.130374778231545,2.08081637514032,0.51462274025535
"Sawlog Wood Volume","ST_WD_CV_SAW",16,9559,15.8799979077309,15,16.9,5.23333996105152,14.6563081175991,-1.32076510500099,-1.58611217119756,4.10486357108821,10.8478905325832,0.338833821781785,5.39716615208933,0.735144402321459
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",16,10333,15.8803735604374,15,16.9,5.67437815093942,14.0325591317687,-1.43561877051741,-1.50616736137653,4.50708316413039,10.2785965252781,0.367349973929418,5.8529012090764,0.742767784558955
"Stump Bark Volume","SP_BK_CV",16,9492,15.8801201011378,15,16.9,0.16050554293801,NA,0.000353457974844032,Inf,0.120802407031945,Inf,0.0100819656800089,0.160497477139881,0.220006773153195
"Stump Wood Volume","SP_WD_CV",16,15399,15.88731735827,15,16.9,0.42798612069003,21.3962835873692,-0.00238313023219631,3.35303446887918,0.294509047591873,16.251908945289,0.0268348074467934,0.427978858995539,0.361564670755414
"Stump Wood+Bark Volume","SP_WDBK_CV",16,10336,15.8803986068111,15,16.9,0.547236143557627,22.7759349733945,0.00483512474441374,3.83358336692711,0.374456607143455,17.2320852588144,0.0343171398178788,0.547231031656888,0.265463345617432
"Total Stem Bark Volume","ST_BK_CV_TOT",16,9509,15.8796403407298,15,16.9,2.28838373367957,52.1180735476457,-0.0780580313494317,11.3133418387378,1.63300887391798,27.9967857123554,0.143299659970773,2.28959438743235,0.507923667044322
"Total Stem Wood Volume","ST_WD_CV_TOT",16,15421,15.8871214577524,15,16.9,4.83448158450684,11.0822352429137,-0.190050619701665,0.747758568740778,3.68747600509943,8.3254855799274,0.303313310718975,4.8380590963328,0.82374811081941
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",16,10353,15.8799575002415,15,16.9,5.16823038551011,10.696537179,-0.513781172748405,0.0859281852921765,3.96907503152005,7.99138618991458,0.325613536093553,5.19345707830437,0.794817504089859
"Merch Stem Bark Volume","ST_BK_CV_MER",14,13315,13.883469770935,13,14.9,1.5527654319993,47.3396879436064,-0.00571060111378202,10.9854658274914,1.14731206836052,27.0786881625815,0.11106587861071,1.55271762331581,0.526529518674674
"Merch Stem Wood Volume","ST_WD_CV_MER",14,13509,13.8841142941743,13,14.9,3.59351377231801,13.1057892905979,-0.202471639237344,0.893687039369313,2.72211774965162,9.48216170421683,0.257433638019693,3.59908045061662,0.789181451458665
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",14,14386,13.8840052829139,13,14.9,3.7245355366621,11.7479318890752,-0.206027528460801,0.688635526006479,2.83869411574585,8.44274896566045,0.266876078347479,3.73010026997354,0.807878339399429
"Sawlog Bark Volume","ST_BK_CV_SAW",14,13227,13.8841082634006,13,14.9,1.44856424135245,49.1855409509293,-0.104447291847681,10.0113224746112,1.08092788395629,28.4337646430868,0.103809860188765,1.45227027703659,0.538379561524843
"Sawlog Wood Volume","ST_WD_CV_SAW",14,13373,13.8832647872579,13,14.9,3.92624881650959,16.2907730637115,-1.10215865136678,-1.95651374432244,3.10769168939067,11.9645578520991,0.292006746592656,4.07787085794269,0.732159925175069
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",14,14298,13.8845153168275,13,14.9,4.21314217378628,15.4178477399096,-1.19219910935189,-1.85901336690737,3.36750293070123,11.149869979826,0.313653964509347,4.3784317079125,0.744056550030621
"Stump Bark Volume","SP_BK_CV",14,13241,13.8839287062911,13,14.9,0.124946670574132,NA,-0.00463931206940021,Inf,0.0934151431919476,Inf,0.00897906139880688,0.125028055507148,0.251805368993744
"Stump Wood Volume","SP_WD_CV",14,21089,13.8866186163403,13,14.9,0.323097067075367,20.7891858448541,-0.00544571870676803,3.03013246757883,0.221521134887945,15.9296697656013,0.0231708905135141,0.323135297591748,0.400620092253713
"Stump Wood+Bark Volume","SP_WDBK_CV",14,14316,13.8844020676167,13,14.9,0.416404819737212,21.9786975150297,-0.0172657077179324,2.45898906901494,0.286982021253362,16.7830369718971,0.0299321333112237,0.416748085457258,0.323824470910577
"Total Stem Bark Volume","ST_BK_CV_TOT",14,13278,13.8831977707486,13,14.9,1.6287327245203,46.8983502238607,-0.0356026858181359,10.2539012445001,1.20423164455728,26.6030175655234,0.116563440095862,1.62906048146581,0.530967467139652
"Total Stem Wood Volume","ST_WD_CV_TOT",14,21135,13.8861367400047,13,14.9,3.51029819649427,11.3185825453874,-0.0904216590668966,0.934036543512726,2.66745983389606,8.39641805675337,0.251227539155467,3.5113795695751,0.832504005746145
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",14,14353,13.8837246568662,13,14.9,3.69160311949487,10.6071069899282,-0.229301282485881,0.447679431499484,2.81852786352137,7.84171783500975,0.264496644268554,3.69858935091864,0.812584513393667
"Merch Stem Bark Volume","ST_BK_CV_MER",22,2609,21.8492909160598,21,22.9,4.45050211992646,69.660429757898,-0.0366536216277847,15.4641414479187,3.26825971644589,32.5000614272181,0.203349964353175,4.44980008783101,0.555645761733459
"Merch Stem Wood Volume","ST_WD_CV_MER",22,2642,21.8512490537472,21,22.9,10.7829960438119,13.1032402592719,-0.521601521118475,1.00174751761972,8.15398862169009,9.6931274040804,0.493488335897572,10.7935657854008,0.77196876719501
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",22,2840,21.8509507042254,21,22.9,11.4264430164273,12.1516800134835,-0.723562912540327,0.622286902471529,8.80780315362938,8.99952308826471,0.523253052701183,11.4473215294002,0.786104843254163
"Sawlog Bark Volume","ST_BK_CV_SAW",22,2606,21.8493092862625,21,22.9,4.36675267499671,70.0208065141262,-0.0150131456465729,16.0391311300976,3.21803558605226,33.1088258051077,0.199495883225134,4.36594058082671,0.564565150873249
"Sawlog Wood Volume","ST_WD_CV_SAW",22,2609,21.8491759294749,21,22.9,11.0607960159645,13.9660221310623,-0.981356100431394,0.625847015993986,8.39370652899241,10.2423128584248,0.507708020191135,11.1021338629158,0.762779095943736
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",22,2836,21.8511988716502,21,22.9,11.7798952350342,13.0828698393515,-1.1502850000594,0.356906441051566,9.11164645078239,9.59599127935419,0.541021125945042,11.833856394703,0.776424117988124
"Total Stem Bark Volume","ST_BK_CV_TOT",22,2607,21.8490602224779,21,22.9,4.59337034685438,69.3799557602538,-0.0624434149741852,15.3257079353666,3.37320991817119,32.2572533502502,0.209872254411243,4.59291379118204,0.559743172297118
"Total Stem Wood Volume","ST_WD_CV_TOT",22,5231,21.8749952207991,21,22.9,10.7912559935473,11.9955662507635,0.122469487017606,1.45027224198484,8.18025004402693,8.8473015456175,0.49207112611854,10.790919467085,0.815251963040552
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",22,2838,21.8507399577167,21,22.9,11.4459171748781,11.5828042414623,-0.73437046942221,0.518137453590017,8.79332501755972,8.5924004774662,0.524162464913888,11.467439012925,0.784743291879372
"Merch Stem Bark Volume","ST_BK_CV_MER",20,4092,19.8486070381232,19,20.9,3.53553205225601,61.5500725449482,-0.0692473872467081,13.469320886137,2.60083535483764,30.3637779589279,0.17761466430312,3.53577818243952,0.554104199409376
"Merch Stem Wood Volume","ST_WD_CV_MER",20,4162,19.8478135511773,19,20.9,8.38892838290399,12.9828957230642,-0.548163138871448,0.720159229591639,6.36942693840094,9.44871543445017,0.422217944151428,8.40581307869005,0.761733203930575
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER",20,4474,19.8519445686187,19,20.9,8.90258908332189,11.9578687204032,-0.761243617502716,0.370642077960714,6.82280720011135,8.67606764673164,0.448661903551639,8.93408469930852,0.780331696940301
"Sawlog Bark Volume","ST_BK_CV_SAW",20,4078,19.8482344286415,19,20.9,3.45200493104919,61.4124891219775,-0.0750056675631072,13.8319626330837,2.54710952552551,30.9909116749124,0.173393130771887,3.45239652859599,0.562156270100937
"Sawlog Wood Volume","ST_WD_CV_SAW",20,4091,19.8483500366659,19,20.9,8.61544819321757,14.1252921402594,-1.15687358256951,0.0135950588155467,6.59301082674882,10.1505907308809,0.436632160808574,8.69172942162489,0.750704832322459
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW",20,4461,19.8517596951356,19,20.9,9.27641183651935,13.3083160788053,-1.3587838521049,-0.167461166551935,7.18611121452057,9.51873021013855,0.4708627977488,9.37437039556534,0.764630891697438
"Total Stem Bark Volume","ST_BK_CV_TOT",20,4084,19.8482370225269,19,20.9,3.67047975703032,61.4516059451004,-0.0910380962300641,13.3271268416155,2.69758174793071,30.1895743924085,0.184393164109171,3.67115931985422,0.55493043555208
"Total Stem Wood Volume","ST_WD_CV_TOT",20,7599,19.8804184761153,19,20.9,8.45078663490866,11.6686708983007,-0.168937018268893,1.01770119241479,6.45266828460051,8.62912973200699,0.423948793064169,8.45191909646609,0.814789469614335
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",20,4467,19.8517573315424,19,20.9,8.93123904242275,11.350996547045,-0.79639139167446,0.245824053423218,6.82823401972132,8.27272550948438,0.450174671173512,8.96567973573412,0.778831484735343
"Stump Bark Volume","SP_BK_CV",4,10710,4.02822595704949,3,4.9,0.0139830322258537,NA,-0.00340546301231624,Inf,0.00936719061052307,Inf,0.0034844521998183,0.0143911122654656,0.473782274282508
"Stump Wood Volume","SP_WD_CV",4,12876,4.02481360671016,3,4.9,0.0270631672481384,22.9001848158457,0.00232046338172861,5.58194079835565,0.0186055446839144,17.5227796309932,0.00664030068678409,0.02716141913857,0.537673903850058
"Stump Wood+Bark Volume","SP_WDBK_CV",4,12579,4.05835122028778,3,4.9,0.0341343161495242,21.867215422444,-0.0038152663946242,0.802600967471068,0.0231820271866588,16.1981579431175,0.00832630928763232,0.0343455261997161,0.525932462795225
"Total Stem Bark Volume","ST_BK_CV_TOT",4,10995,4.02701227830832,3,4.9,0.0907136912421429,36.7311942108652,0.0096780968963334,9.38081114852385,0.0634348119284354,23.2982367764787,0.0216449032431967,0.091224398652934,0.716954230409548
"Total Stem Wood Volume","ST_WD_CV_TOT",4,13259,4.02407421374161,3,4.9,0.187643896533381,13.2440815944615,-0.000873478634911233,0.726804933993341,0.129509637455073,9.74464488411285,0.0444292701292942,0.187638853383162,0.918191540292194
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT",4,12864,4.05664645522388,3,4.9,0.204059054976023,11.7082577719751,0.00779054945744728,1.15365070942248,0.141259271659286,8.62583235326747,0.0484288384960517,0.204199788517633,0.917094193434481
"Merch Stem Bark Volume","ST_BK_CV_MER",26,1080,25.8736111111111,25,26.9,6.56924857388741,69.4995254252638,0.0676519827540137,16.3940789531488,4.74879113576139,32.2062336665989,0.253915314241058,6.56655505254624,0.640785996305027
