"VAR2","VAR3","STATE","N","Avg_DBH","Min_DBH","Max_DBH","SD(PE)","SD(PE%)","MEAN(PE)","MEAN(PE%)","MEAN(APE)","MEAN(APE%)","SIGMA","RMSE","FI"
"Merch Stem Bark Volume","ST_BK_CV_MER","US",564,13.0078014184397,5,23.6,0.99154573117292,16.9251708271595,0.0484494133611683,3.00352851140095,0.703893520333382,13.2151260612861,0.0645185189411404,0.991850334458511,0.914275635845694
"Merch Stem Wood Volume","ST_WD_CV_MER","US",564,13.0078014184397,5,23.6,3.32043822947735,10.8774305830594,0.43365164573933,2.23633213027277,2.15865608441551,8.2459044673016,0.203721522624065,3.34571597174325,0.971736754632722
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","US",564,13.0078014184397,5,23.6,3.69634995581685,10.0636406035325,0.482101059100498,2.03974929434745,2.42272129762044,7.59501926540978,0.22577073998714,3.72440589147266,0.973837860071556
"Stump Bark Volume","SP_BK_CV","US",564,13.0078014184397,5,23.6,0.135251486735699,52.6741128520193,0.0254086839174668,16.7316333329992,0.0883906433630801,33.8342283855957,0.00914834533109499,0.137499569265229,0.179097220573946
"Stump Wood Volume","SP_WD_CV","US",564,13.0078014184397,5,23.6,0.274451871845017,20.6503394682745,0.212184394296502,22.9228122601486,0.247074208892951,24.5550107718458,0.0237224565245804,0.346716734889173,0.862279227076104
"Stump Wood+Bark Volume","SP_WDBK_CV","US",564,13.0078014184397,5,23.6,0.359886568410229,19.0302713811781,0.237593078213969,18.24152100342,0.276485518498161,19.9182221473939,0.0289107656126714,0.430974674994609,0.828239297622022
"Total Stem Bark Volume","ST_BK_CV_TOT","US",564,13.0078014184397,5,23.6,1.04762948202685,15.8447076693636,0.0518297384046573,2.7349611598114,0.740771469842292,12.5068984668255,0.0685550272628007,1.04798276827161,0.910050709993984
"Total Stem Wood Volume","ST_WD_CV_TOT","US",564,13.0078014184397,5,23.6,3.28623566275393,9.71057102163867,0.640958211064083,3.19980140131235,2.15069768733565,7.58878680817819,0.203841940924682,3.34529886332491,0.973996520165398
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","US",564,13.0078014184397,5,23.6,3.63771503661982,8.7723166349979,0.69278794946874,2.75764486457329,2.40039072905079,6.84349401098191,0.223815672743584,3.69992744747703,0.976134190640176
"Sawlog Bark Volume","ST_BK_CV_SAW","US",461,14.1984815618221,9,23.6,1.08403956587697,24.658144399706,-0.0897366127385615,1.07049489542577,0.798892146982294,14.8814993586587,0.0694406126830084,1.0865750436861,0.879667490512384
"Sawlog Wood Volume","ST_WD_CV_SAW","US",461,14.1984815618221,9,23.6,4.05444874637403,15.5138877227448,-0.524965840828527,-0.782750409733755,2.86541164879927,10.7231942644436,0.251773991527114,4.08393012930956,0.954233589946367
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","US",461,14.1984815618221,9,23.6,4.54640871588376,14.7258018455292,-0.614702453567089,-0.909059404466021,3.27578696604721,10.0802981180904,0.283640624268089,4.58288712189768,0.956282730540233
"Foliage","FOL_DW","BC",189,5.63862433862434,1,30,10.4653454830146,147.65433656543,1.01081733473655,42.3417238615748,4.23697905685259,68.5970749561529,0.712154227532603,10.4864540516543,0.885446020134547
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","NY",30,7.06,5.1,12,17.4514829077977,11.2175977081092,-8.30607464716661,-7.02908759634089,15.0155970810989,10.5424076806862,2.66022587162005,19.0628781458298,0.955615762396442
"Stump Wood+Bark Weight","SP_WDBK_DW","NY",54,5.30925925925926,1.1,12,2.68539571124777,26.1593489927484,-2.05497476058741,-17.1658116976263,2.69849027540789,28.4394413855749,0.620213666752265,3.36165552544986,0.81097813375112
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","NY",54,5.30925925925926,1.1,12,17.2257152735073,20.7014581535499,-6.0360673316108,-5.71947554583747,12.2371495624424,15.6277593399552,2.7936081721679,18.1015044449262,0.972189442683376
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","AZ",173,10.735838150289,1.2,31.8,171.750505288567,23.6629346450754,14.8009063381393,7.56377541042036,94.3568992765372,18.0890604144585,9.83754457263116,171.891805680899,0.977745856888675
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","AZ",174,10.6925287356322,1.2,31.8,161.2939373306,23.8888674918609,13.6719083426119,6.14364117325958,88.3312123082274,18.3942834750937,8.98117021066907,161.409849710079,0.978743377671387
"Foliage","FOL_DW","AZ",248,9.56209677419355,1,31.8,25.7993174611384,305.279954956566,2.02734214135057,86.2959896836947,12.1887232668751,103.285023797544,1.82513856966771,25.8269434384108,0.718741634777309
"Top and Branches","BRT_WDBK_DW_MER","AZ",146,12.1280821917808,5,31.8,98.0401485733365,58.7497575537439,4.51493708147736,31.9348178939266,58.6215816138303,45.0684451732933,5.92329265963486,97.8080807402362,0.879217042371608
"Merch Stem Bark Weight","ST_BK_DW_MER","AZ",144,12.1611111111111,5,31.8,27.9195516673349,30.0873580284792,3.82629668505818,9.85134694860192,18.7502214062818,23.8106432034936,1.7686588244479,28.0843142643958,0.930567824027834
"Merch Stem Wood Weight","ST_WD_DW_MER","AZ",144,12.1611111111111,5,31.8,103.876145416964,17.0213285121807,15.6754945028526,2.95797603409081,52.6051490546197,12.5830651739402,5.20937109458736,104.694997005688,0.981073883517443
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","AZ",146,12.1280821917808,5,31.8,117.62568179968,18.5592552284293,20.9606825186106,4.24217675683493,64.1334149394585,13.6066557802719,6.23270891518663,119.081423698588,0.980730595265386
"Stump Wood+Bark Weight","SP_WDBK_DW","AZ",173,10.7473988439306,1.6,31.8,19.2131896099876,210.501696427001,-7.76415428933533,11.5623092782116,8.70632867429445,40.6520355250857,0.8768125023089,20.6711139304189,0.714683158522607
"Branches","BRT_WDBK_DW_TOT","AZ",174,10.6925287356322,1.2,31.8,85.510881281621,79.7932186630552,7.03431831129459,35.5791687954745,48.6290997933903,53.3389128695963,5.30145684756335,85.5544787037816,0.886409416098495
"Total Stem Bark Weight","ST_BK_DW_TOT","AZ",172,10.703488372093,1.2,31.8,27.3726359997846,33.9701669698811,1.92904380535036,8.29892327875798,16.6964009870874,26.341493981992,1.72175158911385,27.3610351010896,0.938653490199546
"Total Stem Wood Weight","ST_WD_DW_TOT","AZ",172,10.703488372093,1.2,31.8,92.907177413216,22.1008117554365,3.22910999783965,-0.0737283317295965,44.0842774585454,15.2038622281731,4.85874183498089,92.6929674267062,0.985495317460705
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","AZ",174,10.6925287356322,1.2,31.8,107.323020541866,23.264581565345,6.63759003131733,1.55695047537849,54.9429402997076,16.3126199305715,5.83656958782539,107.219828442658,0.984833604554704
"Foliage","FOL_DW","OR",457,12.4575492341357,1,44.9,29.0337509003208,648.823924275628,-2.60160256204904,67.1488252941501,16.619792282376,90.2759268855739,1.55608034428171,29.1184216377537,0.830970265774473
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","AB",270,7.99518518518519,1.1,17.8,111.902771379778,15.4407950506923,51.1276404715869,11.2559113564456,62.1045224310461,14.6423788498543,8.99452091255121,122.840902113828,0.919115223060207
"Merch Stem Bark Weight","ST_BK_DW_MER","AB",195,9.9374358974359,5,17.8,18.1294463760589,22.232336804595,4.98791991621272,8.90958906887145,10.4095751064494,18.0486295997833,1.38590428264212,18.7582155017164,0.837642429892097
"Merch Stem Wood Weight","ST_WD_DW_MER","AB",195,9.9374358974359,5,17.8,93.5087390268652,16.6901896040679,10.2271716684878,0.308452177891132,50.3372130268227,12.2303508244255,6.68065620115139,93.8277085010324,0.886226380648124
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","AB",195,9.9374358974359,5,17.8,104.158566312087,16.0694284280232,15.2150915847005,1.29266809797001,54.9184946769513,11.4738488169267,7.4182164148316,104.999381022529,0.890674116852448
"Total Stem Bark Weight","ST_BK_DW_TOT","AB",278,7.87086330935252,1.1,17.8,15.8245183595432,24.2372594263103,3.8658574688418,8.19663584378806,7.9555584091983,19.3351412886852,1.23171788262807,16.2622095832024,0.885155063116745
"Total Stem Wood Weight","ST_WD_DW_TOT","AB",278,7.87086330935252,1.1,17.8,78.7915119456865,17.394471692739,6.58527494976646,-0.95618855903728,36.7379849816285,12.4915823047148,5.69024004781154,78.924881358271,0.932301207975521
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","AB",278,7.87086330935252,1.1,17.8,87.7482678343157,16.8874226157018,10.4511324186083,0.169547032268767,40.2295133039944,11.8684348156637,6.31049519406535,88.2116075338388,0.934962805654632
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","MB",157,7.90254777070064,1,16.8,118.058865468386,23.3355270654197,39.8330149663669,8.40047676036888,66.8931372665382,18.3922094264497,9.62315250139955,124.240848319548,0.909745621567708
"Merch Stem Bark Weight","ST_BK_DW_MER","MB",107,10.2046728971963,5,16.8,16.5598125944613,27.5060407249401,11.2591428772756,22.292429285038,13.4384806874925,26.0509164909324,1.67751612507121,19.9607820152738,0.7871142930004
"Merch Stem Wood Weight","ST_WD_DW_MER","MB",107,10.2046728971963,5,16.8,109.982631727732,19.4525589895447,30.2853970459609,5.17443968587647,59.547307054641,14.1917568620646,8.32309031357657,113.579646730772,0.759717865549751
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","MB",107,10.2046728971963,5,16.8,118.891943860912,18.6573315338784,41.5445399232365,7.20078849818176,67.4503316041646,13.9024186942267,9.22160165985384,125.415858479355,0.775874663610524
"Total Stem Bark Weight","ST_BK_DW_TOT","MB",157,7.90254777070064,1,16.8,15.1337866086873,34.5455765363339,8.63338951596523,22.7018923073441,10.2503169176256,29.7495809906657,1.50557340398929,17.3812575007381,0.850357302323279
"Total Stem Wood Weight","ST_WD_DW_TOT","MB",157,7.90254777070064,1,16.8,92.8442976151163,27.644843393937,22.1552138158169,4.94243817919698,43.4025602134537,17.5647397064653,7.12441199146155,95.1630823122961,0.873499325663462
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","MB",157,7.90254777070064,1,16.8,100.685069234182,26.960968692288,30.7886033317822,7.2615880385392,49.8949506881987,17.6209123264807,7.89565558975842,104.980242452273,0.881761608243459
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","QC",2373,7.32768647281922,1,26.1,127.171214516017,23.2289472823342,-5.78408674323611,2.60538795571191,57.7509830464054,14.1578966748264,9.4462529559883,127.275913827478,0.945182956976395
"Total Stem Bark Weight","ST_BK_DW_TOT","QC",1830,6.54005464480874,1,26.1,8.86817673673905,62.0737905664169,0.796559136612921,10.3669041458548,4.20604713534294,23.1553210300808,0.742295354915715,8.9014656053657,0.932049852240205
"Total Stem Wood Weight","ST_WD_DW_TOT","QC",1830,6.54005464480874,1,26.1,53.0119524627343,55.1447796801522,-3.72939980788313,-4.37053036657972,21.4548849048814,17.4651996345176,4.11209667062578,53.1285221115188,0.954671571144456
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","QC",1830,6.54005464480874,1,26.1,57.6165854131673,52.4144530963157,-2.93284067127021,-2.83292750984587,23.0439725566384,16.2385591859952,4.45164069063317,57.6754578764108,0.95767947298441
"Merch Stem Bark Weight","ST_BK_DW_MER","QC",1158,8.61139896373057,5,26.1,10.7157552960632,19.8088575305231,0.810735303320621,2.36254048386312,5.6666188838316,14.773694519115,0.837782709877999,10.7417662971945,0.908614136937598
"Merch Stem Wood Weight","ST_WD_DW_MER","QC",1158,8.61139896373057,5,26.1,64.8740250677363,29.6748262379765,-3.93899242131312,-4.94380419604687,30.1625530778148,12.035157902558,4.84146446385988,64.9655322951483,0.935608106817239
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","QC",1158,8.61139896373057,5,26.1,70.8304545483044,22.9181029723407,-3.1282571179925,-4.44430037770058,32.7424994737666,11.1120737250658,5.27619375048608,70.8689413966068,0.939053125082227
"Merch Stem Bark Weight","ST_BK_DW_MER","NB",103,8.12038834951456,5,13.1,10.8983171830404,21.187303651034,3.00082565918609,5.5352590019707,7.31167871763352,17.6175314960263,1.09094798807876,11.2527833470162,0.80893045389318
"Merch Stem Wood Weight","ST_WD_DW_MER","NB",103,8.12038834951456,5,13.1,30.6647233290272,12.781483022507,-21.305256175658,-9.86984926194607,26.3424240552082,12.6717932323399,4.14255634224721,37.2170636419709,0.942285038748823
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","NB",103,8.12038834951456,5,13.1,35.3175327269354,13.0512683090989,-18.3044305164719,-7.76247452271025,28.7505836271899,12.0595561106831,4.4609508512733,39.6266364043573,0.950856211030497
"Total Stem Bark Weight","ST_BK_DW_TOT","NB",175,6.01485714285714,1,13.1,9.05921778909562,29.7469193071674,2.94161081875114,15.3333670020867,5.36027366952581,23.6371958120487,0.986179437535409,9.50018594582542,0.885966608993478
"Total Stem Wood Weight","ST_WD_DW_TOT","NB",175,6.01485714285714,1,13.1,27.2881497721632,17.1106570623147,-10.181077495631,-5.40718047868361,16.3568244156917,13.0506680974901,3.31231838710873,29.0524070160924,0.970267503521891
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","NB",175,6.01485714285714,1,13.1,30.3488899202551,17.5591868885162,-7.23946667687982,-2.45797453818135,18.3475093744418,12.586048753423,3.63047524268991,31.1159416545057,0.974636635844358
"Total Tree Wood+Bark","TT_WDBK_DW_ADJ","QC",3,1.7,1.1,2.3,9.58549188031511,16.3826703161913,-8.18594927516034,-51.0163686586042,8.18594927516034,51.0163686586042,6.35640613911911,11.325378665953,0.323443237622504
"Foliage","FOL_DW","QC",56,8.00714285714286,1.1,18.3,7.42499575027884,92.5715727106237,-0.0184130310697326,29.1356381440761,4.44123857995672,48.3150502889375,1.00752974391737,7.35842555251313,0.773544695210017
"Branches","BRT_WDBK_DW_TOT","QC",45,9.03777777777778,1.1,18.3,166.548048274165,88.471301828142,-6.77058342156664,34.1555085234885,91.5285330217584,62.190369908424,12.6288335703606,164.826234487324,0.768961786891323
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","SK",150,8.026,1,15.4,120.042376252185,31.7026520521265,45.4102752427209,9.03410775289963,68.890788599638,19.4244594397442,10.1490205577306,127.969517385648,0.896841337810506
"Merch Stem Bark Weight","ST_BK_DW_MER","SK",112,9.80714285714286,5,15.4,15.9719819719947,23.7004895978574,5.25381318498829,9.77246154031696,10.3373058092138,18.6751008300625,1.35182100428218,16.7460157933942,0.862626445570337
"Merch Stem Wood Weight","ST_WD_DW_MER","SK",112,9.80714285714286,5,15.4,92.37745386284,19.9790003761294,13.9814898643198,1.83490100364168,52.5476039828456,14.0184062966615,7.3102550675143,93.0208752785894,0.859408738919999
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","SK",112,9.80714285714286,5,15.4,102.756537573919,19.2889528472749,19.2353030493081,2.56870106031403,59.0749606140429,13.6794113989495,8.14821057224429,104.089514126178,0.864751647928596
"Total Stem Bark Weight","ST_BK_DW_TOT","SK",157,7.82101910828025,1,15.4,14.1716601394268,30.6274922508225,4.17069953780416,10.7531429272039,7.98805631059051,21.7667986824346,1.22470567411764,14.7292727540226,0.904944726622504
"Total Stem Wood Weight","ST_WD_DW_TOT","SK",157,7.82101910828025,1,15.4,81.3723534650761,33.8790613775001,10.821911870853,2.426964617746,41.0843231796985,18.3708311678469,6.49094579158238,81.8315268164437,0.914252117642632
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","SK",157,7.82101910828025,1,15.4,90.3392347558472,31.6015859225121,14.9926114086572,3.42822447957804,45.7276490013328,16.9774017505532,7.21078750035515,91.2906003478613,0.918418620075724
"Merch Stem Bark Volume","ST_BK_CV_MER","YT",522,7.83371647509579,5,20.4,0.444376237587021,25.4233445447092,-0.0178045291716609,9.16066927008557,0.211681748282734,20.0522332730419,0.0365572086657671,0.444307265651908,0.870939959866038
"Merch Stem Wood Volume","ST_WD_CV_MER","YT",522,7.83371647509579,5,20.4,1.32641113028212,11.1104239103031,-0.0328997850163874,-0.909228255332753,0.694711642064713,8.57388446472829,0.108755371062346,1.32554835766492,0.985950900332211
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","YT",604,7.99437086092715,5,20.4,1.3888879757975,10.1704175170143,-0.0700199932903549,-0.194968395551361,0.747152483437879,7.8161839381637,0.114185185785323,1.38950310684266,0.987896622642546
"Stump Bark Volume","SP_BK_CV","YT",969,5.68194014447884,1,20.4,0.022720873393775,41.9654325275875,-0.00107000260142481,15.4585790058935,0.0109375150235908,32.9208182647863,0.00250426286676012,0.0227343405424141,0.747861580295136
"Stump Wood Volume","SP_WD_CV","YT",969,5.68194014447884,1,20.4,0.0551973483238219,15.7001422728114,3.38270099768e-05,5.79439174184984,0.0265294086523895,12.5427298785842,0.00552596273090136,0.0551688697385338,0.970062077257781
"Stump Wood+Bark Volume","SP_WDBK_CV","YT",1097,5.84074749316317,1,20.4,0.0804704252209571,15.0315590025423,-0.00300020240070345,5.57589214846085,0.0337347491391906,12.5628815420361,0.00720707447264154,0.0804896741350224,0.955965165565957
"Total Stem Bark Volume","ST_BK_CV_TOT","YT",969,5.68194014447884,1,20.4,0.34801261714204,24.5532989006094,-0.0326590686426105,0.20840579862189,0.138027612077755,18.963142179805,0.0301640260349663,0.349362861597866,0.899233766071451
"Total Stem Wood Volume","ST_WD_CV_TOT","YT",969,5.68194014447884,1,20.4,0.966384994341505,9.64167435734351,-0.0147889787074496,-0.655750171424119,0.383682824011966,6.96874079571777,0.0788422925158952,0.965999427605387,0.989605749210303
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","YT",1097,5.84074749316317,1,20.4,1.01633127080452,8.87615029376452,-0.0671686946630666,-1.37266980691458,0.41715311418058,6.36584231629721,0.0829871065564911,1.01808609212577,0.991350602430418
"Merch Stem Bark Weight","ST_BK_DW_MER","YT",551,7.92359346642468,5,21.4,20.7171296248942,123.611114976588,7.36659835267999,20.5878980227009,9.31767812602681,28.9349295230214,1.48182890744797,21.9701453066697,0.578060827346786
"Merch Stem Wood Weight","ST_WD_DW_MER","YT",551,7.92359346642468,5,21.4,165.984412543937,22.2631593681421,40.7924026566007,1.51305646435607,57.5484262130662,15.8810652832251,10.3184706558642,170.777175946904,0.605378962498409
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","YT",551,7.92359346642468,5,21.4,183.984129393294,21.541621210617,48.1590010092807,2.93339593984773,64.1850643514745,15.1132208235177,11.5262074359503,190.021091460584,0.605888104200132
"Total Stem Bark Weight","ST_BK_DW_TOT","YT",1019,5.73552502453386,1,21.4,15.6011580765892,94.0197906905925,4.08576877672709,9.8566485704353,5.74399021057501,25.6946482870879,1.1489432119953,16.1198877785525,0.725018854033588
"Total Stem Wood Weight","ST_WD_DW_TOT","YT",1019,5.73552502453386,1,21.4,120.624210219796,22.459776489499,19.4252264421084,-7.85507357315189,32.940732614659,17.6797322051151,7.51155252173043,122.119861662647,0.73952872537293
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","YT",1019,5.73552502453386,1,21.4,133.79642920251,21.9870625461912,23.5109952188355,-6.08026196141688,36.8073180645173,16.6440603904768,8.38531919420743,135.781750118787,0.742910090793813
"Sawlog Bark Volume","ST_BK_CV_SAW","YT",126,11.8380952380952,9,20.4,0.780837321128476,25.4120538934769,-0.0889825587011716,5.71548282414119,0.451143188871255,19.6015236213418,0.0589243904224062,0.782806409014497,0.732506547304482
"Sawlog Wood Volume","ST_WD_CV_SAW","YT",126,11.8380952380952,9,20.4,2.58948886842813,13.4384873888228,0.180781628784459,1.49399915024763,1.85332144398137,10.4524641379274,0.185841518600826,2.58552058959964,0.972755338343112
"Sawlog Wood+Bark Volume","ST_WDBK_CV_SAW","YT",163,11.8846625766871,9,20.4,2.66433686873975,12.3415004308304,-0.0288260962130259,1.03056501183091,1.89835506053011,9.47023806124227,0.193464021567532,2.6563078968224,0.9732209478212
"Merch Stem Bark Weight","ST_BK_DW_MER","NL",447,7.27785234899329,5,16.9,6.08922823455359,22.1027692063585,-0.825601979232092,-1.19765413915359,3.80500149130801,17.5331506928305,0.670150838920256,6.13818939163969,0.934275596195749
"Merch Stem Wood Weight","ST_WD_DW_MER","NL",447,7.27785234899329,5,16.9,29.244615356405,14.4553934360258,-12.8997093317429,-11.4470359098346,19.2963330643807,15.3677850706752,3.2949908414979,31.9333168142183,0.937427711742504
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","NL",757,7.40845442536328,5,17.6,32.9886440975112,13.7619085049336,-14.6916810124158,-9.93755077232994,22.9265871455459,13.9841821286361,3.83673009526226,36.0923613380374,0.94760113610492
"Total Stem Bark Weight","ST_BK_DW_TOT","NL",893,5.05061590145577,1,16.9,4.71843147887951,30.4148585805259,-0.0749814396983652,-0.670290413787802,2.37762044471616,22.0062512335557,0.546365462169774,4.71638490785931,0.950481078080801
"Total Stem Wood Weight","ST_WD_DW_TOT","NL",893,5.05061590145577,1,16.9,22.7685369765865,22.6236497112752,-6.28160341775866,-13.1095640213641,11.2791056801016,18.6833229651386,2.5561860266753,23.606869665556,0.959852718119021
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","NL",1388,5.33631123919308,1,17.6,27.128801101709,22.1536670788638,-6.95465241320623,-9.9197232356255,14.5515645120511,17.0470008372393,3.09139696321848,27.9965855118111,0.965871728158315
"Merch Stem Bark Weight","ST_BK_DW_MER","NS",174,8.58965517241379,5,13.5,7.19041828882092,27.5084789909856,2.01457903885662,9.35381377324943,4.9610933959967,23.002931761308,0.86024744124161,7.44738244479832,0.733431422094232
"Merch Stem Wood Weight","ST_WD_DW_MER","NS",174,8.58965517241379,5,13.5,57.3086930322516,21.9991470560422,15.0664027360372,2.56910505506997,31.8352967472678,15.2886295463828,5.44208020193458,59.0965953322651,0.755092275170863
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","NS",174,8.58965517241379,5,13.5,61.4313431521403,21.5869380061606,17.0809817748938,2.86139117946223,34.8400395918631,15.22567738063,5.87755831493975,63.5915190658563,0.767932393156392
"Total Stem Bark Weight","ST_BK_DW_TOT","NS",268,6.57723880597015,1,13.5,6.43097615392533,33.613408726513,1.81758673882255,8.90502923512087,3.86402589004902,27.7515267727674,0.801064812523838,6.6713384703671,0.834084638223681
"Total Stem Wood Weight","ST_WD_DW_TOT","NS",268,6.57723880597015,1,13.5,50.1440049197423,26.6487916471011,12.3609269710828,-1.94110282356267,23.7070979843001,18.8620754611707,4.81136895478113,51.5541615799267,0.863380774184223
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","NS",268,6.57723880597015,1,13.5,53.7096458354315,25.9659796679593,14.1785137099054,-0.899530846728983,26.0238280115638,18.6689739387335,5.19622646251278,55.4526140375393,0.871310948625015
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","NT",326,7.55766871165644,1.1,16,128.175906789015,48.5214233812088,82.0837525517839,23.3473272529016,87.4939665370569,28.0350520107046,12.7475219074092,152.040815622473,0.76382557726949
"Merch Stem Bark Weight","ST_BK_DW_MER","NT",230,9.43260869565217,5,16,16.8529334463819,76.6332358832644,8.22311130550882,16.7380756969071,10.8274356377968,24.9750173197925,1.5198615743288,18.7191359252427,0.817945507313934
"Merch Stem Wood Weight","ST_WD_DW_MER","NT",230,9.43260869565217,5,16,89.9557090585224,85.1182457624967,33.379333075459,13.9168568890627,55.428009942448,22.551818006217,7.89371257189968,95.7654777643096,0.80009403298482
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","NT",230,9.43260869565217,5,16,98.5622833812648,82.5805382098637,41.6024443809678,14.1927851241205,61.3161514920109,21.2895816478976,8.77374831507276,106.785064612107,0.819393411549136
"Total Stem Bark Weight","ST_BK_DW_TOT","NT",335,7.45462686567164,1.1,16,14.8872054837079,69.6581243817921,6.10287646497635,11.4008494476855,8.21271732312624,25.9523533446815,1.35217579356175,16.0689890625827,0.865649896353571
"Total Stem Wood Weight","ST_WD_DW_TOT","NT",335,7.45462686567164,1.1,16,79.0204821431314,76.463178625344,24.2868420474753,7.40915119224263,42.4447233262008,24.2541030350054,6.98283572975777,82.5557253165323,0.870979819940444
"Total Stem Wood+Bark Weight","ST_WDBK_DW_TOT","NT",335,7.45462686567164,1.1,16,86.658264304223,74.3024056112549,30.3897185124516,7.94568537961374,46.9386580715988,23.1177597810481,7.74204469699375,91.7102659660822,0.883237127920025
"Total Tree Wood+Bark+Foliage","TT_DW_ADJ","ON",2627,8.47027027027027,1,29.3,140.475453501862,18.8017459300238,1.84956929813433,2.07356672273669,66.6829258992217,13.3826048440238,9.30317954130991,140.460892060932,0.97019202167404
"Merch Stem Bark Volume","ST_BK_CV_MER","ON",3864,11.0250517598344,5,32.8,1.15922645728717,30.7198801120112,0.122777100524888,8.62093607584813,0.646046692490966,22.5062305460286,0.0695140854122343,1.16556098931515,0.919661914620594
"Merch Stem Wood Volume","ST_WD_CV_MER","ON",3864,11.0250517598344,5,32.8,3.3562420673865,13.0041779370232,0.282780241581124,1.05077624646696,1.830183797569,9.09206082736484,0.198312326031917,3.36770103671233,0.984864419347971
"Merch Stem Wood+Bark Volume","ST_WDBK_CV_MER","ON",3864,11.0250517598344,5,32.8,3.61637760510952,12.4613164251771,0.405557342106011,1.25314230161322,1.9491342348001,8.59681457632122,0.213239840508524,3.63858202003383,0.986473124240943
"Stump Bark Volume","SP_BK_CV","ON",4988,9.32774659182037,1,32.8,0.0799968085086035,37.8526653056639,-0.0418129231464558,-19.7488197210426,0.0534415810969554,34.5343570980561,0.00647451614153677,0.0902581128574847,0.692896039527731
"Stump Wood Volume","SP_WD_CV","ON",4988,9.32774659182037,1,32.8,0.326425689943378,19.2649878247094,-0.0717217662935947,-3.36537132857015,0.13515046559431,14.8440458590391,0.0209141409316127,0.334180162188357,0.871458842839914
"Stump Wood+Bark Volume","SP_WDBK_CV","ON",4988,9.32774659182037,1,32.8,0.339643474979693,18.1140375562725,-0.11353468944005,-7.81217191279584,0.159023213319576,15.3770432572962,0.0231256619667677,0.358084750805738,0.887917064592371
"Total Stem Bark Volume","ST_BK_CV_TOT","ON",4988,9.32774659182037,1,32.8,1.05696049064318,29.3141841933198,0.0488800531074166,4.23128159712065,0.52997604883325,21.3055446077889,0.0641133540431201,1.05798429465999,0.930080823307504
"Total Stem Wood Volume","ST_WD_CV_TOT","ON",4988,9.32774659182037,1,32.8,2.92172568607088,11.5201827394666,0.180079181575803,0.140016326056224,1.42244606004393,8.28101064928217,0.173363524686493,2.92697763789166,0.987917055372921
"Total Stem Wood+Bark Volume","ST_WDBK_CV_TOT","ON",4988,9.32774659182037,1,32.8,3.14171581290324,10.8240561537667,0.22895923468322,-0.000802818334656163,1.50402952263923,7.59319776804611,0.185118543629522,3.14973360069762,0.989303560041962
"Merch Stem Bark Weight","ST_BK_DW_MER","ON",1943,10.3080288214102,5,29.3,26.9871305169076,31.7367954450316,1.27014343644892,7.49349557211532,14.121037593232,22.7791199537632,1.72606651267295,27.0100655769221,0.867429378421151
"Merch Stem Wood Weight","ST_WD_DW_MER","ON",1943,10.3080288214102,5,29.3,103.236671285125,16.4780461512239,-1.16594032646346,-1.9505540238883,57.5696711638044,12.3708685001269,6.67523088036738,103.216687025648,0.962032176893823
"Merch Stem Wood+Bark Weight","ST_WDBK_DW_MER","ON",1943,10.3080288214102,5,29.3,108.087917731963,15.6255031024501,0.10420310998546,-1.29563639442778,61.017828360995,11.6027211411594,7.08235782544037,108.060149695755,0.967045721598491
"Total Stem Bark Weight","ST_BK_DW_TOT","ON",2650,8.4251320754717,1,29.3,24.4658102571746,39.4578553375621,1.65761814018995,12.0446313944796,11.6523579023782,27.3695947387069,1.63853483661396,24.5172937281296,0.885513236934818
